report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,-99000000.0,-1226000000,-1563000000.0,23367000000,8042000000.0,960000000.0,167000000.0,350000000.0,162200000.0,162200000.0,15325000000.0,846000000.0,114000000.0,486000000.0,-0.1524496393931858,-0.052467154534172125,12.383838383838384,0.11937329022631187,-0.06688920272178714,-0.17362808264830037,-7.558569667077682
2020-06-30,2714000000.0,909000000,1159000000.0,25450000000,9258000000.0,967000000.0,447000000.0,-236000000.0,161500000.0,160800000.0,16192000000.0,845000000.0,122000000.0,706000000.0,0.0981853532080363,0.035717092337917485,0.33492999263080325,0.104450205227911,0.04554027504911591,0.11334963325183374,5.628482972136223
2020-09-30,2227000000.0,484000000,627000000.0,26370000000,9745000000.0,967000000.0,505000000.0,-130000000.0,162000000.0,160900000.0,16625000000.0,844000000.0,123000000.0,914000000.0,0.049666495638789124,0.018354190367842246,0.2173327346205658,0.09923037455105183,0.023777019340159272,0.058532486930545184,2.9876543209876543
2020-12-31,2694000000.0,1049000000,1330000000.0,27542000000,10789000000.0,899000000.0,372000000.0,-267000000.0,163900000.0,160900000.0,16753000000.0,845000000.0,54000000.0,900000000.0,0.09722865881916767,0.0380872848740106,0.38938381588715665,0.08332560941699879,0.04828988453997531,0.11379192334017796,6.400244051250763
2021-03-31,2227000000.0,620000000,781000000.0,28313000000,11138000000.0,905000000.0,354000000.0,-148000000.0,162500000.0,161000000.0,17175000000.0,848000000.0,57000000.0,947000000.0,0.055665289998204345,0.021898068025288736,0.2784014369106421,0.08125336685221764,0.027584501818952424,0.06485095075977747,3.8153846153846156
2021-06-30,2295000000.0,703000000,885000000.0,29677000000,11858000000.0,907000000.0,563000000.0,-169000000.0,163000000.0,161200000.0,17819000000.0,848000000.0,59000000.0,1003000000.0,0.05928487097318266,0.023688378205344206,0.306318082788671,0.07648844661831675,0.02982107355864811,0.06933019976498238,4.3128834355828225
2021-09-30,1785000000.0,153000000,197000000.0,29907000000,11841000000.0,904000000.0,601000000.0,-31000000.0,162900000.0,161100000.0,18066000000.0,845000000.0,59000000.0,1085000000.0,0.012921205979224727,0.00511585916340656,0.08571428571428572,0.07634490330208597,0.0065870866352358975,0.015457041977245978,0.9392265193370166
2021-12-31,3319000000.0,1492000000,1888000000.0,31387000000,13105000000.0,897000000.0,463000000.0,-382000000.0,163200000.0,161100000.0,18282000000.0,843000000.0,54000000.0,1139000000.0,0.11384967569629913,0.04753560391244783,0.4495329918650196,0.06844715757344524,0.060152292350336124,0.13483788030281388,9.142156862745098
2022-03-31,1218000000.0,-266000000,-338000000.0,30250000000,12092000000.0,890000000.0,198000000.0,85000000.0,162500000.0,160831510.0,18158000000.0,841000000.0,49000000.0,987000000.0,-0.02199801521667218,-0.008793388429752066,-0.21839080459770116,0.07360238173999338,-0.011173553719008264,-0.026036049915267295,-1.636923076923077
2022-06-30,820000000.0,-818000000,-1040000000.0,29192000000,10553000000.0,885000000.0,557000000.0,235000000.0,162500000.0,160831510.0,18639000000.0,841000000.0,44000000.0,1098000000.0,-0.07751350326921255,-0.02802137571937517,-0.9975609756097561,0.08386240879370795,-0.0356261989586188,-0.0909249868858192,-5.033846153846154
