report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,760541000.0,122722000,121500000.0,4948832000,2539244000.0,104417000.0,245703000.0,364901000.0,-1912000.0,-12502000.0,114485000.0,113395000.0,3493351000.0,2038539000.0,2409588000.0,104417000.0,,2001667000.0,0.04833013290569949,0.024798174599582286,0.16136145191383502,0.47979135904573195,0.041121294369505255,1.71365423962946,1.71365423962946,0.024551247647929854,0.045958993985991396,1.0719482901690178,108998000.0,0.9579717059028606
2020-06-30,831310000.0,88505000,82143000.0,5369241000,2651028000.0,300970000.0,445423000.0,354621000.0,-1856000.0,-12418000.0,114956000.0,113862000.0,3686933000.0,2148740000.0,2718213000.0,300970000.0,,2284949000.0,0.033385162284215786,0.016483707846230034,0.10646449579579219,0.4265809385187235,0.11352954401085164,1.7158581308115455,1.7158581308115455,0.015298810390518884,0.02782623836466014,0.769903267337068,69725000.0,4.316529221943349
2020-09-30,841142000.0,99321000,115606000.0,5836154000,2901282000.0,302435000.0,181322000.0,408637000.0,-18097000.0,-13691000.0,115414000.0,114444000.0,3932098000.0,2325835000.0,2934872000.0,302435000.0,,2385885000.0,0.03423348712741471,0.017018228100218056,0.11807875483568767,0.48581214586835514,0.10424184894815465,1.6906177781312948,1.6906177781312948,0.019808593124855854,0.03608496006357615,0.8605628433292322,101915000.0,2.967521954569985
2020-12-31,860889000.0,182248000,175680000.0,5966099000,3155291000.0,108667000.0,160916000.0,514645000.0,-34198000.0,-14007000.0,116117000.0,115004000.0,4159959000.0,2341789000.0,2810808000.0,108667000.0,,2422515000.0,0.05775949032910118,0.030547263798337908,0.21169744299206983,0.5978064535613766,0.03443961270133246,1.7764021438310624,1.7764021438310624,0.029446376937425946,0.05382422200285666,1.5695203975300773,161673000.0,0.6721406790249455
2021-03-31,839459000.0,218826000,255971000.0,6028218000,3331892000.0,0.0,124639000.0,559797000.0,-34749000.0,-15484000.0,116489000.0,115098000.0,4220515000.0,2234715000.0,2696326000.0,,,2731576000.0,0.06567619838818305,0.03630027978417503,0.2606750299895528,0.6668544860439879,0.0,1.8886144318179277,1.8886144318179277,0.04246213391751924,0.07682451892198186,1.878512134192928,240487000.0,0.0
2021-06-30,813300000.0,152300000,170500000.0,6314255000,3631307000.0,111652000.0,148200000.0,483600000.0,-19200000.0,-12500000.0,115744000.0,114602000.0,4013612000.0,2165329000.0,2682948000.0,111652000.0,,2536064000.0,0.04194082185835568,0.024120026828184798,0.18726177302348457,0.5946145333825157,0.0307470560875189,1.8535806798874443,1.8535806798874443,0.027002393789924545,0.045552195468879036,1.3158349460879182,158000000.0,0.7066582278481013
2021-09-30,858200000.0,10200000,20100000.0,6619031000,3469668000.0,0.0,135500000.0,401500000.0,-9700000.0,-16100000.0,116708000.0,115269000.0,4243458000.0,2566873000.0,3149363000.0,,,2297532000.0,0.0029397625363579453,0.0015410110634018787,0.011885341412258214,0.4678396644138895,0.0,1.6531624275918597,1.6531624275918597,0.0030366982719978197,0.005793061468705363,0.08739760770469891,4000000.0,0.0
2021-12-31,903300000.0,144600000,154100000.0,6357953000,3665737000.0,0.0,-264500000.0,552900000.0,-7600000.0,-16000000.0,116708000.0,115269000.0,3705013000.0,2072345000.0,2692216000.0,,,2465754000.0,0.03944636508292875,0.022743169067151014,0.16007970773829291,0.6120890069744271,0.0,1.7878360022100568,1.7878360022100568,0.024237360672530923,0.042037931253660586,1.2389896151077904,138100000.0,0.0
2022-03-31,930000000.0,110900000,129700000.0,6546300000,3809700000.0,0.0,238800000.0,531400000.0,-10900000.0,-16500000.0,115744000.0,114602000.0,3871100000.0,2105000000.0,2736600000.0,,,2552200000.0,0.029109903666955404,0.016940867360188197,0.11924731182795699,0.5713978494623656,0.0,1.839002375296912,1.839002375296912,0.019812718634954096,0.03404467543376119,0.9581490185236384,113200000.0,0.0
2022-06-30,1102400000.0,-104000000,-37400000.0,17744899999,9662300000.0,3285500000.0,100800000.0,666700000.0,2300000.0,-22300000.0,136500000.0,136500000.0,3035999999.0,3286700000.0,8082600000.0,2935500000.0,350000000.0,1306600000.0,-0.010763482814650756,-0.00586083888925048,-0.09433962264150944,0.6047714078374455,0.3400329114186063,0.923722882830803,0.923722882830803,-0.002107647831326615,-0.002888521602125458,-0.7619047619047619,-59700000.0,-55.03350083752094
2022-09-30,1393500000.0,-257000000,-252500000.0,17492900000,9433500000.0,3285500000.0,54600000.0,679600000.0,44100000.0,-29900000.0,166900000.0,166900000.0,3251100000.0,3467000000.0,8059400000.0,2935500000.0,350000000.0,1304400000.0,-0.027243334923411248,-0.014691674908105573,-0.18442770003588088,0.4876928597057768,0.34828006572322046,0.937727141620998,0.937727141620998,-0.014434427682088162,-0.019852189637550123,-1.5398442180946674,-282400000.0,-11.634206798866856
2022-12-31,1407800000.0,-153400000,-172900000.0,16881400000,9550400000.0,3085500000.0,-119600000.0,715900000.0,46700000.0,-35000000.0,166900000.0,166900000.0,2606700000.0,3009800000.0,7331000000.0,2735500000.0,350000000.0,1129500000.0,-0.01606215446473446,-0.009086924070278531,-0.10896434152578491,0.5085239380593835,0.32307547327860614,0.8660708352714466,0.8660708352714466,-0.010242041536839361,-0.013683235859732983,-0.9191132414619533,-207900000.0,-14.841269841269842
2023-03-31,1446200000.0,-610300000,-687800000.0,15862100000,9042500000.0,3079800000.0,-34700000.0,223200000.0,120300000.0,-36300000.0,169300000.0,169300000.0,2508100000.0,3791400000.0,6819600000.0,1733000000.0,1346800000.0,1014400000.0,-0.06749239701410008,-0.0384753595047314,-0.422002489282257,0.15433549993085327,0.3405916505391208,0.6615234478029224,0.6615234478029224,-0.04336121951065748,-0.05673840772790642,-3.604843473124631,-724100000.0,-4.253279933710814
2023-06-30,1284700000.0,-206000000,-197100000.0,15525300000,8940200000.0,3076800000.0,5000000.0,679200000.0,22900000.0,-40400000.0,169400000.0,169400000.0,2255000000.0,2738000000.0,6585100000.0,2704700000.0,372100000.0,885000000.0,-0.02304199011207803,-0.01326866469569026,-0.16034871954541915,0.5286837393944112,0.3441533746448625,0.8235938641344047,0.8235938641344047,-0.012695406852041506,-0.016401764167429476,-1.2160566706021252,-237500000.0,-12.954947368421053
2023-09-30,1299200000.0,-543600000,-374900000.0,15207400000,8430100000.0,3080200000.0,64800000.0,415400000.0,33400000.0,-45300000.0,169900000.0,169900000.0,2536800000.0,3000100000.0,6777300000.0,2707100000.0,373100000.0,801900000.0,-0.06448322083961044,-0.03574575535594513,-0.41841133004926107,0.31973522167487683,0.3653811935801473,0.8455718142728575,0.8455718142728575,-0.02465247182292831,-0.03257082786721458,-3.1995291347851675,-420200000.0,-7.330318895763922
2023-12-31,1366300000.0,-91600000,-128800000.0,14895700000,8508600000.0,3081400000.0,-77000000.0,678100000.0,60700000.0,-42600000.0,170300000.0,170300000.0,2218500000.0,2692400000.0,6387100000.0,2708200000.0,373200000.0,922200000.0,-0.010765578356016266,-0.0061494256731808505,-0.06704237722315744,0.4963038864085486,0.36215123522083537,0.8239860347645224,0.8239860347645224,-0.008646790684559974,-0.011113028472821397,-0.537874339401057,-171400000.0,-17.977829638273047
2024-03-31,1399400000.0,-2903000000,-443100000.0,12216900000,5667900000.0,3082900000.0,-8900000.0,469100000.0,-158400000.0,-42900000.0,170800000.0,170800000.0,2259700000.0,2406400000.0,6549000000.0,3058300000.0,24600000.0,776000000.0,-0.5121826426013162,-0.237621655248058,-2.07446048306417,0.3352150921823639,0.543922793274405,0.9390375664893617,0.9390375664893617,-0.03626943005181347,-0.05063537048041322,-16.99648711943794,-486000000.0,-6.343415637860082
2024-06-30,1338200000.0,-262000000,-135400000.0,12944600000,5991500000.0,3653300000.0,-191000000.0,771100000.0,-49800000.0,-44800000.0,172300000.0,172300000.0,2559000000.0,2782200000.0,6953100000.0,3054400000.0,598900000.0,1096500000.0,-0.043728615538679794,-0.020240100118968526,-0.1957853833507697,0.5762217904648035,0.6097471417841943,0.919775717058443,0.919775717058443,-0.010459960137818086,-0.014038652952886529,-1.5206035983749275,-180200000.0,-20.27358490566038
2024-09-30,1353100000.0,-365500000,-280400000.0,13075300000,5798500000.0,3655100000.0,-128400000.0,727900000.0,-41200000.0,-47300000.0,175400000.0,175400000.0,2705700000.0,3141500000.0,7276800000.0,3055900000.0,599200000.0,879600000.0,-0.0630335431577132,-0.02795346951886381,-0.27012046411942947,0.5379498928386668,0.6303526774165733,0.8612764602896705,0.8612764602896705,-0.021445014645935467,-0.02966065837352966,-2.0838084378563284,-327700000.0,-11.153799206591394
2024-12-31,1359800000.0,-125200000,-109000000.0,12679900000,5701900000.0,3657900000.0,-4800000.0,759900000.0,27700000.0,-49500000.0,176000000.0,176000000.0,2401300000.0,2895100000.0,6978000000.0,3058300000.0,599600000.0,1210100000.0,-0.021957593083007418,-0.009873894904533947,-0.09207236358287983,0.5588321812031181,0.6415230011048949,0.8294359434907257,0.8294359434907257,-0.008596282305065497,-0.011645547981794483,-0.7113636363636363,-158500000.0,-23.078233438485803
