report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,439919000.0,18765000,103357000.0,19701935000,10914265000.0,7305135000.0,191267000.0,310816000.0,-45739000.0,-175496000.0,121785000.0,121433000.0,503347000.0,1829671000.0,8787670000.0,6957999000.0,347136000.0,445255000.0,0.0017193095458100018,0.000952444518774425,0.04265557977718625,0.7065300657621062,0.6693199221385957,0.2751024637762745,0.2751024637762745,0.005246032940419304,0.005672909096896715,0.15408301514964898,-72139000.0,-101.26471118257808
2020-06-30,436956000.0,229654000,113243000.0,20069108000,11068976000.0,7523270000.0,202390000.0,313045000.0,-45014000.0,-168027000.0,124448000.0,124333000.0,248748000.0,1821646000.0,9000132000.0,7178486000.0,344784000.0,206860000.0,0.02074753798364004,0.011443159307329453,0.5255769459625226,0.7164222484643763,0.6796717239245978,0.13655122894349397,0.13655122894349397,0.005642652378969708,0.0060908725067428645,1.8453812033941888,-54784000.0,-137.3260441004673
2020-09-30,545042000.0,81056000,190855000.0,21910671000,12335120000.0,7823171000.0,315284000.0,404599000.0,-43318000.0,-176831000.0,125828000.0,124901000.0,823476000.0,2094743000.0,9575551000.0,7480808000.0,342363000.0,777047000.0,0.00657115617845631,0.003699384651433085,0.1487151448879169,0.7423262794426851,0.6342192860709908,0.39311552777596104,0.39311552777596104,0.008710595855325472,0.00946781649297552,0.6441809454175541,14024000.0,557.8416286366229
2020-12-31,463720000.0,441484000,116513000.0,22827878000,13443778000.0,7563286000.0,173569000.0,326953000.0,-37538000.0,-177750000.0,133899000.0,133757000.0,605038000.0,2051739000.0,9384100000.0,7332361000.0,230925000.0,568532000.0,0.032839280743850424,0.019339686325640957,0.9520486500474424,0.7050655568015182,0.5625863503547887,0.29489033449186275,0.29489033449186275,0.005103978565156165,0.005546372401207518,3.2971418755927977,-61237000.0,-123.50843444322877
2021-03-31,479849000.0,8121000,127052000.0,25234346000,14781962000.0,8540918000.0,212053000.0,341961000.0,-36467000.0,-180913000.0,137688000.0,137319000.0,541959000.0,2140872000.0,10452384000.0,8311512000.0,229406000.0,492184000.0,0.0005493857987187357,0.00032182328006440114,0.01692407403162245,0.7126429355901545,0.5777932591086352,0.2531487169714023,0.2531487169714023,0.005034883804795258,0.005447526206026014,0.058981174830050546,-53861000.0,-158.57332763966505
2021-06-30,509619000.0,385084000,137732000.0,27018850000,16181817000.0,8840999000.0,239761000.0,365664000.0,-35158000.0,-190052000.0,137688000.0,137319000.0,364283000.0,2224018000.0,10837033000.0,8613015000.0,227984000.0,323876000.0,0.0237973275807037,0.014252420069692085,0.7556311675977544,0.7175242681297205,0.5463539106887687,0.16379498727078648,0.16379498727078648,0.005097626286833082,0.005504256595260901,2.796786938585788,-52320000.0,-168.97933868501528
2021-09-30,547759000.0,103147000,132991000.0,28558718000,16972121000.0,9263587000.0,308823000.0,381764000.0,-35678000.0,-210842000.0,151561000.0,150854000.0,375803000.0,2521768000.0,11586597000.0,9064829000.0,198758000.0,325872000.0,0.006077437227792567,0.0036117517600054738,0.1883072665168441,0.6969561431213362,0.5458119818966646,0.14902362152267773,0.14902362152267773,0.004656756651331478,0.005069083708356565,0.6805642612545444,-77851000.0,-118.99123967579094
2021-12-31,576923000.0,74895000,120298000.0,30219373000,19033250000.0,8791866000.0,249560000.0,401206000.0,-34862000.0,-239254000.0,151561000.0,150854000.0,422606000.0,2599455000.0,11186123000.0,8586668000.0,205198000.0,361348000.0,0.00393495593238149,0.0024783770331700795,0.12981801730906897,0.6954238260565101,0.46192142697647537,0.16257484741993994,0.16257484741993994,0.003980823824504896,0.004323360233251139,0.49415746795019827,-118956000.0,-73.90855442348432
2022-03-31,615065000.0,-149569000,152147000.0,32844256000,20180616000.0,10303247000.0,191086000.0,,-29440000.0,-240659000.0,154307000.0,153464000.0,877736000.0,2569303000.0,12663640000.0,10094337000.0,208910000.0,775060000.0,-0.007411518062679553,-0.004553886073717121,-0.243175924495785,,0.5105516600682556,0.3416241681109624,0.3416241681109624,0.004632377728391838,0.004991066913009024,-0.969294976896706,-88512000.0,-116.40508631597976
2022-06-30,643764000.0,272214000,162005000.0,33244053000,20462136000.0,10271406000.0,339034000.0,447480000.0,-24257000.0,-242078000.0,158198000.0,158198000.0,524731000.0,2535497000.0,12781917000.0,10246420000.0,24986000.0,420258000.0,0.013303303232858974,0.008188351763246197,0.4228475031222622,0.6950994463809719,0.5019713484457341,0.20695390292317442,0.20695390292317442,0.004873202434131602,0.005271276574629765,1.7207170760692296,-80073000.0,-128.27552358472894
