report_date,total_assets,total_equity,total_debt,total_liabilities,current_assets,current_liabilities,long_term_debt,short_term_debt,cash,debt_equity,current_ratio,quick_ratio
2024-06-30,55642000000.0,35829000000.0,5822000000.0,19813000000.0,6052000000.0,4881000000.0,4830000000.0,992000000.0,2133000000.0,0.16249406905021072,1.2399098545380045,1.2399098545380045
2024-12-31,61264000000.0,36153000000.0,10001000000.0,25111000000.0,7563000000.0,5857000000.0,9007000000.0,994000000.0,4108000000.0,0.27662987857162613,1.2912753969609014,1.2912753969609014
2025-06-30,64877000000.0,38507000000.0,12149000000.0,26370000000.0,8630000000.0,4542000000.0,11972000000.0,177000000.0,5154000000.0,0.31550107772612773,1.9000440334654338,1.9000440334654338
