report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,550963000.0,1518131000,69918000.0,3964840000,2852989000.0,0.0,9784000.0,394356000.0,1986000.0,1464776000.0,79028000.0,78592000.0,1576525000.0,910686000.0,1111851000.0,790696000.0,0.5321194718942134,0.3828984271748671,2.7554137029165298,0.7157576824578057,0.0,1.7311400416828633,1.7311400416828633,0.01763450731933697,0.02450692939930718,19.210039479678088
2020-06-30,352314000.0,-40602000,-73000000.0,4025857000,2845045000.0,0.0,59900000.0,224328000.0,473000.0,32891000.0,78769000.0,78769000.0,1149244000.0,941592000.0,1180812000.0,404359000.0,-0.014271127521708796,-0.010085306060299708,-0.11524378821165211,0.6367274647047804,0.0,1.220532884731391,1.220532884731391,-0.018132785143635255,-0.025658645118091277,-0.5154565882517234
2020-09-30,734144000.0,139371000,177069000.0,4415091000,3033471000.0,0.0,211072000.0,534088000.0,329000.0,-45174000.0,79163000.0,78824000.0,1473247000.0,1121794000.0,1381620000.0,615532000.0,0.04594439834763543,0.031566959775008036,0.1898415024845262,0.7274976026501613,0.0,1.3132954891896373,1.3132954891896373,0.040105402131009306,0.05837174642513477,1.7605573310763867
2020-12-31,834520000.0,158988000,213184000.0,4829683000,3233865000.0,0.0,381418000.0,610463000.0,337000.0,-55554000.0,79960000.0,78855000.0,1849538000.0,1325601000.0,1595818000.0,960843000.0,0.04916346229666359,0.03291893070414766,0.19051430762594065,0.7315139241719791,0.0,1.3952448738345853,1.3952448738345853,0.04414037111752469,0.06592235606619323,1.988344172086043
2021-03-31,894771000.0,200376000,225446000.0,5069782000,3393576000.0,0.0,227187000.0,677098000.0,1643000.0,-61245000.0,79798000.0,79000000.0,2115555000.0,1393842000.0,1676206000.0,1131698000.0,0.05904567924808521,0.039523592927664344,0.2239410977780907,0.7567276990425483,0.0,1.517786807973931,1.517786807973931,0.04446857872784273,0.06643316666548797,2.5110403769518035
2021-06-30,1010808000.0,199714000,268902000.0,5395568000,3384410000.0,0.0,317504000.0,758538000.0,383000.0,-69088000.0,79717000.0,79009000.0,2231825000.0,1696581000.0,2011158000.0,1086357000.0,0.05900998992438859,0.037014453343929686,0.19757857080672095,0.7504273808675832,0.0,1.3154839055724425,1.3154839055724425,0.04983757039110618,0.07945313954278589,2.5052874543698334
2021-09-30,1015906000.0,180969000,261160000.0,5650109000,3516762000.0,0.0,355004000.0,755156000.0,401000.0,-81019000.0,79516000.0,78904000.0,2455307000.0,1790315000.0,2133347000.0,1237822000.0,0.05145898414507436,0.03202929359415898,0.17813557553553183,0.7433325524211886,0.0,1.3714385457307792,1.3714385457307792,0.04622211713083765,0.07426149395381319,2.275881583580663
2021-12-31,1031099000.0,190961000,220892000.0,5942110000,3622714000.0,0.0,272849000.0,744563000.0,676000.0,-29051000.0,79033000.0,78703000.0,2494075000.0,1924071000.0,2319396000.0,1171342000.0,0.05271213791649023,0.03213690086518089,0.18520142100807002,0.7221062187045085,0.0,1.2962489429963864,1.2962489429963864,0.03717400048131051,0.060974175714671376,2.4162185416218542
2022-03-31,973219000.0,134298000,198082000.0,5943414000,3666852000.0,0.0,30498000.0,709346000.0,677000.0,-53188000.0,79431000.0,78759000.0,2480768000.0,1863647000.0,2276562000.0,1012868000.0,0.03662487605171957,0.02259610385546085,0.13799360678326256,0.7288657537512112,0.0,1.331136207661644,1.331136207661644,0.03332798287314328,0.054019633189449696,1.69075046266571
2022-06-30,969553000.0,112800000,188196000.0,5810119000,3599081000.0,0.0,127045000.0,687559000.0,245000.0,-60809000.0,78545000.0,78395000.0,2376804000.0,1804414000.0,2211038000.0,899639000.0,0.03134133407944972,0.019414404420976576,0.11634227319187296,0.7091505054391044,0.0,1.317216558949332,1.317216558949332,0.032391074950444215,0.052290015145532984,1.4361194219873958
2022-09-30,890348000.0,72700000,143656000.0,5912802000,3694622000.0,0.0,266482000.0,619169000.0,1685000.0,-49941000.0,78237000.0,78093000.0,2500580000.0,1809403000.0,2218180000.0,1090765000.0,0.01967724979713757,0.012295355061779508,0.08165346583583048,0.6954235871816413,0.0,1.3819917398169452,1.3819917398169452,0.024295756901719354,0.03888246213009071,0.9292278589414216
2022-12-31,901515000.0,41775000,124114000.0,5947947000,3601358000.0,0.0,144707000.0,617701000.0,2760000.0,-73546000.0,80707000.0,79793000.0,2424391000.0,2050280000.0,2346589000.0,999584000.0,0.011599790967740503,0.007023431782428458,0.046338663250195505,0.6851810563329507,0.0,1.1824682482392648,1.1824682482392648,0.0208666956850826,0.03446311085984787,0.5176130942793066
2023-03-31,943147000.0,87798000,133516000.0,5901448000,3480049000.0,0.0,199895000.0,660654000.0,2337000.0,-46826000.0,77111000.0,76921000.0,2331882000.0,2004598000.0,2421399000.0,884027000.0,0.025228955109540124,0.014877365690589835,0.09309047264106232,0.7004782923552744,0.0,1.163266649971715,1.163266649971715,0.02262427797381253,0.038366126453966594,1.1385924187210645
2023-06-30,1002173000.0,111814000,171931000.0,6144550000,3638301000.0,0.0,251777000.0,713609000.0,4421000.0,-59775000.0,76689000.0,76524000.0,2465456000.0,2107065000.0,2506249000.0,1007761000.0,0.030732476504830138,0.018197264242296018,0.11157155501096118,0.7120616899477435,0.0,1.1700901490936444,1.1700901490936444,0.02798105638329902,0.04725584826544038,1.458018751059474
2023-09-30,960214000.0,121427000,166346000.0,6318551000,3801866000.0,0.0,287206000.0,663076000.0,5522000.0,-40684000.0,76826000.0,76569000.0,2701804000.0,2122986000.0,2516685000.0,1283805000.0,0.03193879005730344,0.01921753895790348,0.1264582686776073,0.6905502315108923,0.0,1.2726433429141784,1.2726433429141784,0.026326605577766168,0.04375377775018899,1.580545648608544
2023-12-31,956726000.0,124014000,184861000.0,6083877000,3630489000.0,0.0,46898000.0,669524000.0,4978000.0,-48866000.0,75646000.0,75690000.0,2446618000.0,2183355000.0,2453388000.0,972742000.0,0.034159034774654325,0.020384041294720455,0.12962331952931141,0.699807468386978,0.0,1.1205772767140478,1.1205772767140478,0.03038539405053718,0.050919035975594475,1.6393993072997912
2024-03-31,997431000.0,105028000,154135000.0,6155754000,3759860000.0,0.0,28664000.0,697816000.0,4392000.0,-53358000.0,75322000.0,75175000.0,2479314000.0,2144355000.0,2395894000.0,898906000.0,0.027934018819849676,0.017061760427723394,0.10529851187701204,0.6996133065846158,0.0,1.1562050126961254,1.1562050126961254,0.025039174729854376,0.04099487746884192,1.39438676615066
2024-06-30,1028490000.0,96564000,178173000.0,6158324000,3757908000.0,0.0,159827000.0,722628000.0,3301000.0,-47302000.0,75223000.0,75184000.0,2412372000.0,2143900000.0,2400416000.0,782111000.0,0.025696211828496067,0.01568024027316523,0.09388909955371467,0.7026106233410145,0.0,1.1252259900181911,1.1252259900181911,0.028932060086478074,0.04741281585392724,1.283703122715127
2024-09-30,977872000.0,115963000,162364000.0,6365974000,3944354000.0,0.0,263662000.0,681774000.0,4003000.0,-49967000.0,74757000.0,74736000.0,2597387000.0,2175171000.0,2421620000.0,1041935000.0,0.02939974454625523,0.01821606560127327,0.11858709524354925,0.6972016787473208,0.0,1.1941070380213785,1.1941070380213785,0.025504973787200513,0.04116364809040973,1.5511992188022525
2024-12-31,995219000.0,103807000,177092000.0,6214600000,3851985000.0,0.0,286078000.0,696941000.0,8522000.0,-36970000.0,74670000.0,74413000.0,2492441000.0,2134493000.0,2362615000.0,1043887000.0,0.026948962677684363,0.016703729926302577,0.10430568548229083,0.7002890821015274,0.0,1.1676969659774008,1.1676969659774008,0.028496122035207416,0.04597421848735132,1.390210258470604
