report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,1900000000.0,46000000,60000000.0,185391000000,21873000000.0,22449000000.0,430000000.0,-14000000.0,720362697.0,713555693.0,163518000000.0,16282000000.0,6167000000.0,3282000000.0,0.002103049421661409,0.00024812423472552603,0.024210526315789474,1.0263338362364558,0.0003236403061637296,0.0013537295248409367,0.06385672133158778
2020-06-30,1850000000.0,195000000,244000000.0,202906000000,22335000000.0,17874000000.0,1522000000.0,-49000000.0,717571890.0,714766570.0,180571000000.0,16327000000.0,1547000000.0,3221000000.0,0.008730691739422432,0.0009610361448158261,0.10540540540540541,0.8002686366689054,0.0012025272786413412,0.006068293168196175,0.2717497754824259
2020-09-30,1892000000.0,581000000,746000000.0,201996000000,22951000000.0,16570000000.0,63000000.0,-165000000.0,718893892.0,715102136.0,179045000000.0,15123000000.0,1447000000.0,2996000000.0,0.025314801097991373,0.002876294580090695,0.3070824524312896,0.7219728987843667,0.003693142438464128,0.01887604058601756,0.8081860292116656
2020-12-31,1969000000.0,604000000,746000000.0,204680000000,23111000000.0,16465000000.0,-1644000000.0,-142000000.0,722113181.0,715493941.0,181569000000.0,14973000000.0,1492000000.0,3147000000.0,0.02613474103240881,0.002950947820988861,0.30675469781615033,0.7124313097659123,0.0036447136994332617,0.01884980796442288,0.8364339772382579
2021-03-31,1925000000.0,694000000,883000000.0,206899000000,22595000000.0,16151000000.0,-366000000.0,-189000000.0,723425111.0,714432813.0,184304000000.0,14743000000.0,1408000000.0,3122000000.0,0.030714759902633327,0.003354293640858583,0.3605194805194805,0.7148041602124364,0.004267782831236497,0.02278944923346926,0.9593252839131817
2021-06-30,1949000000.0,709000000,911000000.0,205390000000,22926000000.0,13832000000.0,489000000.0,-202000000.0,723425111.0,714432813.0,182464000000.0,12364000000.0,1468000000.0,3285000000.0,0.030925586670156154,0.003451969424022591,0.3637762955361724,0.603332460961354,0.004435464238765276,0.024783720550628434,0.9800599802513629
2021-09-30,2025000000.0,704000000,895000000.0,207731000000,22524000000.0,12677000000.0,1239000000.0,-191000000.0,697532000.0,688370000.0,185207000000.0,11419000000.0,1258000000.0,3213000000.0,0.03125554963594388,0.003388998271803438,0.3476543209876543,0.5628218788847451,0.004308456609750109,0.025425414050737196,1.0092726928657036
2021-12-31,1988000000.0,663000000,828000000.0,211116000000,22210000000.0,13082000000.0,1342000000.0,-165000000.0,697532000.0,688370000.0,188906000000.0,11821000000.0,1261000000.0,2994000000.0,0.02985141828005403,0.003140453589495822,0.3335010060362173,0.5890139576767222,0.003922014437560393,0.023461407684461068,0.9504940275141499
2022-03-31,1879000000.0,494000000,612000000.0,211459000000,20177000000.0,11937000000.0,1687000000.0,-118000000.0,697532000.0,688370000.0,191282000000.0,10815000000.0,1122000000.0,3049000000.0,0.02448332259503395,0.002336150270265158,0.26290580095795635,0.591614214204292,0.0028941780676159444,0.01905710904901289,0.7082112361870136
2022-06-30,2015000000.0,562000000,724000000.0,206782000000,18970000000.0,18758000000.0,958000000.0,-162000000.0,694805000.0,689019000.0,187812000000.0,10990000000.0,7768000000.0,3437000000.0,0.02962572482867686,0.0027178381097000704,0.27890818858560795,0.9888244596731681,0.003501271870859166,0.019189991518235795,0.8088600398673009
2022-09-30,2170000000.0,653000000,845000000.0,205463000000,16736000000.0,18302000000.0,1710000000.0,-192000000.0,694805000.0,689019000.0,188727000000.0,11712000000.0,6590000000.0,3068000000.0,0.03901768642447419,0.0031781878002365388,0.3009216589861751,1.0935707456978967,0.004112662620520483,0.024116673326103087,0.9398320392052446
2022-12-31,2312000000.0,737000000,914000000.0,207452000000,17327000000.0,18732000000.0,2073000000.0,-177000000.0,702986000.0,687072000.0,190125000000.0,13714000000.0,5018000000.0,3466000000.0,0.042534772320655626,0.003552629041898849,0.3187716262975779,1.0810873203670572,0.004405838459017025,0.025347347402867523,1.048385031849852
2023-03-31,2213000000.0,558000000,718000000.0,208657000000,18364000000.0,20434000000.0,1321000000.0,-160000000.0,689566000.0,684017000.0,190293000000.0,12893000000.0,7541000000.0,2780000000.0,0.03038553692006099,0.002674245292513551,0.25214640759150475,1.112720540187323,0.003441053978538942,0.018506108562297025,0.8092046301586795
2023-06-30,2183000000.0,601000000,775000000.0,207276000000,17809000000.0,18258000000.0,480000000.0,-174000000.0,686386000.0,684029000.0,189467000000.0,12278000000.0,5980000000.0,2594000000.0,0.033746981863102925,0.0028995156216831664,0.27530920751259735,1.025211971475097,0.003738976051255331,0.021487786619347325,0.8756006095695426
2023-09-30,2153000000.0,660000000,846000000.0,212967000000,16544000000.0,21109000000.0,636000000.0,-186000000.0,687059000.0,684224000.0,196423000000.0,16310000000.0,4799000000.0,2837000000.0,0.0398936170212766,0.0030990716871628,0.3065490013934046,1.2759308510638299,0.003972446435363226,0.022468329216795476,0.9606161916225535
2023-12-31,2160000000.0,530000000,650000000.0,214574000000,19172000000.0,19434000000.0,2072000000.0,-120000000.0,687702164.0,684418316.0,195402000000.0,16380000000.0,3054000000.0,3142000000.0,0.02764448153557271,0.002470010346081072,0.24537037037037038,1.0136657625704153,0.0030292579716088624,0.016836761125213696,0.7706824665452121
2024-03-31,2094000000.0,520000000,658000000.0,214506000000,19018000000.0,18557000000.0,386000000.0,-138000000.0,690633531.0,685749673.0,195488000000.0,15444000000.0,3113000000.0,2796000000.0,0.027342517614891156,0.00242417461516228,0.24832855778414517,0.9757598064991061,0.0030675132630322696,0.017511643379906853,0.7529318758199709
2024-06-30,2082000000.0,601000000,764000000.0,213262000000,19226000000.0,19857000000.0,679000000.0,-163000000.0,691082792.0,686781201.0,194036000000.0,16293000000.0,3564000000.0,2837000000.0,0.03125975241859981,0.0028181298121559397,0.2886647454370797,1.03282013939457,0.0035824478810102126,0.019548141135532073,0.8696497828584335
2024-09-30,2132000000.0,573000000,728000000.0,214318000000,20784000000.0,18689000000.0,1865000000.0,-155000000.0,686108625.0,680895306.0,193534000000.0,17096000000.0,1593000000.0,3215000000.0,0.027569284064665127,0.0026735971780251777,0.2687617260787992,0.8992013086989993,0.003396821545553803,0.018442986345096647,0.8351447265365597
2024-12-31,2170000000.0,620000000,765000000.0,212927000000,19645000000.0,18991000000.0,-101000000.0,-145000000.0,681378400.0,675217760.0,193282000000.0,14337000000.0,4654000000.0,3014000000.0,0.03156019343344362,0.0029117960615610045,0.2857142857142857,0.9667090862814965,0.003592780624345433,0.019800186354695104,0.9099202440229981
