report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,38381000000.0,1181000000.0,1973000000.0,154711000000.0,45121000000.0,36487000000.0,,1887000000.0,,,-208000000.0,,374639000.0,374639000.0,,,109590000000.0,32147000000.0,4340000000.0,4452000000.0,,0.026174065291106136,0.007633587786259542,0.030770433287303615,,0.808647857981871,,,0.012752810078145703,0.024176551318498187,3.152368012940457,,,
2020-06-30,39303000000.0,1754000000.0,2677000000.0,159628000000.0,47405000000.0,36524000000.0,,3274000000.0,,,-529000000.0,,370697000.0,370697000.0,,,112223000000.0,31774000000.0,4750000000.0,7185000000.0,,0.03700031642231832,0.010988047209762698,0.04462763656718317,,0.7704672502900538,,,0.01677024080988298,0.03189600733953699,4.731627177991729,,,
2020-09-30,40987000000.0,1388000000.0,2140000000.0,160044000000.0,48098000000.0,35986000000.0,,895000000.0,,,-406000000.0,,367190000.0,367190000.0,,,111946000000.0,29537000000.0,6449000000.0,5344000000.0,,0.028857748762942326,0.008672615030866512,0.03386439602800888,,0.7481807975383592,,,0.013371322886206294,0.025450739736454023,3.780059369808546,,,
2020-12-31,41730000000.0,4135000000.0,1363000000.0,155451000000.0,50386000000.0,32919000000.0,,4294000000.0,,,-1236000000.0,,361030000.0,361030000.0,,,105065000000.0,29545000000.0,3374000000.0,10182000000.0,,0.0820664470289366,0.026600021871843862,0.09908938413611311,,0.6533362441948161,,,0.008768036230066065,0.016361562931396675,11.453341827548957,,,
2021-03-31,40972000000.0,1161000000.0,1958000000.0,152081000000.0,48214000000.0,31972000000.0,,1093000000.0,,,-342000000.0,,351976000.0,351976000.0,,,103867000000.0,31568000000.0,404000000.0,6505000000.0,,0.02408014269714191,0.007634089728499944,0.02833642487552475,,0.663126892603808,,,0.0128747180778664,0.024418227620781684,3.298520353660477,,,
2021-06-30,43190000000.0,1467000000.0,2206000000.0,154207000000.0,48767000000.0,33138000000.0,,-296000000.0,,,-422000000.0,,344785000.0,344785000.0,,,105440000000.0,31606000000.0,1532000000.0,3821000000.0,,0.030081817622572643,0.009513186820312956,0.033966195878675616,,0.6795168864190949,,,0.0143054465750582,0.026933642634759784,4.254825470945661,,,
2021-09-30,44288000000.0,1621000000.0,2294000000.0,154251000000.0,47483000000.0,34312000000.0,,2119000000.0,,,-424000000.0,,337579000.0,337579000.0,,,106768000000.0,31609000000.0,2703000000.0,3483000000.0,,0.034138533791041,0.010508845971825142,0.03660133670520231,,0.7226165153844534,,,0.014871864688073335,0.028045724066263218,4.80183897695058,,,
2021-12-31,45679000000.0,1121000000.0,1543000000.0,154889000000.0,47184000000.0,33670000000.0,,4275000000.0,,,-182000000.0,,315976000.0,315976000.0,,,107705000000.0,31125000000.0,2545000000.0,5081000000.0,,0.023758053577483892,0.007237441006139881,0.024540817443464175,,0.7135893523228213,,,0.009961972767594859,0.019083780641650384,3.547737802871104,,,
2022-03-31,44006000000.0,1197000000.0,2188000000.0,152610000000.0,46164000000.0,33186000000.0,,2030000000.0,,,-355000000.0,,337579000.0,335166000.0,,,106446000000.0,31013000000.0,2173000000.0,4424000000.0,,0.025929295554977905,0.007843522704934146,0.027200836249602327,,0.7188718481933974,,,0.01433719939715615,0.027574039067422812,3.545836678229392,,,
2022-06-30,45478000000.0,1557000000.0,2371000000.0,152630000000.0,45967000000.0,33381000000.0,,1244000000.0,,,-411000000.0,,321282000.0,318487000.0,,,106663000000.0,30984000000.0,2397000000.0,4421000000.0,,0.033872125655361456,0.010201140011793225,0.03423633405162936,,0.7261948789348881,,,0.01553429863067549,0.029881030397741593,4.846209871701496,,,
