report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,3440000000.0,78000000,858000000.0,20237000000,10391000000.0,6754000000.0,1601000000.0,-81000000.0,-55000000.0,-57000000.0,612000000.0,608000000.0,6744000000.0,1780000000.0,9846000000.0,6754000000.0,,3196000000.0,0.007506496006159176,0.0038543262341256116,0.022674418604651164,0.6499855644307574,3.7887640449438202,3.7887640449438202,0.04239758857538173,0.050043744531933505,0.12745098039215685,801000000.0,8.431960049937578
2020-06-30,2418000000.0,122000000,643000000.0,21750000000,10416000000.0,7946000000.0,1020000000.0,-98000000.0,-55000000.0,-94000000.0,608000000.0,608000000.0,7486000000.0,1906000000.0,11334000000.0,7946000000.0,,4645000000.0,0.011712749615975423,0.0056091954022988505,0.050454921422663356,0.7628648233486943,3.9275970619097587,3.9275970619097587,0.0295632183908046,0.035017971898486,0.20065789473684212,549000000.0,14.473588342440802
2020-09-30,2717000000.0,1106000000,1093000000.0,22497000000,11116000000.0,7947000000.0,267000000.0,-98000000.0,-362000000.0,-68000000.0,605000000.0,603000000.0,8463000000.0,2012000000.0,11381000000.0,7947000000.0,,5061000000.0,0.09949622166246852,0.04916211050362271,0.4070666175929334,0.7149154372076286,4.206262425447316,4.206262425447316,0.048584255678534916,0.05733620101767822,1.828099173553719,1025000000.0,7.753170731707317
2020-12-31,4087000000.0,224000000,229000000.0,22754000000,11123000000.0,7949000000.0,-30000000.0,-97000000.0,-74000000.0,-70000000.0,598000000.0,595000000.0,8440000000.0,2213000000.0,11631000000.0,7949000000.0,,4502000000.0,0.020138451856513532,0.009844422958600685,0.054807927575238564,0.7146453294974378,3.813827383642115,3.813827383642115,0.010064164542498023,0.01200713087248322,0.3745819397993311,159000000.0,49.9937106918239
2021-03-31,3215000000.0,567000000,815000000.0,22907000000,11309000000.0,7950000000.0,1629000000.0,-98000000.0,-196000000.0,-78000000.0,593000000.0,589000000.0,8694000000.0,2985000000.0,11598000000.0,7201000000.0,749000000.0,5765000000.0,0.05013705897957379,0.0247522591347623,0.17636080870917573,0.7029799274913785,2.912562814070352,2.912562814070352,0.03557864408259484,0.04231787735604133,0.9561551433389545,737000000.0,10.786974219810041
2021-06-30,2890000000.0,253000000,628000000.0,22926000000,11386000000.0,7951000000.0,773000000.0,-98000000.0,-85000000.0,,598000000.0,595000000.0,8749000000.0,2253000000.0,11540000000.0,7951000000.0,,5886000000.0,0.022220270507640964,0.01103550553956207,0.0875432525951557,0.6983137186017917,3.883266755437195,3.883266755437195,0.027392480153537468,0.03247659926565651,0.4230769230769231,,
2021-09-30,3045000000.0,701000000,980000000.0,23161000000,11732000000.0,7953000000.0,29000000.0,-97000000.0,-244000000.0,-79000000.0,578000000.0,575000000.0,8875000000.0,2869000000.0,11429000000.0,7203000000.0,750000000.0,5411000000.0,0.05975110808046369,0.03026639609688701,0.2302134646962233,0.677889532901466,3.0934123387940047,3.0934123387940047,0.04231250809550537,0.04978409956819914,1.21280276816609,901000000.0,8.826859045504994
2021-12-31,4441000000.0,-85000000,213000000.0,22878000000,11462000000.0,7954000000.0,-685000000.0,-97000000.0,22000000.0,,578000000.0,575000000.0,8514000000.0,2870000000.0,11416000000.0,7204000000.0,750000000.0,4255000000.0,-0.007415808759378817,-0.0037153597342425037,-0.01913983337086242,0.6939452102599896,2.9665505226480837,2.9665505226480837,0.009310254392866509,0.010970333745364647,-0.14705882352941177,,
2022-03-31,3455000000.0,283000000,714000000.0,22016000000,11393000000.0,7205000000.0,1607000000.0,-91000000.0,-100000000.0,,573000000.0,569000000.0,7916000000.0,2121000000.0,10623000000.0,7205000000.0,,4634000000.0,0.02483981392082858,0.012854287790697675,0.08191027496382056,0.6324058632493637,3.732201791607732,3.732201791607732,0.032430959302325583,0.038391224862888484,0.493891797556719,,
2022-06-30,3033000000.0,306000000,667000000.0,22185000000,11563000000.0,7206000000.0,933000000.0,-86000000.0,-139000000.0,,651000000.0,661000000.0,8281000000.0,2296000000.0,10622000000.0,7206000000.0,,5200000000.0,0.02646372048776269,0.013793103448275862,0.10089020771513353,0.6231946726628038,3.606707317073171,3.606707317073171,0.030065359477124184,0.03553732218019074,0.4700460829493088,,
2022-09-30,3192000000.0,605000000,989000000.0,22424000000,11778000000.0,7207000000.0,270000000.0,-68000000.0,-232000000.0,,560000000.0,560000000.0,8495000000.0,2362000000.0,10646000000.0,7207000000.0,,4950000000.0,0.05136695534046527,0.02698002140563682,0.18953634085213034,0.6119035489896417,3.596528365791702,3.596528365791702,0.04410453085979308,0.052093758230181725,1.0803571428571428,,
2022-12-31,4605000000.0,313000000,424000000.0,23126000000,11872000000.0,7208000000.0,-531000000.0,-60000000.0,-116000000.0,,543000000.0,541000000.0,8571000000.0,2543000000.0,11254000000.0,7208000000.0,,4058000000.0,0.02636455525606469,0.013534549857303468,0.06796959826275788,0.6071428571428571,3.370428627605191,3.370428627605191,0.018334342298711406,0.022222222222222223,0.576427255985267,,
2023-03-31,4084000000.0,-54000000,723000000.0,22396000000,10455000000.0,7210000000.0,1568000000.0,-55000000.0,1000000.0,,523000000.0,521000000.0,7723000000.0,3153000000.0,11941000000.0,7210000000.0,,4146000000.0,-0.005164992826398852,-0.00241114484729416,-0.013222331047992164,0.6896221903395504,2.4494132572153506,2.4494132572153506,0.03228255045543847,0.04092838947070478,-0.10325047801147227,,
2023-06-30,3032000000.0,375000000,628000000.0,21866000000,10658000000.0,7210000000.0,493000000.0,-35000000.0,-136000000.0,,507000000.0,507000000.0,7257000000.0,2514000000.0,11208000000.0,7210000000.0,,4272000000.0,0.0351848376806155,0.017149913107106923,0.12368073878627968,0.6764871458059674,2.886634844868735,2.886634844868735,0.028720387816701727,0.035146630848444146,0.7396449704142012,,
2023-09-30,3207000000.0,407000000,769000000.0,21649000000,10679000000.0,7212000000.0,-175000000.0,-42000000.0,-146000000.0,-96000000.0,494000000.0,492000000.0,7239000000.0,2339000000.0,10970000000.0,7212000000.0,,3829000000.0,0.038112182788650625,0.018799944570188,0.12690988462737762,0.6753441333458189,3.0949123557075673,3.0949123557075673,0.03552127119035521,0.042982505170197305,0.8238866396761133,673000000.0,10.716196136701337
2023-12-31,4234000000.0,109000000,249000000.0,22846000000,10568000000.0,8445000000.0,-565000000.0,-72000000.0,-16000000.0,-97000000.0,482000000.0,481000000.0,8501000000.0,2457000000.0,12278000000.0,8445000000.0,,4122000000.0,0.010314155942467828,0.004771075899501007,0.02574397732640529,0.799110522331567,3.4599104599104598,3.4599104599104598,0.01089906329335551,0.013096302529848,0.22614107883817428,152000000.0,55.55921052631579
2024-03-31,3447000000.0,666000000,789000000.0,21717000000,10925000000.0,7196000000.0,1681000000.0,-55000000.0,-257000000.0,-98000000.0,475000000.0,474000000.0,7178000000.0,2217000000.0,10792000000.0,7196000000.0,,3791000000.0,0.060961098398169336,0.0306672192291753,0.19321148825065274,0.6586727688787185,3.2377086152458276,3.2377086152458276,0.03633098494267164,0.04354064345234811,1.4021052631578947,691000000.0,10.413892908827785
2024-06-30,3092000000.0,319000000,671000000.0,21972000000,11056000000.0,7197000000.0,899000000.0,-47000000.0,-131000000.0,-98000000.0,469000000.0,469000000.0,7501000000.0,2353000000.0,10916000000.0,7197000000.0,,4319000000.0,0.028853111432706222,0.01451847806298926,0.10316946959896507,0.6509587554269175,3.1878453038674035,3.1878453038674035,0.030538867649736026,0.03676108037035008,0.6801705756929638,573000000.0,12.56020942408377
2024-09-30,3564000000.0,827000000,953000000.0,22538000000,11578000000.0,7199000000.0,158000000.0,-50000000.0,-281000000.0,-91000000.0,464000000.0,461000000.0,7793000000.0,2405000000.0,10960000000.0,7199000000.0,,4052000000.0,0.07142857142857142,0.03669358416895909,0.23204264870931537,0.6217826913111073,3.2403326403326402,3.2403326403326402,0.04228414233738575,0.05075358150929329,1.7823275862068966,862000000.0,8.351508120649651
