report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2022-09-30,39939000000.0,1603000000,2340000000.0,103026000000,36043000000.0,23772000000.0,4924000000.0,-529000000.0,243400000.0,240700000.0,66983000000.0,23507000000.0,265000000.0,8872000000.0,0.04447465527286852,0.01555917923630928,0.04013620771676807,0.6595455428238493,0.022712713295672936,0.0391206219175792,6.585866885784717
2022-12-31,39929000000.0,865000000,1274000000.0,102755000000,36328000000.0,24114000000.0,-1518000000.0,-168000000.0,246800000.0,241770746.0,66425000000.0,23849000000.0,265000000.0,7387000000.0,0.023810834617925568,0.008418081845165685,0.021663452628415437,0.6637855097996036,0.012398423434382756,0.021078058303828463,3.504862236628849
2023-03-31,42172000000.0,1989000000,2870000000.0,109040000000,37460000000.0,25466000000.0,6483000000.0,-615000000.0,239700000.0,237500000.0,71580000000.0,25201000000.0,265000000.0,10142000000.0,0.053096636412172986,0.01824101247248716,0.04716399506781751,0.6798184730379071,0.02632061628760088,0.04560912818230938,8.297872340425531
2023-06-30,43672000000.0,1853000000,2702000000.0,109168000000,38312000000.0,25124000000.0,1936000000.0,-585000000.0,237800000.0,237037000.0,70856000000.0,24859000000.0,265000000.0,9991000000.0,0.04836604719148047,0.016973838487468855,0.042429932222018685,0.6557736479432031,0.024750842737798623,0.0425941105996595,7.792262405382674
2023-09-30,42849000000.0,1289000000,1913000000.0,110478000000,38539000000.0,24844000000.0,2613000000.0,-354000000.0,236500000.0,235300000.0,71939000000.0,24844000000.0,,10919000000.0,0.03344663847012118,0.01166748130849581,0.030082382319307335,0.6446456835932433,0.01731566465721682,0.030181594433838728,5.450317124735729
2023-12-31,42647000000.0,856000000,1260000000.0,108928000000,39403000000.0,25120000000.0,-2971000000.0,-170000000.0,235600000.0,233763000.0,69523000000.0,24895000000.0,225000000.0,6526000000.0,0.021724234195365837,0.007858401880141011,0.020071751823105964,0.637514910032231,0.011567273795534665,0.019527920276490553,3.633276740237691
2024-03-31,42577000000.0,2249000000,3204000000.0,111894000000,40708000000.0,26451000000.0,2007000000.0,-690000000.0,234200000.0,232700000.0,71184000000.0,24876000000.0,1575000000.0,6226000000.0,0.055247125872064456,0.020099379770139595,0.05282194612114522,0.6497740001965215,0.028634243122955653,0.04770767879212019,9.602903501280956
2024-06-30,43646000000.0,2300000000,3026000000.0,112988000000,42297000000.0,27686000000.0,418000000.0,-685000000.0,233400000.0,232200000.0,70691000000.0,24561000000.0,3125000000.0,6497000000.0,0.054377379010331704,0.02035614401529366,0.0526966961462677,0.6545617892521928,0.026781605126208093,0.0432390723461412,9.85432733504713
2024-09-30,45145000000.0,1016000000,1712000000.0,116533000000,43879000000.0,27148000000.0,2677000000.0,-365000000.0,233100000.0,231900000.0,72654000000.0,24688000000.0,2460000000.0,7866000000.0,0.023154584197452085,0.008718560407781488,0.022505260826226604,0.6187014289295563,0.01469111753752156,0.02410350993284244,4.358644358644359
2024-12-31,45442000000.0,418000000,946000000.0,116889000000,41424000000.0,31232000000.0,706000000.0,-193000000.0,230900000.0,230000000.0,75463000000.0,30867000000.0,365000000.0,8288000000.0,0.010090768636539205,0.0035760422280967413,0.009198538796707892,0.7539590575511781,0.008093148200429468,0.013020259854657565,1.8103074924209615
