report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,5611000000.0,1060000000,1394000000.0,506229000000,66061000000.0,78358000000.0,4628000000.0,-224000000.0,1357545000.0,1344372000.0,440168000000.0,65662000000.0,12696000000.0,5312000000.0,0.016045775873813596,0.0020939140191494365,0.18891463197291036,1.186146137660647,0.002753694474239919,0.009652469550405418,0.7808212619102866
2020-06-30,5871000000.0,955000000,1593000000.0,504336000000,68883000000.0,47833000000.0,-24000000.0,-191000000.0,1355834000.0,1347512000.0,435453000000.0,42133000000.0,5700000000.0,5116000000.0,0.013864088381748763,0.0018935788839186574,0.16266394140691534,0.6944093608001974,0.0031586085466831634,0.013648514342506596,0.7043635135274672
2020-09-30,5572000000.0,1138000000,1632000000.0,499183000000,69973000000.0,47252000000.0,425000000.0,-255000000.0,1358122000.0,1347916000.0,429210000000.0,41008000000.0,6244000000.0,4194000000.0,0.016263415888985753,0.002279725070765631,0.20423546302943288,0.6752890400583083,0.003269342104999569,0.013921944977607166,0.8379217772777409
2020-12-31,5651000000.0,1329000000,1714000000.0,509228000000,70912000000.0,45689000000.0,2408000000.0,-311000000.0,1361655000.0,1348520000.0,438316000000.0,39597000000.0,6092000000.0,5029000000.0,0.01874153880866426,0.002609832923562726,0.23517961422757033,0.6443056182310469,0.003365879331065849,0.014699702403924495,0.9760181543783117
2021-03-31,5482000000.0,1477000000,1962000000.0,517537000000,67876000000.0,43642000000.0,-33000000.0,-351000000.0,1358932000.0,1345666000.0,449661000000.0,37753000000.0,5889000000.0,5097000000.0,0.02176026872532265,0.0028539022330770552,0.26942721634439987,0.6429665861276446,0.003791033298102358,0.017593572338097885,1.086882934539771
2021-06-30,5650000000.0,1657000000,2370000000.0,521964000000,68336000000.0,43621000000.0,3336000000.0,-415000000.0,1358932000.0,1345666000.0,453628000000.0,37969000000.0,5652000000.0,5077000000.0,0.024247834230859282,0.0031745484362906253,0.29327433628318583,0.6383311870756263,0.004540543025955813,0.02116884160883196,1.2193398933868655
2021-09-30,5598000000.0,1704000000,2299000000.0,529884000000,68900000000.0,43063000000.0,-218000000.0,-423000000.0,1343029000.0,1329979000.0,460984000000.0,37837000000.0,5226000000.0,4656000000.0,0.024731494920174166,0.003215798174694839,0.30439442658092175,0.6250072568940493,0.0043386854481358185,0.02053356912551468,1.2687737941623003
2021-12-31,5566000000.0,1602000000,2184000000.0,541241000000,69271000000.0,41205000000.0,4807000000.0,-367000000.0,1343029000.0,1329979000.0,471970000000.0,35913000000.0,5292000000.0,5085000000.0,0.023126560898500095,0.0029598644596399754,0.28781890046712183,0.5948376665559902,0.004035171023629031,0.01976899960172345,1.1928260670469513
2022-03-31,5325000000.0,1415000000,1962000000.0,543979000000,65044000000.0,38920000000.0,-188000000.0,-330000000.0,1341563000.0,1329037000.0,478935000000.0,33773000000.0,5147000000.0,5516000000.0,0.021754504643010885,0.0026012033552765823,0.26572769953051645,0.5983641842445114,0.0036067568784824413,0.018871917202108422,1.0547398817647773
2022-06-30,5655000000.0,1531000000,2025000000.0,545123000000,62999000000.0,44055000000.0,3965000000.0,-372000000.0,1338864000.0,1330160000.0,482124000000.0,30319000000.0,13736000000.0,5511000000.0,0.024301973047191224,0.002808540457841625,0.2707338638373121,0.6992968142351466,0.0037147579537095297,0.018915687410092103,1.1435067340670897
2022-09-30,5847000000.0,1633000000,2062000000.0,548438000000,60811000000.0,56859000000.0,3770000000.0,-363000000.0,1336659000.0,1326539000.0,487627000000.0,31172000000.0,25687000000.0,5031000000.0,0.026853694232951274,0.0029775471429769637,0.2792885240294168,0.9350117577411982,0.003759768652062767,0.01752358290133424,1.221702767871237
