report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,17737000000.0,4902000000.0,5893000000.0,138371000000.0,105304000000.0,0.0,,11001000000.0,,14278000000.0,-959000000.0,,2868000000.0,2851000000.0,69349000000.0,15069000000.0,33067000000.0,,,60289000000.0,,0.04655093823596444,0.03542649832696158,0.27637142696059086,0.8049839318937814,0.0,4.602097020372951,4.602097020372951,0.042588403639490936,0.055961786826711234,1.709205020920502,,,
2020-06-30,18687000000.0,5178000000.0,5963000000.0,139691000000.0,110447000000.0,0.0,,3877000000.0,,14858000000.0,-953000000.0,,2879000000.0,2850000000.0,68130000000.0,11308000000.0,29244000000.0,,,58240000000.0,,0.04688221499904932,0.03706752761452062,0.2770910258468454,0.7950981966072671,0.0,6.024938096922533,6.024938096922533,0.042687073612473245,0.0539896964154753,1.7985411601250434,,,
2020-09-30,21470000000.0,7846000000.0,8040000000.0,146437000000.0,117731000000.0,0.0,,9829000000.0,,17276000000.0,-287000000.0,,2891000000.0,2850000000.0,65799000000.0,11944000000.0,28706000000.0,,,55620000000.0,,0.06664344989849742,0.0535793549444471,0.3654401490451793,0.8046576618537494,0.0,5.50895847287341,5.50895847287341,0.054904156736343954,0.06829127417587551,2.713939813213421,,,
2020-12-31,28072000000.0,11219000000.0,12775000000.0,159316000000.0,128290000000.0,0.0,,14040000000.0,,22862000000.0,-1836000000.0,,2914000000.0,2853000000.0,75670000000.0,14981000000.0,31026000000.0,,,61954000000.0,,0.08745030789617274,0.07041979462200909,0.39965089769165,0.8144058136221146,0.0,5.051064681930446,5.051064681930446,0.08018654749052198,0.09957907864993375,3.8500343170899107,,,
2021-03-31,26171000000.0,9497000000.0,11378000000.0,163523000000.0,133657000000.0,0.0,,12242000000.0,,21040000000.0,-2006000000.0,,2882000000.0,2847000000.0,77322000000.0,12717000000.0,29866000000.0,,,64219000000.0,,0.07105501395362757,0.05807745699381738,0.3628825799549119,0.8039432960146727,0.0,6.080207596131163,6.080207596131163,0.06958042599511995,0.08512835092812199,3.2952810548230396,,,
2021-06-30,29077000000.0,10394000000.0,12367000000.0,170609000000.0,138227000000.0,0.0,,13247000000.0,,23678000000.0,-2119000000.0,,2887000000.0,2835000000.0,80697000000.0,14874000000.0,32382000000.0,,,64080000000.0,,0.07519515000687275,0.060922929036569,0.35746466279189737,0.8143205970354576,0.0,5.425373134328358,5.425373134328358,0.07248738343229255,0.08946877238166205,3.600277104260478,,,
2021-09-30,29010000000.0,9194000000.0,10423000000.0,169585000000.0,133360000000.0,0.0,,14090000000.0,,23239000000.0,-1371000000.0,,2859000000.0,2814000000.0,75421000000.0,17812000000.0,36225000000.0,,,58075000000.0,,0.06894121175764847,0.05421470059262317,0.31692519820751464,0.801068597035505,0.0,4.23428026049854,4.23428026049854,0.06146180381519592,0.07815686862627474,3.2158097236796084,,,
2021-12-31,33671000000.0,10285000000.0,12585000000.0,165987000000.0,124879000000.0,0.0,,18104000000.0,,27323000000.0,-2418000000.0,,2808000000.0,2760000000.0,66666000000.0,21135000000.0,41108000000.0,,,47998000000.0,,0.08235972421303822,0.06196268382463687,0.30545573342045085,0.8114698108164295,0.0,3.154293825408091,3.154293825408091,0.07581919065950948,0.10077755267098551,3.6627492877492878,,,
2022-03-31,27908000000.0,7465000000.0,8524000000.0,164218000000.0,123228000000.0,0.0,,14076000000.0,,21903000000.0,-1443000000.0,,2799000000.0,2765000000.0,59265000000.0,21086000000.0,40990000000.0,,,43890000000.0,,0.06057876456649463,0.045457866981695065,0.26748602551239786,0.7848287229468253,0.0,2.8106326472541023,2.8106326472541023,0.051906611942661586,0.06917259064498328,2.6670239371204003,,,
2022-06-30,28822000000.0,6687000000.0,8358000000.0,169779000000.0,125767000000.0,0.0,,12196000000.0,,23630000000.0,-1499000000.0,,2713000000.0,2704000000.0,55987000000.0,22217000000.0,44012000000.0,,,40489000000.0,,0.05316975041147519,0.03938649656317919,0.2320102699326903,0.8198598292970647,0.0,2.5200072016923976,2.5200072016923976,0.049228703196508405,0.0664562246058187,2.4647991153704387,,,
