report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,shares_diluted,shares_basic,total_liabilities,long_term_debt,cash,tax_expense,capex,depreciation,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2024-06-30,,,,,,0.0,,,587400000.0,585400000.0,,,,,,,,,,,,,,,,
2024-09-30,19712000000.0,2334000000.0,3016000000.0,105202500000.0,27159300000.0,6891800000.0,4552000000.0,4609000000.0,587600000.0,585600000.0,78043200000.0,6891800000.0,8745400000.0,612000000.0,-57000000.0,70000000.0,0.08593741370359324,0.02218578455835175,0.11840503246753246,0.25375469912700255,0.028668520234785295,0.08857276270076445,3.972089857045609,3086000000.0,0.23092532467532467,2.233246921581335
2024-12-31,20267400000.0,2356500000.0,3037800000.0,105745000000.0,25591000000.0,6893000000.0,2897100000.0,3007300000.0,,,80154000000.0,6893000000.0,8346000000.0,611400000.0,-110200000.0,75800000.0,0.09208315423391036,0.022284741595347296,0.11627046389768791,0.26935250674065103,0.02872759941368386,0.093516808274843,,3113600000.0,0.14294384084786405,2.2138360739979444
2025-03-31,20402000000.0,2567000000.0,3306000000.0,111409000000.0,28954000000.0,6894000000.0,5084000000.0,5143000000.0,587700000.0,586000000.0,82455000000.0,6894000000.0,11276000000.0,669000000.0,-59000000.0,70000000.0,0.0886578711058921,0.023041226471829025,0.1258209979413783,0.23810181667472544,0.029674442818802788,0.09222271814327158,4.367874766037094,3376000000.0,0.24919125575923928,2.0420616113744074
2025-06-30,21995000000.0,3175000000.0,4051000000.0,115480000000.0,32604000000.0,6895000000.0,3938000000.0,4040000000.0,587800000.0,586200000.0,82876000000.0,6895000000.0,10775000000.0,807000000.0,-102000000.0,79000000.0,0.09738068948595265,0.027493938344302044,0.14435098886110478,0.2114771193718562,0.03507966747488742,0.10255955846983468,5.401497107859816,4130000000.0,0.1790406910661514,1.6694915254237288
2025-09-30,22502000000.0,2615000000.0,3393000000.0,121535000000.0,35445000000.0,6896000000.0,5129000000.0,5195000000.0,588200000.0,586500000.0,86090000000.0,6896000000.0,10356000000.0,708000000.0,-66000000.0,81000000.0,0.07377627309916772,0.02151643559468466,0.11621189227624211,0.19455494427987022,0.027917883737195046,0.08013509364445809,4.44576674600476,3474000000.0,0.2279352946404764,1.9850316637881404
