report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,tax_expense,depreciation,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,2617000000.0,795000000.0,1047000000.0,370779000000.0,26270000000.0,57773000000.0,,10118000000.0,-252000000.0,,1294000000.0,1287000000.0,344509000000.0,8522000000.0,49251000000.0,68458000000.0,,0.030262657023220403,0.002144134376542361,0.303782957585021,2.199200609059764,0.002823784518540694,0.012457908451625954,0.6143740340030912,,,
2020-06-30,2450000000.0,671000000.0,888000000.0,400484000000.0,30815000000.0,58661000000.0,,-16443000000.0,-217000000.0,,1294000000.0,1288000000.0,369669000000.0,8526000000.0,50135000000.0,33574000000.0,,0.021775109524582184,0.0016754726780595479,0.27387755102040817,1.9036508194061335,0.0022173170463738877,0.009924449014260808,0.51854714064915,,,
2020-09-30,2448000000.0,698000000.0,925000000.0,419355000000.0,31331000000.0,59842000000.0,,-80000000.0,-191000000.0,,1294000000.0,1289000000.0,388024000000.0,7836000000.0,52006000000.0,27465000000.0,,0.02227825476365261,0.0016644608982842699,0.28513071895424835,1.9099932973732086,0.002205768382396776,0.010145547475678106,0.5394126738794436,,,
2020-12-31,4176000000.0,1135000000.0,1476000000.0,549009000000.0,56060000000.0,13632000000.0,,13257000000.0,-341000000.0,,1858000000.0,1852000000.0,492949000000.0,13632000000.0,,40348000000.0,,0.020246164823403495,0.002067361372946527,0.2717911877394636,0.24316803424901892,0.002688480516712841,0.021178901452103542,0.6108719052744886,,,
2021-03-31,4715000000.0,1484000000.0,1960000000.0,563457000000.0,55594000000.0,20198000000.0,,-4742000000.0,-476000000.0,,1892000000.0,1882000000.0,507863000000.0,17698000000.0,2500000000.0,48182000000.0,,0.02669352807856963,0.0026337413502716266,0.3147401908801697,0.363312587689319,0.003478526311679507,0.025860249102807684,0.7843551797040169,,,
2021-06-30,4527000000.0,1265000000.0,1719000000.0,574532000000.0,57450000000.0,22208000000.0,,-594000000.0,-454000000.0,,1892000000.0,1882000000.0,517082000000.0,18708000000.0,3500000000.0,30337000000.0,,0.022019147084421237,0.002201792067282588,0.27943450408659154,0.386562228024369,0.002992000445580055,0.02157975344598157,0.6686046511627907,,,
2021-09-30,4570000000.0,1526000000.0,2011000000.0,607548000000.0,57442000000.0,22530000000.0,,1815000000.0,-485000000.0,,1902000000.0,1892000000.0,550106000000.0,19530000000.0,3000000000.0,34323000000.0,,0.026565927370216916,0.0025117356982493565,0.33391684901531726,0.3922217192994673,0.0033100265328829983,0.025146301205421898,0.8023133543638276,,,
2021-12-31,4708000000.0,1580000000.0,2023000000.0,667270000000.0,56261000000.0,23769000000.0,,5639000000.0,-443000000.0,,1902000000.0,1892000000.0,611009000000.0,18914000000.0,4855000000.0,62975000000.0,,0.02808339702458186,0.0023678570893341526,0.33559898045879355,0.42247738220081404,0.0030317562605841715,0.025278020742221668,0.8307045215562566,,,
2022-03-31,4672000000.0,1402000000.0,1839000000.0,680950000000.0,48098000000.0,26107000000.0,,3053000000.0,-437000000.0,,1905000000.0,1894000000.0,632852000000.0,21873000000.0,4234000000.0,91126000000.0,,0.029148821156804856,0.002058888317791321,0.3000856164383562,0.542787641897792,0.0027006388134224245,0.024782696583788153,0.7359580052493438,,,
2022-06-30,5093000000.0,1793000000.0,2274000000.0,637557000000.0,44513000000.0,22462000000.0,,-7943000000.0,-481000000.0,,1904000000.0,1896000000.0,593044000000.0,21112000000.0,1350000000.0,64550000000.0,,0.04028036753308022,0.002812297567119489,0.35205183585313177,0.5046166288499989,0.003566739915019363,0.03395296752519597,0.9417016806722689,,,
2022-09-30,5500000000.0,2020000000.0,2677000000.0,577563000000.0,37041000000.0,21344000000.0,,9054000000.0,-657000000.0,,1895000000.0,1887000000.0,540522000000.0,20844000000.0,500000000.0,46486000000.0,,0.05453416484436165,0.003497453957403781,0.36727272727272725,0.5762263437812154,0.00463499219998511,0.04585081784704976,1.0659630606860158,,,
2022-12-31,5497000000.0,1968000000.0,2598000000.0,551772000000.0,36608000000.0,37878000000.0,,-2107000000.0,-630000000.0,,1872000000.0,1863000000.0,515164000000.0,33228000000.0,4650000000.0,40195000000.0,,0.053758741258741256,0.003566690589591353,0.3580134618883027,1.0346918706293706,0.004708466540527609,0.03487903767150874,1.0512820512820513,,,
2023-03-31,5116000000.0,1603000000.0,2110000000.0,535552000000.0,36347000000.0,72687000000.0,,9777000000.0,-507000000.0,,1842000000.0,1834000000.0,499205000000.0,65616000000.0,7071000000.0,49162000000.0,,0.04410267697471593,0.0029931733986615677,0.31333072713057075,1.9998074118909401,0.003939860181644359,0.019351761835757653,0.8702497285559175,,,
2023-06-30,4656000000.0,1294000000.0,1691000000.0,511505000000.0,37147000000.0,71313000000.0,,-5216000000.0,-397000000.0,,1825000000.0,1820000000.0,474358000000.0,63482000000.0,7831000000.0,47651000000.0,,0.034834576143430156,0.0025297895426242166,0.2779209621993127,1.9197512585134735,0.0033059305383134085,0.015591001290798451,0.709041095890411,,,
2023-09-30,4606000000.0,1125000000.0,1383000000.0,475204000000.0,37784000000.0,64153000000.0,,-5011000000.0,-258000000.0,,1827000000.0,1821000000.0,437420000000.0,56603000000.0,7550000000.0,33251000000.0,,0.029774507728138895,0.002367404314778495,0.2442466348241424,1.697887994918484,0.002910329037634363,0.013567203272609553,0.6157635467980296,,,
2023-12-31,4459000000.0,1045000000.0,1194000000.0,493178000000.0,40958000000.0,59081000000.0,,20037000000.0,-149000000.0,,1830000000.0,1821000000.0,452220000000.0,52528000000.0,6553000000.0,43337000000.0,,0.02551394111040578,0.002118910413684309,0.23435747925543843,1.4424776600419942,0.002421032568362741,0.011935345215366008,0.5710382513661202,,,
2024-03-31,4740000000.0,1362000000.0,1798000000.0,468784000000.0,42412000000.0,55270000000.0,,-1349000000.0,-436000000.0,,1831000000.0,1825000000.0,426372000000.0,46865000000.0,8405000000.0,31752000000.0,,0.0321135527680845,0.002905389262432165,0.2873417721518987,1.3031689144581722,0.003835455134987542,0.018406666530169324,0.7438558164937192,,,
2024-06-30,4690000000.0,1332000000.0,1747000000.0,449675000000.0,43953000000.0,56845000000.0,,-4252000000.0,-415000000.0,,1834000000.0,1828000000.0,405722000000.0,46849000000.0,9996000000.0,25350000000.0,,0.030305098628079993,0.0029621393228442764,0.28400852878464816,1.2933133119468523,0.0038850280758325455,0.017331693089148593,0.7262813522355507,,,
2024-09-30,4847000000.0,1408000000.0,1842000000.0,466055000000.0,47215000000.0,55580000000.0,18970000000.0,19098000000.0,434000000.0,361000000.0,1834000000.0,1829000000.0,418840000000.0,22387000000.0,33193000000.0,34850000000.0,-128000000.0,0.02982103145186911,0.0030211026595573483,0.29048896224468745,1.1771682727946626,0.003952323223653861,0.0179191594921932,0.7677208287895311,2203000000.0,3.9137610893336086,25.229232864275986
2024-12-31,5329000000.0,1840000000.0,2305000000.0,479843000000.0,48375000000.0,45085000000.0,-11081000000.0,-10827000000.0,465000000.0,354000000.0,1836000000.0,1831000000.0,431468000000.0,22386000000.0,22699000000.0,42083000000.0,-254000000.0,0.03803617571059432,0.003834587563015403,0.3452805404391068,0.9319896640826874,0.004803654528668752,0.024662957414936872,1.0021786492374727,2659000000.0,-2.0793769938074687,16.95562241444152
2025-03-31,5599000000.0,1909000000.0,,462903000000.0,49511000000.0,39837000000.0,6242000000.0,6359000000.0,546000000.0,347000000.0,1822000000.0,1817000000.0,413392000000.0,21410000000.0,18427000000.0,35009000000.0,-117000000.0,0.03855708832380683,0.004123974137130241,0.34095374173959636,0.8046090767708186,,,1.0477497255762898,,1.1148419360600108,
2025-06-30,5851000000.0,2126000000.0,,458936000000.0,49451000000.0,37634000000.0,3049000000.0,3177000000.0,677000000.0,343000000.0,1822000000.0,1817000000.0,409485000000.0,20162000000.0,17472000000.0,32195000000.0,-128000000.0,0.04299205273907505,0.00463245419840675,0.3633566911639036,0.7610361772259409,,,1.1668496158068058,,0.5211075029909418,
2025-09-30,6135000000.0,2358000000.0,,465255000000.0,49384000000.0,27554000000.0,393000000.0,538000000.0,663000000.0,339000000.0,1811000000.0,1806000000.0,415871000000.0,20163000000.0,7391000000.0,30572000000.0,-145000000.0,0.047748258545277825,0.005068188412805881,0.3843520782396088,0.5579539931961769,,,1.3020430701270016,,0.06405867970660147,
2025-12-31,,,,,,0.0,,,,,1777000000.0,1772000000.0,,,,,,,,,,,,,,,
