report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,2087000000.0,-1816000000,576000000.0,11144000000,4040000000.0,4295000000.0,529000000.0,1769000000.0,417000000.0,-401000000.0,377000000.0,377000000.0,4055000000.0,1554000000.0,7104000000.0,4295000000.0,,1527000000.0,-0.4495049504950495,-0.16295764536970567,-0.870148538572113,0.8476281744130331,1.063118811881188,2.6093951093951095,2.6093951093951095,0.05168700646087581,0.06910617876424716,-4.816976127320955,175000000.0,24.542857142857144
2020-06-30,394000000.0,-670000000,-598000000.0,10357000000,3353000000.0,4296000000.0,150000000.0,131000000.0,3000000.0,-299000000.0,377000000.0,377000000.0,3378000000.0,1452000000.0,7004000000.0,4296000000.0,,1474000000.0,-0.19982105577095138,-0.06469054745582697,-1.700507614213198,0.33248730964467005,1.2812406799880705,2.3264462809917354,2.3264462809917354,-0.05773872743072318,-0.07818015426853184,-1.7771883289124668,-897000000.0,-4.789297658862877
2020-09-30,1067000000.0,-92000000,-95000000.0,10326000000,3148000000.0,4297000000.0,427000000.0,796000000.0,90000000.0,-299000000.0,377000000.0,377000000.0,3477000000.0,1709000000.0,7178000000.0,4297000000.0,,1707000000.0,-0.029224904701397714,-0.008909548711989153,-0.08622305529522024,0.7460168697282099,1.3649936467598476,2.034523112931539,2.034523112931539,-0.009200077474336626,-0.012760241773002015,-0.2440318302387268,-394000000.0,-10.906091370558375
2020-12-31,1280000000.0,-102000000,4000000.0,9912000000,3019000000.0,4298000000.0,358000000.0,1009000000.0,37000000.0,-301000000.0,377000000.0,377000000.0,3260000000.0,1440000000.0,6893000000.0,4298000000.0,,2237000000.0,-0.03378602186154356,-0.010290556900726392,-0.0796875,0.78828125,1.4236502153030806,2.263888888888889,2.263888888888889,0.0004035512510088781,0.0005466721333880005,-0.27055702917771884,-297000000.0,-14.47138047138047
2021-03-31,2050000000.0,213000000,173000000.0,20457000000,8486000000.0,7268000000.0,592000000.0,1592000000.0,248000000.0,-467000000.0,651000000.0,649000000.0,3467000000.0,2945000000.0,11971000000.0,7042000000.0,226000000.0,1878000000.0,0.02510016497761018,0.010412083883267342,0.10390243902439024,0.7765853658536586,0.8564694791421165,1.1772495755517827,1.1772495755517827,0.008456762966221831,0.010981338072870382,0.3271889400921659,-294000000.0,-24.72108843537415
2021-06-30,2417000000.0,256000000,306000000.0,20065000000,8535000000.0,6502000000.0,1093000000.0,1904000000.0,-43000000.0,-536000000.0,674000000.0,672000000.0,3076000000.0,3072000000.0,11530000000.0,6502000000.0,,1539000000.0,0.029994141769185707,0.012758534762023424,0.10591642532064542,0.7877534133223004,0.7618043350908026,1.0013020833333333,1.0013020833333333,0.015250436082731123,0.02034980381725078,0.3798219584569733,-230000000.0,-28.269565217391303
2021-09-30,3466000000.0,838000000,1070000000.0,21057000000,9061000000.0,6492000000.0,1598000000.0,2911000000.0,-120000000.0,-578000000.0,673000000.0,671000000.0,4227000000.0,3505000000.0,11996000000.0,6492000000.0,,2321000000.0,0.09248427325902218,0.03979674217599848,0.24177726485862666,0.8398730525100981,0.716477210020969,1.2059914407988588,1.2059914407988588,0.05081445600037992,0.06879701665273581,1.2451708766716196,492000000.0,13.195121951219512
2021-12-31,4273000000.0,1506000000,1725000000.0,21025000000,9399000000.0,6482000000.0,1616000000.0,3668000000.0,-150000000.0,-577000000.0,718000000.0,716000000.0,4249000000.0,3087000000.0,11626000000.0,6482000000.0,,2271000000.0,0.16022981168209385,0.07162901307966707,0.35244558857945235,0.8584132927685467,0.6896478348760506,1.3764172335600906,1.3764172335600906,0.08204518430439953,0.10862036395692966,2.097493036211699,1148000000.0,5.646341463414634
2022-03-31,3812000000.0,989000000,1285000000.0,21778000000,9435000000.0,6471000000.0,1837000000.0,3194000000.0,-267000000.0,-489000000.0,673000000.0,671000000.0,4973000000.0,3754000000.0,12343000000.0,6471000000.0,,2625000000.0,0.10482246952835188,0.04541280191018459,0.25944386149003146,0.8378803777544596,0.6858505564387918,1.3247202983484283,1.3247202983484283,0.0590044999540821,0.08078712435558909,1.4695393759286777,796000000.0,8.129396984924623
2022-06-30,5626000000.0,1932000000,2481000000.0,23194000000,10226000000.0,6461000000.0,2678000000.0,4897000000.0,-557000000.0,-528000000.0,658000000.0,656000000.0,6351000000.0,4094000000.0,12968000000.0,6461000000.0,,3457000000.0,0.1889301779777039,0.08329740450116409,0.34340561677923925,0.870423035904728,0.6318208488167416,1.551294577430386,1.551294577430386,0.10696731913425886,0.14867861209324623,2.9361702127659575,1953000000.0,3.3082437275985663
2022-09-30,5432000000.0,1893000000,2465000000.0,23557000000,11007000000.0,6451000000.0,2104000000.0,4697000000.0,-565000000.0,-581000000.0,654000000.0,652000000.0,4009000000.0,3460000000.0,12550000000.0,6196000000.0,255000000.0,1310000000.0,0.17198146633960207,0.08035827991679756,0.3484904270986745,0.8646907216494846,0.5860815844462615,1.158670520231214,1.158670520231214,0.10463980982298256,0.14119601328903655,2.8944954128440368,1884000000.0,3.4240976645435244
2022-12-31,4299000000.0,1201000000,1738000000.0,23721000000,11296000000.0,6440000000.0,1911000000.0,3584000000.0,-349000000.0,-625000000.0,731000000.0,729000000.0,3891000000.0,3105000000.0,12425000000.0,6189000000.0,251000000.0,1454000000.0,0.10632082152974505,0.05063024324438262,0.27936729471970223,0.8336822516864387,0.5701133144475921,1.2531400966183575,1.2531400966183575,0.0732684119556511,0.09799278304014433,1.6429548563611491,1113000000.0,5.786163522012578
