report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2022-09-30,5580000000.0,340000000,485000000.0,71801000000,12955000000.0,4356000000.0,1521000000.0,-92000000.0,344761905.0,334925984.0,58846000000.0,4356000000.0,,175000000.0,0.026244693168660748,0.00473531009317419,0.06093189964157706,0.3362408336549595,0.0067547805740867115,0.028016867887470393,0.9861878446227984
2022-12-31,6016000000.0,592000000,788000000.0,73008000000,13676000000.0,4357000000.0,1084000000.0,-143000000.0,348114285.0,377622048.0,59332000000.0,4357000000.0,,229000000.0,0.043287510968119336,0.008108700416392724,0.09840425531914894,0.3185873062298918,0.01079333771641464,0.04369766539122719,1.7005909424257037
2023-03-31,5910000000.0,535000000,703000000.0,74249000000,14340000000.0,4358000000.0,871000000.0,-118000000.0,318600000.0,314000000.0,59909000000.0,4358000000.0,,152000000.0,0.03730822873082287,0.007205484248946114,0.09052453468697123,0.303905160390516,0.009468140985063772,0.03759760402182052,1.6792215944758317
2023-06-30,6049000000.0,547000000,725000000.0,73895000000,14152000000.0,4360000000.0,-49000000.0,-125000000.0,313300000.0,309400000.0,59743000000.0,4360000000.0,,150000000.0,0.03865178066704353,0.0074023952906150615,0.09042816994544553,0.30808366308648955,0.009811218621016306,0.039163785652549694,1.7459304181295883
2023-09-30,6168000000.0,651000000,864000000.0,74516000000,13679000000.0,4361000000.0,1771000000.0,-162000000.0,309000000.0,304600000.0,60837000000.0,4361000000.0,,111000000.0,0.04759119818700197,0.008736378764292233,0.10554474708171206,0.3188098545215294,0.011594825272424714,0.04789356984478936,2.1067961165048543
2023-12-31,6400000000.0,771000000,1001000000.0,76780000000,15327000000.0,4362000000.0,1627000000.0,-179000000.0,305100000.0,300400000.0,61453000000.0,4362000000.0,,126000000.0,0.05030338618124878,0.010041677520187548,0.12046875,0.2845958113133686,0.013037249283667621,0.05084057087713952,2.527040314650934
2024-03-31,6419000000.0,753000000,962000000.0,77710000000,15468000000.0,4363000000.0,1097000000.0,-158000000.0,302600000.0,298100000.0,62242000000.0,4363000000.0,,274000000.0,0.0486811481768813,0.009689872603268562,0.1173079918990497,0.2820662011895526,0.0123793591558358,0.048509908728758,2.488433575677462
2024-06-30,6486000000.0,738000000,962000000.0,79046000000,15680000000.0,4364000000.0,1260000000.0,-174000000.0,299900000.0,295500000.0,63366000000.0,4364000000.0,,154000000.0,0.04706632653061225,0.009336335804468285,0.11378353376503238,0.2783163265306122,0.01217012878577031,0.0479944122929555,2.4608202734244746
2024-09-30,6751000000.0,767000000,1002000000.0,81219000000,17008000000.0,4365000000.0,1678000000.0,-185000000.0,297500000.0,292600000.0,64211000000.0,4365000000.0,,223000000.0,0.0450964252116651,0.009443603097797314,0.1136127981039846,0.2566439322671684,0.01233701473793078,0.04688157956300005,2.578151260504202
2024-12-31,6879000000.0,853000000,1124000000.0,80917000000,16447000000.0,4366000000.0,1874000000.0,-221000000.0,294400000.0,289400000.0,64470000000.0,4366000000.0,,183000000.0,0.05186356174378306,0.01054166615173573,0.12400058147986626,0.2654587462759166,0.01389077696899292,0.0540047085955893,2.8974184782608696
