report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,1657000000.0,34000000,45000000.0,176719000000,21950000000.0,17496000000.0,-1327000000.0,-11000000.0,429388855.0,427718421.0,154769000000.0,16437000000.0,1059000000.0,1155000000.0,0.0015489749430523919,0.00019239583745946955,0.02051901025950513,0.7970842824601366,0.0002546415495787097,0.0011408000811235614,0.07918230667631092
2020-06-30,1750000000.0,253000000,307000000.0,179874000000,22418000000.0,9612000000.0,-86000000.0,-54000000.0,427566920.0,426613053.0,157456000000.0,9202000000.0,410000000.0,1088000000.0,0.011285574092247301,0.00140654013364911,0.14457142857142857,0.4287626014809528,0.001706750280752082,0.009584764283484233,0.591720238787416
2020-09-30,1791000000.0,314000000,375000000.0,179228000000,22469000000.0,9361000000.0,658000000.0,-61000000.0,427992349.0,426846096.0,156759000000.0,9109000000.0,252000000.0,904000000.0,0.013974809737861053,0.0017519583993572433,0.175321049692909,0.4166184520895456,0.002092307005601803,0.0117813383600377,0.7336579748064609
2020-12-31,1707000000.0,456000000,571000000.0,183349000000,22673000000.0,8589000000.0,866000000.0,-115000000.0,427682996.0,427072578.0,160676000000.0,8346000000.0,243000000.0,1037000000.0,0.02011202752172187,0.0024870601966741025,0.2671353251318102,0.3788206236492745,0.0031142793252212993,0.018264986245281813,1.0662102638282116
2021-03-31,1659000000.0,611000000,781000000.0,187217000000,22653000000.0,8386000000.0,-690000000.0,-170000000.0,427880530.0,425953716.0,164564000000.0,8316000000.0,70000000.0,1117000000.0,0.02697214496976118,0.0032635925156369347,0.3682941531042797,0.3701937933165585,0.00417162971311366,0.025161893102226232,1.4279686902322946
2021-06-30,1609000000.0,648000000,831000000.0,185104000000,23199000000.0,7019000000.0,580000000.0,-183000000.0,427880530.0,425953716.0,161905000000.0,6957000000.0,62000000.0,1035000000.0,0.027932238458554248,0.0035007347221021694,0.4027346177750155,0.30255614466140784,0.004489368138992134,0.027500165464292806,1.5144414259746757
2021-09-30,1659000000.0,530000000,681000000.0,187007000000,23423000000.0,6955000000.0,1280000000.0,-151000000.0,426868106.0,424697880.0,163584000000.0,6947000000.0,8000000.0,1145000000.0,0.022627332109465055,0.002834118508932821,0.3194695599758891,0.2969303675874141,0.0036415749143080206,0.022417539008492988,1.2416013109210835
2021-12-31,1720000000.0,530000000,684000000.0,188409000000,23420000000.0,7006000000.0,1105000000.0,-154000000.0,426868106.0,424697880.0,164989000000.0,6932000000.0,74000000.0,1155000000.0,0.022630230572160546,0.002813029101582196,0.3081395348837209,0.2991460290350128,0.00363039982166457,0.022480773023072373,1.2416013109210835
2022-03-31,1645000000.0,420000000,536000000.0,192097000000,22074000000.0,5919000000.0,1554000000.0,-116000000.0,424670871.0,422401747.0,170023000000.0,5894000000.0,25000000.0,1223000000.0,0.019026909486273443,0.002186395414816473,0.2553191489361702,0.26814351726012503,0.0027902570055753084,0.01914764405387061,0.9890011975886145
2022-06-30,1999000000.0,364000000,478000000.0,226712000000,24328000000.0,18203000000.0,-1876000000.0,-114000000.0,493296114.0,491497026.0,202384000000.0,14440000000.0,3763000000.0,1456000000.0,0.014962183492272279,0.001605561240693038,0.18209104552276137,0.7482324893127261,0.0021084018490419563,0.011238861066045942,0.7378935079143965
2022-09-30,2177000000.0,636000000,813000000.0,224684000000,23146000000.0,16549000000.0,3000000000.0,-177000000.0,493296114.0,491497026.0,201538000000.0,16286000000.0,263000000.0,1235000000.0,0.027477749935193987,0.0028306421463032525,0.29214515388148826,0.7149831504363605,0.003618415196453686,0.02048116891296133,1.2892864588833959
2022-12-31,2200000000.0,653000000,828000000.0,226733000000,23690000000.0,15890000000.0,1441000000.0,-175000000.0,477803142.0,475959815.0,203043000000.0,15887000000.0,3000000.0,1489000000.0,0.02756437315322921,0.002880039517846983,0.2968181818181818,0.6707471506964964,0.003651872466734,0.02091965639211723,1.3666716323100279
2023-03-31,1978000000.0,485000000,638000000.0,222256000000,24201000000.0,19873000000.0,1154000000.0,-153000000.0,487712146.0,485444313.0,198055000000.0,18855000000.0,1018000000.0,1283000000.0,0.020040494194454774,0.0021821683104168168,0.24519716885743176,0.8211644146936077,0.002870563674321503,0.014475654580932069,0.9944390435582877
2023-06-30,2094000000.0,478000000,612000000.0,223066000000,23585000000.0,15199000000.0,122000000.0,-134000000.0,480975281.0,479470543.0,199481000000.0,14100000000.0,1099000000.0,1689000000.0,0.020267118931524275,0.0021428635471116174,0.2282712511938873,0.644435022259911,0.002743582616803995,0.01577970297029703,0.9938140667150003
2023-09-30,2014000000.0,430000000,549000000.0,225270000000,22878000000.0,17586000000.0,1015000000.0,-119000000.0,471183719.0,469481085.0,202392000000.0,17354000000.0,232000000.0,1395000000.0,0.01879534924381502,0.001908820526479336,0.2135054617676266,0.7686860739575138,0.0024370755093887334,0.013567615658362989,0.9125951994109541
