report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,998000000.0,20400000,48300000.0,8609500000,4390700000.0,1712900000.0,272199999.0,579300000.0,-7900000.0,335100000.0,330800000.0,2972700000.0,1536500000.0,4218800000.0,1712900000.0,,1921600000.0,0.004646183979775434,0.002369475579301934,0.020440881763527055,0.5804609218436874,0.3901200264194775,1.9347217702570778,1.9347217702570778,0.005610081886288402,0.00791336260567534,0.06087735004476276
2020-06-30,1086300000.0,61200000,95300000.0,8741500000,4464300000.0,1720100000.0,97600001.0,619600000.0,-24900000.0,333100000.0,331000000.0,3001200000.0,1596300000.0,4277200000.0,1720100000.0,,1857900000.0,0.013708756131980377,0.007001086770005147,0.056338028169014086,0.570376507410476,0.3853011670362655,1.880097725991355,1.880097725991355,0.010902019104272721,0.015409740637733652,0.1837286100270189
2020-09-30,1138200000.0,145400000,126300000.0,8694700000,4560800000.0,1714100000.0,116400000.0,657800000.0,33800000.0,334500000.0,330900000.0,3038500000.0,1501600000.0,4133899999.0,1714100000.0,,1840800000.0,0.03188037186458516,0.016722831150010928,0.12774556316991742,0.5779300650149358,0.37583318716014735,2.0235082578582846,2.0235082578582846,0.014526090606921458,0.020127810801765764,0.43467862481315395
2020-12-31,1222600000.0,30800000,151200000.0,9378300000,4543500000.0,2127300000.0,125800000.0,717000000.0,-8400000.0,338100000.0,328900000.0,3271200000.0,2161100000.0,4834800000.0,1705800000.0,421500000.0,1774000000.0,0.006778914933421371,0.0032841773029227044,0.02519221331588418,0.5864550956976934,0.4682073291515352,1.5136735921521447,1.5136735921521447,0.01612232494162055,0.02266594711279007,0.09109730848861283
2021-03-31,1074400000.0,-31100000,47100000.0,8711100000,4429600000.0,1685200000.0,179800000.0,615600000.0,6700000.0,326300000.0,326300000.0,2600300000.0,1607699999.0,4281499999.0,1685200000.0,,1283200000.0,-0.007020949972909518,-0.003570157614996958,-0.0289463886820551,0.5729709605361132,0.3804406718439588,1.6174037454857273,1.6174037454857273,0.005406894651651341,0.007702623143847714,-0.09531106343855347
2021-06-30,1172300000.0,62000000,107300000.0,8723400000,4340900000.0,1694400000.0,257200000.0,681900000.0,-12800000.0,336800000.0,324700000.0,2646100000.0,1690900000.0,4382500000.0,1694400000.0,,1322200000.0,0.014282752424612407,0.007107320540156361,0.05288748613836049,0.581677045124968,0.39033380174618165,1.5649062629368975,1.5649062629368975,0.012300249902560928,0.017778735108445312,0.1840855106888361
2021-09-30,1188800000.0,88900000,122000000.0,8721400000,4383800000.0,1692000000.0,136700000.0,692200000.0,-22900000.0,331100000.0,324000000.0,2739600000.0,1639100000.0,4337600000.0,1692000000.0,,1331800000.0,0.02027920981796615,0.010193317586626,0.07478129205921938,0.5822678331090175,0.3859665130708518,1.6714050393508633,1.6714050393508633,0.013988579815167289,0.020079660291648836,0.26849894291754756
2021-12-31,1299900000.0,132900000,154000000.0,8887000000,4316900000.0,1686800000.0,116000000.0,750400000.0,-28400000.0,330200000.0,321000000.0,2956600000.0,1876500000.0,4570100000.0,1686800000.0,,1238000000.0,0.03078598068058097,0.014954427815910882,0.102238633741057,0.5772751750134626,0.3907433575019111,1.5755928590460964,1.5755928590460964,0.017328682344998313,0.02565084864333661,0.40248334342822534
2022-03-31,1168200000.0,55700000,67300000.0,8827900000,4266900000.0,1648400000.0,193100000.0,649400000.0,10100000.0,332200000.0,322600000.0,3038300000.0,1858400000.0,4560999999.0,1648400000.0,,1306700000.0,0.013053973610818158,0.006309541340522661,0.047680191747988356,0.5558979626776237,0.3863226229815557,1.63490099009901,1.63490099009901,0.007623557131367596,0.011377275877808395,0.16767007826610475
2022-06-30,1269600000.0,113400000,108300000.0,8861000000,4248700000.0,1625800000.0,-266900000.0,694100000.0,-31600000.0,328100000.0,321000000.0,3072000000.0,1949900000.0,4612300000.0,1625800000.0,,1016100000.0,0.026690517099348037,0.012797652635142761,0.0893194706994329,0.5467076244486453,0.38265822486878337,1.5754654084824862,1.5754654084824862,0.012222096828800362,0.01843561154140778,0.3456263334349284
2022-09-30,1414600000.0,121500000,162300000.0,8976200000,4338100000.0,1595700000.0,51800000.0,787800000.0,-16600000.0,328900000.0,322800000.0,3208700000.0,1896700000.0,4638100000.0,1595700000.0,,1057100000.0,0.028007653120029508,0.013535794656981796,0.08589000424148169,0.5569065460200764,0.3678338443097208,1.691727737649602,1.691727737649602,0.018081147924511487,0.02735178132057029,0.369413195500152
2022-12-31,1448800000.0,190000000,201400000.0,9326700000,4475100000.0,1601300000.0,119600000.0,827000000.0,-22400000.0,335200000.0,329600000.0,3617100000.0,2078900000.0,4851600000.0,1601300000.0,,1090400000.0,0.0424571517954906,0.02037162125939507,0.1311430149088901,0.5708172280508007,0.3578244061585216,1.7399105296070037,1.7399105296070037,0.021593918534958775,0.033144625106971234,0.5668257756563246
2023-03-31,1371800000.0,89600000,115200000.0,9316300000,4435200000.0,1616700000.0,191500000.0,771200000.0,-19600000.0,329100000.0,322300000.0,3658100000.0,2074200000.0,4881100000.0,1616700000.0,,1098400000.0,0.020202020202020204,0.009617552032459238,0.06531564367983671,0.5621810759585946,0.36451569264069267,1.763619708803394,1.763619708803394,0.012365424041733306,0.019035344272046794,0.27225767243998783
2023-06-30,1430100000.0,28600000,157600000.0,9375500000,4354900000.0,1602600000.0,343000000.0,813100000.0,-15000000.0,326000000.0,319300000.0,3751000000.0,2262200000.0,5020600000.0,1602600000.0,,1234100000.0,0.006567314978529932,0.0030505039731214337,0.019998601496398854,0.5685616390462206,0.3679992651955269,1.6581204137565202,1.6581204137565202,0.016809770145592234,0.026454049517415024,0.08773006134969324
2023-09-30,1397800000.0,79500000,150100000.0,9404800000,4331200000.0,1588500000.0,329200000.0,810400000.0,-5000000.0,323800000.0,319300000.0,3871300000.0,2236800000.0,5073600000.0,1588500000.0,,1377100000.0,0.018355190247506464,0.008453130316434162,0.056875089426241233,0.5797682071827157,0.36675748060583674,1.7307314020028612,1.7307314020028612,0.015959935352160597,0.025356014662905216,0.24552192711550339
2023-12-31,1364800000.0,131700000,146800000.0,9518500000,4492700000.0,1616800000.0,9100000.0,807200000.0,10400000.0,324700000.0,319100000.0,3795500000.0,2104000000.0,5025800000.0,1616800000.0,,1207500000.0,0.02931422084715205,0.013836213689131691,0.09649765533411489,0.5914419695193435,0.35987268235137,1.803944866920152,1.803944866920152,0.01542259809843988,0.024028152876667486,0.4056051740067755
2024-03-31,1148900000.0,3400000,18200000.0,9478200000,4481200000.0,1607100000.0,325000000.0,680900000.0,27700000.0,331500000.0,322600000.0,3540900000.0,2030000000.0,4997000000.0,1607100000.0,,1257700000.0,0.0007587253414264037,0.00035871790002321117,0.0029593524240577943,0.5926538428061624,0.3586316165312863,1.7442857142857142,1.7442857142857142,0.0019201958177713068,0.0029893402099108127,0.010256410256410256
