report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2022-09-30,13550000000.0,1185000000,2924000000.0,143669000000,12350000000.0,97032000000.0,3757000000.0,-1160000000.0,-360000000.0,-2177000000.0,160638186.0,157971109.0,3754000000.0,11595000000.0,131319000000.0,95510000000.0,1522000000.0,480000000.0,0.09595141700404858,0.008248125900507417,0.08745387453874538,7.856842105263158,0.323760241483398,0.323760241483398,0.020352337665049524,0.026732003437494285,7.376826329450707,747000000.0,129.89558232931728
2022-12-31,13674000000.0,1196000000,3040000000.0,144523000000,12549000000.0,97603000000.0,3787000000.0,-1227000000.0,-419000000.0,-2192000000.0,149587651.0,148360846.0,4017000000.0,12065000000.0,131974000000.0,96093000000.0,1510000000.0,645000000.0,0.0953063989162483,0.00827549940147935,0.0874652625420506,7.7777512152362736,0.3329465395772897,0.3329465395772897,0.021034714197740154,0.027598227903260948,7.995312393801812,848000000.0,115.09787735849056
2023-03-31,13653000000.0,1021000000,2926000000.0,144870000000,12902000000.0,97972000000.0,3323000000.0,-1265000000.0,-374000000.0,-2206000000.0,153538359.0,151438371.0,4067000000.0,12242000000.0,131968000000.0,95973000000.0,1999000000.0,534000000.0,0.07913501782669354,0.007047697936080624,0.07478209917234308,7.593551387381801,0.3322169580133965,0.3322169580133965,0.02019741837509491,0.026390316936342154,6.649804040174742,720000000.0,136.07222222222222
2023-06-30,13659000000.0,1223000000,3240000000.0,145615000000,14027000000.0,97970000000.0,3311000000.0,-1298000000.0,-444000000.0,-2172000000.0,151975698.0,150091880.0,3929000000.0,11975000000.0,131588000000.0,95971000000.0,1999000000.0,478000000.0,0.08718899265701861,0.008398860007554167,0.0895380335310052,6.9843872531546305,0.32810020876826723,0.32810020876826723,0.022250454966864678,0.028929346321776475,8.047339252885024,1068000000.0,91.73220973782772
2023-09-30,13584000000.0,1255000000,3126000000.0,146682000000,14744000000.0,97799000000.0,3944000000.0,-1306000000.0,-369000000.0,-2130000000.0,152019159.0,149004322.0,4116000000.0,12625000000.0,131938000000.0,95800000000.0,1999000000.0,571000000.0,0.08511937059142702,0.008555923698886025,0.09238810365135454,6.633138903960933,0.32601980198019803,0.32601980198019803,0.02131140835276312,0.02777605004309464,8.255538369344617,996000000.0,98.1917670682731
2023-12-31,13711000000.0,1058000000,3267000000.0,147193000000,14718000000.0,97777000000.0,3855000000.0,-1319000000.0,-406000000.0,-2188000000.0,150332036.0,146298179.0,4132000000.0,13214000000.0,132475000000.0,95777000000.0,2000000000.0,709000000.0,0.07188476695203153,0.0071878418131297,0.07716432061848151,6.643361869819269,0.3126986529438474,0.3126986529438474,0.022195348963605605,0.02904129072403218,7.0377547470986155,1079000000.0,90.61816496756256
2024-03-31,13679000000.0,1106000000,3131000000.0,148044000000,15606000000.0,97965000000.0,3212000000.0,-1316000000.0,-446000000.0,-2190000000.0,146643199.0,144510317.0,4396000000.0,10926000000.0,132438000000.0,97965000000.0,,661000000.0,0.07087017813661413,0.007470751938612845,0.08085386358651948,6.277393310265283,0.4023430349624748,0.4023430349624748,0.021149117829834373,0.027568657491789276,7.542115880873548,941000000.0,104.10733262486717
2024-06-30,13685000000.0,1231000000,3263000000.0,148611000000,17587000000.0,96692000000.0,3853000000.0,-1328000000.0,-427000000.0,-2170000000.0,144914860.0,143329828.0,4133000000.0,10726000000.0,131024000000.0,96692000000.0,,602000000.0,0.06999488258372662,0.008283370679155648,0.08995250274022652,5.4979246034002385,0.38532537758717134,0.38532537758717134,0.02195665193020705,0.028552927484489714,8.494642992443977,1093000000.0,88.4647758462946
2024-09-30,13795000000.0,1280000000,3335000000.0,149371000000,19052000000.0,95315000000.0,3905000000.0,-1311000000.0,-406000000.0,-2145000000.0,145059470.0,142308740.0,4492000000.0,13160000000.0,130319000000.0,93517000000.0,1798000000.0,721000000.0,0.06718454755406257,0.008569267126818459,0.09278724175425879,5.002886836027714,0.3413373860182371,0.3413373860182371,0.022326957709327782,0.029160509587555852,8.823967163260695,1190000000.0,80.09663865546219
2024-12-31,13926000000.0,1466000000,3389000000.0,150020000000,20779000000.0,93933000000.0,3460000000.0,-1274000000.0,-370000000.0,-2168000000.0,144837555.0,142096463.0,4233000000.0,13486000000.0,129241000000.0,92134000000.0,1799000000.0,459000000.0,0.0705519996149959,0.009772030395947207,0.10527071664512423,4.520573656095096,0.3138810618419101,0.3138810618419101,0.0225903212904946,0.02954355254899226,10.121684255164347,1221000000.0,76.93120393120392
