report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,total_liabilities,current_assets,current_liabilities,long_term_debt,short_term_debt,cash,shares_diluted,shares_basic,tax_expense,capex,depreciation,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2024-09-30,6550000000.0,1200000000.0,1880000000.0,51834000000.0,12941000000.0,8412000000.0,-664000000.0,-112000000.0,4654000000.0,1896000000.0,38893000000.0,9270000000.0,5452000000.0,7378000000.0,1034000000.0,1793000000.0,314000000.0,313000000.0,449000000.0,-552000000.0,489000000.0,0.09272853720732556,0.023150827642088204,0.183206106870229,0.28946564885496184,0.6500270458233521,1.7002934702861334,1.7002934702861334,0.036269629972604855,0.08804383458998735,3.821656050955414,2369000000.0,-0.10137404580152672,3.5508653440270157
2024-12-31,5382000000.0,852000000.0,708000000.0,52926000000.0,13539000000.0,8412000000.0,-1745000000.0,-1016000000.0,4084000000.0,1298000000.0,39387000000.0,10776000000.0,6846000000.0,7384000000.0,1028000000.0,3022000000.0,314000000.0,314000000.0,6000000.0,-729000000.0,483000000.0,0.06292931531132284,0.016097948078449154,0.15830546265328874,0.24117428465254553,0.6213161976512298,1.5740578439964943,1.5740578439964943,0.013377168121528171,0.03225365586989203,2.713375796178344,1191000000.0,-0.3242289111854329,7.062972292191436
2025-03-31,6788000000.0,118000000.0,348000000.0,52252000000.0,13334000000.0,8358000000.0,-699000000.0,107000000.0,5929000000.0,859000000.0,38918000000.0,9631000000.0,6545000000.0,7321000000.0,1037000000.0,1846000000.0,314000000.0,313000000.0,22000000.0,-806000000.0,480000000.0,0.008849557522123894,0.0022582867641429993,0.0173836181496759,0.1265468473777254,0.6268186590670467,1.4715049656226127,1.4715049656226127,0.0066600321518793535,0.016042780748663103,0.37579617834394907,828000000.0,-0.10297583971714791,10.094202898550725
2025-06-30,6101000000.0,839000000.0,502000000.0,53038000000.0,13803000000.0,8311000000.0,710000000.0,1477000000.0,4749000000.0,1352000000.0,39235000000.0,9233000000.0,6256000000.0,7286000000.0,1025000000.0,1974000000.0,314000000.0,314000000.0,440000000.0,-767000000.0,490000000.0,0.060783887560675216,0.015818846864512237,0.13751843960006557,0.22160301589903295,0.6021154821415634,1.4758631713554988,1.4758631713554988,0.009464911949922697,0.0227005516867143,2.671974522292994,992000000.0,0.11637436485821996,8.378024193548388
2025-09-30,6570000000.0,930000000.0,1459000000.0,56161000000.0,14692000000.0,9037000000.0,1458000000.0,1848000000.0,5078000000.0,1492000000.0,41469000000.0,11649000000.0,7455000000.0,7269000000.0,1768000000.0,3959000000.0,313000000.0,313000000.0,466000000.0,-390000000.0,485000000.0,0.06329975496869045,0.016559534196328413,0.1415525114155251,0.22709284627092846,0.6150966512387694,1.5625754527162978,1.5625754527162978,0.025978882142411994,0.06148594546757133,2.9712460063897765,1944000000.0,0.2219178082191781,4.648662551440329
