report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,total_liabilities,current_assets,current_liabilities,long_term_debt,short_term_debt,cash,tax_expense,capex,depreciation,shares_diluted,shares_basic,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2024-09-30,13041000000.0,2059000000.0,2911000000.0,96699000000.0,49881000000.0,18304000000.0,2847000000.0,5763000000.0,9398000000.0,3643000000.0,46818000000.0,13984000000.0,10765000000.0,16990000000.0,1314000000.0,6792000000.0,1176000000.0,-2916000000.0,2386000000.0,,,0.04127824221647521,0.021292877899461216,0.15788666513304195,0.27934974311785904,0.36695334897054993,1.2990246168137483,1.2990246168137483,0.030103723926824477,0.042692674341864044,,5297000000.0,0.2183114791810444,3.455540872191807
2024-12-31,14236000000.0,2306000000.0,2967000000.0,122780000000.0,64796000000.0,23384000000.0,1140000000.0,4457000000.0,10048000000.0,4188000000.0,57984000000.0,15647000000.0,12124000000.0,22641000000.0,743000000.0,6114000000.0,664000000.0,-3317000000.0,2662000000.0,1209163000.0,1207421000.0,0.03558861658127045,0.018781560514741814,0.1619837032874403,0.29418375948300085,0.36088647447373295,1.2905806664467172,1.2905806664467172,0.02416517348102297,0.03364708550691767,1.9071043358091506,5629000000.0,0.080078673784771,4.154201456741872
2025-03-31,16517000000.0,2849000000.0,4218000000.0,124254000000.0,65238000000.0,23784000000.0,2737000000.0,6115000000.0,11440000000.0,5077000000.0,59016000000.0,16906000000.0,13329000000.0,23176000000.0,608000000.0,7235000000.0,1617000000.0,-3378000000.0,2807000000.0,1274879000.0,1273350000.0,0.04367086667279806,0.022928839313020102,0.17248895077798632,0.3073802748683175,0.364572794996781,1.2683622177207592,1.2683622177207592,0.033946593268627166,0.04738154613466334,2.2347218834101117,7025000000.0,0.1657080583641097,3.385622775800712
2025-06-30,14004000000.0,1971000000.0,2606000000.0,122599000000.0,65572000000.0,23529000000.0,199000000.0,3485000000.0,10495000000.0,3509000000.0,57027000000.0,13939000000.0,10986000000.0,23115000000.0,414000000.0,5340000000.0,1046000000.0,-3286000000.0,2862000000.0,1258998000.0,1257512000.0,0.030058561581162692,0.016076803236568,0.14074550128534705,0.25057126535275637,0.35882693832733487,1.2687966502821773,1.2687966502821773,0.02125629083434612,0.029247707657602047,1.5655306839248355,5468000000.0,0.01421022564981434,4.3030358449158745
2025-09-30,15031000000.0,1726000000.0,2758000000.0,122472000000.0,64923000000.0,23482000000.0,3012000000.0,5878000000.0,11406000000.0,3625000000.0,57549000000.0,15884000000.0,12009000000.0,22466000000.0,1016000000.0,6256000000.0,1202000000.0,-2866000000.0,2881000000.0,1246854000.0,1245253000.0,0.02658533955608952,0.014093017179436932,0.1148293526711463,0.24116825227862418,0.36169000200237206,1.3226746606711632,1.3226746606711632,0.022519433013260173,0.031197330467733726,1.3842839658853403,5639000000.0,0.2003858692036458,4.164213513034226
2025-12-31,,,,,,0.0,,,,,,,,,,,,,,1233956000.0,1232575000.0,,,,,,,,,,,,,
