report_date,revenue,net_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,total_liabilities,long_term_debt,short_term_debt,cash,tax_expense,capex,depreciation,shares_diluted,shares_basic,roe,roa,net_margin,debt_equity,eps,fcf_margin
2024-09-30,20159000000.0,3238000000.0,2430663000000.0,209902000000.0,340421000000.0,-18235000000.0,-16674000000.0,2220761000000.0,299081000000.0,41340000000.0,303094000000.0,1116000000.0,-1561000000.0,1081000000.0,,,0.015426246534096865,0.0013321468257837471,0.16062304677811398,1.6218092252575012,,-0.9045587578748946
2024-12-31,19586000000.0,2856000000.0,2352945000000.0,209366000000.0,335805000000.0,23108000000.0,24796000000.0,2143579000000.0,287300000000.0,48505000000.0,276532000000.0,912000000.0,-1688000000.0,1019000000.0,1931000000.0,1887600000.0,0.013641183382211056,0.0012137980275782052,0.14581844174410294,1.6039137204703724,1.479026411185914,1.1798223220667825
2025-03-31,21601000000.0,4064000000.0,2571514000000.0,213258000000.0,344823000000.0,-60225000000.0,-58708000000.0,2358256000000.0,295684000000.0,49139000000.0,308331000000.0,1340000000.0,-1517000000.0,1050000000.0,1919600000.0,1879000000.0,0.01905672940757205,0.0015803919403122053,0.188139437988982,1.6169287904791378,2.1171077307772452,-2.7880653673441045
2025-06-30,21661000000.0,4019000000.0,2622772000000.0,214130000000.0,373321000000.0,-38334000000.0,-36579000000.0,2408642000000.0,317761000000.0,55560000000.0,337473000000.0,1186000000.0,-1755000000.0,1097000000.0,1893100000.0,1855900000.0,0.018768972119740344,0.0015323482178397512,0.18554083375652095,1.7434315602671275,2.1229729015899848,-1.7697243894557038
2025-09-30,22095000000.0,3752000000.0,2642475000000.0,213877000000.0,370606000000.0,-517000000.0,1100000000.0,2428598000000.0,315846000000.0,54760000000.0,348060000000.0,1559000000.0,-1617000000.0,1123000000.0,1862600000.0,1820300000.0,0.0175427932877308,0.001419880982790755,0.1698121747001584,1.7327996932816525,2.014388489208633,-0.0233989590405069
2025-12-31,,,,,0.0,,,,,,,,,,1816900000.0,1772800000.0,,,,,,
