report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-05-31,5438000000.0,803000000.0,888000000.0,52005000000.0,37918000000.0,6686000000.0,,2023000000.0,,1763000000.0,-28000000.0,-68000000.0,,1129000000.0,1111000000.0,17899000000.0,6185000000.0,14087000000.0,6356000000.0,330000000.0,8658000000.0,,0.021177277282557097,0.015440822997788674,0.14766458256712026,0.3242000735564546,0.1763278653937444,2.893936944219887,2.893936944219887,0.01707528122295933,0.019908528383104654,0.7112488928255093,,,
2020-08-31,6056000000.0,988000000.0,1157000000.0,53678000000.0,38996000000.0,6643000000.0,,2271000000.0,,2068000000.0,-37000000.0,-136000000.0,,1133000000.0,1111000000.0,17965000000.0,6635000000.0,14682000000.0,6373000000.0,270000000.0,8142000000.0,,0.025335931890450303,0.018406050896084058,0.16314398943196828,0.3414795244385733,0.17035080521079085,2.707611152976639,2.707611152976639,0.021554454338835276,0.025351125134205395,0.8720211827007943,,,
2020-11-30,5773000000.0,803000000.0,866000000.0,53691000000.0,39907000000.0,6629000000.0,,1967000000.0,,1736000000.0,-38000000.0,-51000000.0,,1135000000.0,1115000000.0,16529000000.0,5688000000.0,13784000000.0,6356000000.0,273000000.0,7032000000.0,,0.020121783145814018,0.014955951649252203,0.1390957907500433,0.3007102026675905,0.16611120855990177,2.905942334739803,2.905942334739803,0.0161293326628299,0.018609248753653086,0.707488986784141,,,
2021-02-28,6236000000.0,603000000.0,663000000.0,54135000000.0,40663000000.0,6621000000.0,,3057000000.0,,1649000000.0,-32000000.0,-48000000.0,,1144000000.0,1120000000.0,17279000000.0,5433000000.0,13472000000.0,6298000000.0,323000000.0,7184000000.0,,0.01482920591200846,0.01113881961762261,0.0966966003848621,0.26443232841565106,0.1628261564567297,3.180379164365912,3.180379164365912,0.01224715987808257,0.014021656374249217,0.5270979020979021,,,
2021-05-31,7422000000.0,1735000000.0,1799000000.0,55943000000.0,42259000000.0,6715000000.0,,3560000000.0,,3126000000.0,-38000000.0,-65000000.0,,1139000000.0,1118000000.0,18561000000.0,5462000000.0,13684000000.0,6418000000.0,297000000.0,8349000000.0,,0.041056343027520766,0.031013710383783494,0.23376448396658583,0.4211802748585287,0.15890106249556307,3.3982057854265837,3.3982057854265837,0.032157731977191066,0.036733777106219626,1.5232660228270412,,,
2021-08-31,8274000000.0,2720000000.0,2955000000.0,58849000000.0,43933000000.0,6776000000.0,,3884000000.0,,3912000000.0,-38000000.0,-230000000.0,,1141000000.0,1120000000.0,19907000000.0,6424000000.0,14916000000.0,6621000000.0,155000000.0,8633000000.0,,0.06191245760589989,0.04621998674573909,0.3287406333091612,0.47280638143582304,0.15423485762410943,3.0988480697384806,3.0988480697384806,0.05021325765943346,0.058273679228539314,2.38387379491674,,,
2021-11-30,7687000000.0,2306000000.0,2631000000.0,61246000000.0,45908000000.0,7022000000.0,,3938000000.0,,3565000000.0,-35000000.0,-219000000.0,,1130000000.0,1119000000.0,20191000000.0,6512000000.0,15338000000.0,6904000000.0,118000000.0,9580000000.0,,0.050230896575760214,0.03765143846128727,0.29998699102380644,0.4637700013008976,0.15295809009322994,3.100583538083538,3.100583538083538,0.042957907455180744,0.049707160400529,2.04070796460177,,,
2022-02-28,7786000000.0,2263000000.0,2546000000.0,63696000000.0,47845000000.0,7076000000.0,,3628000000.0,,3676000000.0,-43000000.0,-255000000.0,,1130000000.0,1119000000.0,21502000000.0,6918000000.0,15851000000.0,6953000000.0,123000000.0,10122000000.0,,0.04729856829344759,0.03552813363476513,0.2906498844079116,0.47212946313896736,0.14789424182255198,3.108123735183579,3.108123735183579,0.039971112785732225,0.04635749531144735,2.0026548672566373,,,
2022-05-31,8642000000.0,2626000000.0,3004000000.0,65296000000.0,49281000000.0,6963000000.0,,3838000000.0,,4035000000.0,-24000000.0,-358000000.0,,1121000000.0,1112000000.0,22708000000.0,7009000000.0,16015000000.0,6856000000.0,107000000.0,10227000000.0,,0.053286256366551,0.04021685861308503,0.30386484610043973,0.46690580884054617,0.14129177573507032,3.239834498501926,3.239834498501926,0.046005880911541286,0.05341014152620724,2.3425512934879573,,,
2022-08-31,6643000000.0,1492000000.0,1521000000.0,66283000000.0,49907000000.0,6906000000.0,,3777000000.0,,2622000000.0,9000000.0,-56000000.0,,1122000000.0,1112000000.0,21781000000.0,7539000000.0,16376000000.0,6803000000.0,103000000.0,9331000000.0,,0.02989560582683792,0.022509542416607575,0.22459732048773146,0.3947011892217372,0.13837738193039054,2.88910996153336,2.88910996153336,0.022947060332211878,0.02677204161019485,1.3297682709447416,,,
