report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,tax_expense,depreciation,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2022-09-30,8805000000.0,1694000000.0,2187000000.0,444232000000.0,50861000000.0,54607000000.0,,2776000000.0,-493000000.0,,392600000.0,391200000.0,393371000000.0,54079000000.0,528000000.0,3716000000.0,,0.03330646271209768,0.003813322768283239,0.1923906871095968,1.0736517174259255,0.0049231032433503215,0.020736147457048583,4.314824248599083,,,
2022-12-31,9040000000.0,1232000000.0,1544000000.0,455249000000.0,52582000000.0,48715000000.0,,8157000000.0,-312000000.0,,424300000.0,422500000.0,402667000000.0,47832000000.0,883000000.0,5193000000.0,,0.023430071127001635,0.0027062113261094476,0.13628318584070798,0.9264577231752311,0.003391550558046256,0.015242307274647818,2.9036059391939664,,,
2023-03-31,8903000000.0,960000000.0,1163000000.0,471660000000.0,54653000000.0,48777000000.0,,2992000000.0,-203000000.0,,383800000.0,382600000.0,417007000000.0,48235000000.0,542000000.0,3347000000.0,,0.01756536695149397,0.002035364457448162,0.10782882174547906,0.892485316451064,0.0024657592333460544,0.011244319829836605,2.5013027618551327,,,
2023-06-30,9012000000.0,1431000000.0,1728000000.0,467800000000.0,54559000000.0,50258000000.0,,3354000000.0,-297000000.0,,383700000.0,382800000.0,413241000000.0,49609000000.0,649000000.0,3360000000.0,,0.026228486592496197,0.003058999572466866,0.15878828229027964,0.9211679099690243,0.0036938862761864044,0.01648587538281004,3.7294761532447223,,,
2023-09-30,9366000000.0,1790000000.0,2222000000.0,471435000000.0,53668000000.0,49247000000.0,,7129000000.0,-432000000.0,,383300000.0,382500000.0,417767000000.0,48725000000.0,522000000.0,4620000000.0,,0.03335320861593501,0.0037969179208162313,0.19111680546658125,0.9176231646418722,0.004713269061482495,0.021590633046689015,4.6699713018523346,,,
2023-12-31,9506000000.0,706000000.0,932000000.0,478464000000.0,58089000000.0,49856000000.0,,7100000000.0,-226000000.0,,382800000.0,381700000.0,420375000000.0,49318000000.0,538000000.0,84020000000.0,,0.012153764051713749,0.0014755551096843232,0.07426888281085631,0.8582692075952418,0.001947899946495452,0.008634026587614063,1.8443051201671892,,,
2024-03-31,9402000000.0,1280000000.0,1582000000.0,481720000000.0,57801000000.0,50361000000.0,,3010000000.0,-302000000.0,,383400000.0,382200000.0,423919000000.0,49793000000.0,568000000.0,4671000000.0,,0.022144945589176658,0.002657145229593955,0.13614124654328866,0.8712825037629107,0.0032840654322012787,0.014626208834895805,3.338549817423057,,,
2024-06-30,9506000000.0,597000000.0,651000000.0,480018000000.0,57981000000.0,47956000000.0,,8120000000.0,-54000000.0,,383900000.0,383100000.0,422037000000.0,47241000000.0,715000000.0,5298000000.0,,0.0102964764319346,0.0012437033611239579,0.06280244056385441,0.8270985322778152,0.0013561991425321551,0.0061451617470760925,1.5550924719979162,,,
2024-09-30,10014000000.0,1777000000.0,2218000000.0,486433000000.0,62925000000.0,49336000000.0,6146000000.0,6458000000.0,441000000.0,806000000.0,383700000.0,383000000.0,423508000000.0,48816000000.0,520000000.0,49298000000.0,-312000000.0,0.028239968216130312,0.003653123862895815,0.1774515678050729,0.7840444974175605,0.004559723538493482,0.019757529328974444,4.631222309095648,3024000000.0,0.6137407629318954,16.314814814814813
2024-12-31,10190000000.0,1096000000.0,1459000000.0,490144000000.0,60784000000.0,45551000000.0,2092000000.0,2448000000.0,366000000.0,814000000.0,383400000.0,382400000.0,429360000000.0,44989000000.0,562000000.0,43230000000.0,-356000000.0,0.018031060805475126,0.002236077560880068,0.10755642787046124,0.749391287180837,0.002976676242083959,0.013720788075422015,2.8586332811684922,2273000000.0,0.20529931305201177,20.040035195776507
2025-03-31,10000000000.0,1404000000.0,,493604000000.0,63542000000.0,41200000000.0,4319000000.0,4667000000.0,325000000.0,812000000.0,384000000.0,383100000.0,430062000000.0,41200000000.0,,48573000000.0,-348000000.0,0.022095621793459443,0.0028443853777522063,0.1404,0.6483900412325706,,,3.65625,,0.4319,
2025-06-30,12577000000.0,-4277000000.0,,658968000000.0,110956000000.0,51924000000.0,5667000000.0,6066000000.0,-1666000000.0,1011000000.0,505600000.0,505600000.0,548012000000.0,51924000000.0,,59109000000.0,-399000000.0,-0.038546811348642705,-0.00649045173665489,-0.3400651983779916,0.46796928512203034,,,-8.459256329113924,,0.4505844000954123,
2025-09-30,15464000000.0,3192000000.0,,661877000000.0,113813000000.0,50842000000.0,8767000000.0,9154000000.0,1189000000.0,1832000000.0,639500000.0,639000000.0,548064000000.0,50842000000.0,,55279000000.0,-387000000.0,0.02804600528937819,0.0048226483168322815,0.20641489912053804,0.4467152258529342,,,4.991399530883503,,0.5669296430419037,
2025-12-31,,,,,,0.0,,,,,631600000.0,631100000.0,,,,,,,,,,,,,,,
