report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-04-30,1317060000.0,267696000.0,345340000.0,21350938000.0,11590858000.0,5591168000.0,,429041000.0,,846674000.0,-48651000.0,-27365000.0,-107146000.0,371305000.0,368217000.0,2051293000.0,1582002000.0,9760080000.0,5142223000.0,448945000.0,784937000.0,,0.02309544297756042,0.012537903486956872,0.2032526991936586,0.6428515025891,0.4823774046753053,1.2966437463416607,1.2966437463416607,0.01617446502818752,0.020098910338047445,0.7209598577988446,238194000.0,,23.473168929528033
2020-07-31,1456136000.0,362665000.0,450954000.0,21599568000.0,11777560000.0,5592977000.0,,557200000.0,,972578000.0,-45410000.0,-10364000.0,-107077000.0,372003000.0,368791000.0,2485237000.0,1687776000.0,9822008000.0,5143653000.0,449324000.0,1090264000.0,,0.030792880698548766,0.016790382103938375,0.24905984056434288,0.6679170077520231,0.4748841865377888,1.472492202756764,1.472492202756764,0.020877917558351167,0.025960855441602065,0.974898051897431,343877000.0,,16.264469563244997
2020-10-31,1526295000.0,386526000.0,469723000.0,21468603000.0,11997945000.0,5145102000.0,,657767000.0,,1023084000.0,-48066000.0,-30784000.0,-108007000.0,372320000.0,369283000.0,2517688000.0,1364986000.0,9470658000.0,5145102000.0,,1055860000.0,,0.03221601699291004,0.018004245548720613,0.2532446217801932,0.6703055438168899,0.4288319374692916,1.8444789909933141,1.8444789909933141,0.02187953263656699,0.02740020487606433,1.0381553502363559,361716000.0,,14.224148226785655
2021-01-31,1558458000.0,388519000.0,464298000.0,21440110000.0,12087746000.0,5146567000.0,,427941000.0,,1045371000.0,-42270000.0,-48099000.0,-107648000.0,373106000.0,369203000.0,2624741000.0,1676757000.0,9352364000.0,4747347000.0,399220000.0,1048063000.0,,0.03214155889774653,0.0181211290427148,0.24929706158266696,0.6707726483485599,0.4257673018609094,1.5653675517680856,1.5653675517680856,0.021655579192457503,0.026940325384597577,1.041309976253397,356650000.0,,14.430301415954016
2021-04-30,1661407000.0,422905000.0,520001000.0,21588217000.0,12167104000.0,5148046000.0,,736362000.0,,1136637000.0,-42776000.0,-53080000.0,-107786000.0,372418000.0,368823000.0,2902800000.0,2776829000.0,9421113000.0,3823595000.0,1324451000.0,1305216000.0,,0.03475806568268012,0.0195896215051016,0.25454629720471866,0.6841412128394788,0.42311185965041476,1.0453650548881477,1.0453650548881477,0.024087260193836293,0.030031561955859463,1.135565413057371,412215000.0,,12.488740099220067
2021-07-31,1758853000.0,503311000.0,600708000.0,21641190000.0,12263963000.0,5149496000.0,,630042000.0,,1221184000.0,-44359000.0,-68967000.0,-107783000.0,372762000.0,369013000.0,3090455000.0,2793342000.0,9377227000.0,3824819000.0,1324677000.0,1480701000.0,,0.04103983353504899,0.023257085215739062,0.2861586499838247,0.6943070285009606,0.4198884161669438,1.1063647057896957,1.1063647057896957,0.02775762330999358,0.03449676483000879,1.3502207843074132,492925000.0,,10.44681442410103
2021-10-31,2339568000.0,75687000.0,191650000.0,52322071000.0,37992542000.0,6769875000.0,,940724000.0,,1121820000.0,-54200000.0,231854000.0,-213594000.0,371849000.0,368476000.0,5378317000.0,2770312000.0,14329529000.0,6253212000.0,516663000.0,1977964000.0,,0.0019921541443581217,0.001446559712821765,0.0323508442584272,0.47949877926181245,0.17818957731230514,1.9414120142424391,1.9414120142424391,0.003662890178792808,0.004281493557418939,0.2035422980833618,-21944000.0,,-308.5068811520233
2022-01-31,2684293000.0,280077000.0,424485000.0,51215614000.0,37427312000.0,6253575000.0,,856413000.0,,1401997000.0,-51746000.0,-43478000.0,-253367000.0,371849000.0,368476000.0,4636695000.0,2221906000.0,13788302000.0,6253575000.0,,1790399000.0,,0.00748322508439826,0.0054685862010753206,0.1043392058914582,0.5222965600253028,0.16708587033982028,2.08680970302074,2.08680970302074,0.008288195080508065,0.009717865848282797,0.7532008960626491,171118000.0,,36.545395574983345
2022-04-30,2972064000.0,783273000.0,964835000.0,50800652000.0,37099782000.0,6253215000.0,,1221807000.0,,1944520000.0,-48985000.0,-95972000.0,-253476000.0,530142000.0,525291000.0,4634189000.0,2326212000.0,13700870000.0,6253215000.0,,1737733000.0,,0.02111260384225438,0.015418561950740317,0.2635451322717142,0.6542658569936582,0.1685512599507997,1.9921610756027395,1.9921610756027395,0.01899257119770825,0.022255324124419818,1.4774777323811357,711359000.0,,8.790519273671944
2022-07-31,3109880000.0,748985000.0,1031507000.0,50346170000.0,36638591000.0,6252839000.0,,1247846000.0,,2043142000.0,-49392000.0,-98952000.0,-252864000.0,520550000.0,517011000.0,4689708000.0,2441201000.0,13707579000.0,6252839000.0,,1524960000.0,,0.020442516471225653,0.014876702636963248,0.24084048259096813,0.6569841923161023,0.17066264911770215,1.921065901578772,1.921065901578772,0.020488291363573434,0.0240492564598569,1.4388339256555567,778643000.0,,8.030431147522036
