report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,710000000.0,75100000,100700000.0,4426700000,1892500000.0,1450500000.0,-162400000.0,251600000.0,-6900000.0,-19900000.0,168700000.0,167800000.0,1339600000.0,682800000.0,2534200000.0,1450500000.0,,169300000.0,0.03968295904887715,0.0169652336955294,0.10577464788732395,0.3543661971830986,0.766446499339498,1.9619214997070884,1.9619214997070884,0.022748322678293086,0.03012264433143883,0.4451689389448725
2020-06-30,713300000.0,72080000,111100000.0,4116100000,1949700000.0,1013000000.0,428400000.0,245100000.0,-7700000.0,-29800000.0,166400000.0,165800000.0,1001700000.0,750600000.0,2166400000.0,1013000000.0,,90600000.0,0.036969790224137045,0.017511722261363914,0.10105145100238329,0.3436141875788588,0.5195671128891625,1.3345323741007193,1.3345323741007193,0.026991569689754864,0.03749957808755527,0.43317307692307694
2020-09-30,798500000.0,105800000,128100000.0,4103500000,2049800000.0,805200000.0,234300000.0,277400000.0,-5400000.0,-14400000.0,167100000.0,166100000.0,963500000.0,818900000.0,2053700000.0,805200000.0,,82600000.0,0.05161479168699385,0.025782868283172902,0.132498434564809,0.3474013775829681,0.3928188115913748,1.1765783367932592,1.1765783367932592,0.031217253564030704,0.04486865148861646,0.6331538001196888
2020-12-31,796000000.0,106199999,121500000.0,4197200000,2106300000.0,839600000.0,73300000.0,283500000.0,-3900000.0,-10900001.0,167400000.0,166300000.0,975100000.0,772500000.0,2090900000.0,839600000.0,,82100000.0,0.050420167592460714,0.025302582435909653,0.13341708417085427,0.35615577889447236,0.3986136827612401,1.2622653721682848,1.2622653721682848,0.028947870008577146,0.04124376251739706,0.634408596176822
2021-03-31,865900000.0,128600000,157100000.0,4384100000,2193800000.0,932400000.0,-19000000.0,315200000.0,-5100000.0,-20500000.0,167700000.0,166200000.0,1208500000.0,823900000.0,2190300000.0,932400000.0,,95000000.0,0.058619746558482996,0.029333272507470178,0.14851599491858183,0.3640143203603187,0.4250159540523293,1.4668042238135697,1.4668042238135697,0.03583403663237609,0.050252702962062565,0.7668455575432319
2021-06-30,941100000.0,132100000,161800000.0,4354700000,2271600000.0,716600000.0,379800000.0,341000000.0,-3800000.0,-25100000.0,167800000.0,166000000.0,1107300000.0,931100000.0,2083100000.0,716600000.0,,95900000.0,0.05815284381053002,0.030335040301283672,0.14036765487195835,0.362341940282648,0.3154604683923226,1.1892385350660508,1.1892385350660508,0.037155257537832685,0.054146308814671036,0.7872467222884386
2021-09-30,969200000.0,143600000,167300000.0,4472800000,2338100000.0,700900000.0,179300000.0,334800000.0,-2600000.0,-22100000.0,167600000.0,165700000.0,1249500000.0,1016000000.0,2134700000.0,700900000.0,,173200000.0,0.06141739018861469,0.03210516902164193,0.1481634337598019,0.3454395377631036,0.29977332021727043,1.2298228346456692,1.2298228346456692,0.03740386335181542,0.05505100361961172,0.8568019093078759
2021-12-31,988600000.0,148700000,150700000.0,4753600000,2421900000.0,894100000.0,73100000.0,328200000.0,-1000000.0,-3100000.0,166900000.0,165300000.0,1304000000.0,1051700000.0,2331700000.0,894100000.0,,94500000.0,0.06139807589082951,0.031281555031975765,0.15041472789803764,0.3319846247218288,0.3691729633758619,1.2398973091185699,1.2398973091185699,0.03170228879165264,0.045446320868516285,0.8909526662672259
2022-03-31,999600000.0,117600000,145800000.0,4975900000,2503900000.0,1091100000.0,-131500000.0,332200000.0,-5700000.0,-21500000.0,167000000.0,165300000.0,1541700000.0,1014400000.0,2472000000.0,1091100000.0,,102300000.0,0.046966731898238745,0.023633915472577826,0.11764705882352941,0.3323329331732693,0.435760214066057,1.519814668769716,1.519814668769716,0.029301231937940875,0.04055632823365786,0.704191616766467
2022-06-30,1064200000.0,152900000,190800000.0,4872200000,2563000000.0,911500000.0,306800000.0,359500000.0,-9200000.0,-28500000.0,165500000.0,164800000.0,1462600000.0,1056100000.0,2309200000.0,911500000.0,,135100000.0,0.05965665236051502,0.031382127170477406,0.1436760007517384,0.3378124412704379,0.3556379243074522,1.3849067323170154,1.3849067323170154,0.03916095398382661,0.05491437616923298,0.9238670694864048
2022-09-30,1055100000.0,115400000,147100000.0,6508600000,2639200000.0,2448100000.0,95200000.0,348100000.0,-19300000.0,-12300000.0,165200000.0,164500000.0,1562500000.0,1100500000.0,3869400000.0,2448100000.0,,118800000.0,0.04372537132464383,0.017730387487324462,0.10937351909771585,0.3299213344706663,0.9275916944528645,1.4198091776465243,1.4198091776465243,0.02260086654580094,0.028915141627189275,0.698547215496368
2022-12-31,1002900000.0,95000000,111600000.0,6447500000,2708100000.0,2317300000.0,92800000.0,324800000.0,-27600000.0,-5100000.0,164700000.0,164600000.0,1558500000.0,1063100000.0,3739400000.0,2317300000.0,,108900000.0,0.03507994534913777,0.014734393175649476,0.09472529663974474,0.3238608036693589,0.8556921827111259,1.4659956730316996,1.4659956730316996,0.017309034509499808,0.02220718748756318,0.5768063145112325
2023-03-31,1028600000.0,129700000,183600000.0,6671200000,2809500000.0,2491800000.0,-106600000.0,381800000.0,-32400000.0,-22000000.0,165800000.0,164800000.0,1766700000.0,1001600000.0,3861700000.0,2491800000.0,,119200000.0,0.04616479800676277,0.01944177958987888,0.12609371961889948,0.37118413377406184,0.8869193806727176,1.7638777955271565,1.7638777955271565,0.027521285525842428,0.034633014543602514,0.7822677925211098
2023-06-30,1082500000.0,152900000,208500000.0,6508300000,2935300000.0,2114700000.0,445100000.0,399500000.0,-31800000.0,-27300000.0,166100000.0,165000000.0,1570000000.0,1060600000.0,3573000000.0,2114700000.0,,141600000.0,0.05209007597179164,0.02349307806954197,0.1412471131639723,0.36905311778290995,0.7204374339931182,1.4802941731095607,1.4802941731095607,0.032036015549375414,0.04128712871287129,0.9205298013245033
2023-09-30,1008800000.0,132100000,180100000.0,6411000000,3040900000.0,1993600000.0,162200000.0,371800000.0,-27500000.0,-20800000.0,166600000.0,165200000.0,1499400000.0,1001900000.0,3370100000.0,1993600000.0,,137000000.0,0.04344108652043803,0.020605209795663704,0.13094766058683585,0.36855670103092786,0.6555953829458384,1.4965565425691187,1.4965565425691187,0.028092341288410545,0.035773165160393285,0.7929171668667467
2023-12-31,984600000.0,207800000,167000000.0,6563300000,3217100000.0,1988300000.0,118500000.0,366100000.0,-26600000.0,74100000.0,166700000.0,165400000.0,1569000000.0,949600000.0,3346200000.0,1988300000.0,,170300000.0,0.06459233471138603,0.03166090229000655,0.2110501726589478,0.3718261222831607,0.6180410929097635,1.6522746419545071,1.6522746419545071,0.02544451723980315,0.03208206862104737,1.2465506898620275
2024-03-31,1017200000.0,133700000,180800000.0,6738700000,3327200000.0,2084300000.0,-107600000.0,390100000.0,-27300000.0,-19900000.0,167200000.0,165700000.0,1748600000.0,919300000.0,3411500000.0,2084300000.0,,109100000.0,0.04018393844674201,0.01984062207844243,0.13143924498623674,0.38350373574518287,0.6264426544842511,1.9020994234743827,1.9020994234743827,0.02683010076127443,0.03341032985309064,0.7996411483253588
2024-06-30,1099300000.0,186100000,248000000.0,6548000000,3432900000.0,1755900000.0,539200000.0,437900000.0,-26300000.0,-34800000.0,167300000.0,165900000.0,1563500000.0,950400000.0,3115100000.0,1752600000.0,3300000.0,214300000.0,0.05421072562556439,0.028420891875381795,0.16928954789411443,0.3983444009824434,0.5114917416761339,1.6450968013468013,1.6450968013468013,0.037874160048869884,0.04779525131051496,1.1123729826658697
2024-09-30,993400000.0,139600000,179900000.0,6472600000,3498800000.0,1628400000.0,248600000.0,393200000.0,-19800000.0,-20600000.0,167000000.0,165600000.0,1489100000.0,928800000.0,2973800000.0,1628400000.0,,218100000.0,0.03989939407796959,0.021567839817075055,0.1405274813770888,0.3958123615864707,0.4654167143020464,1.6032515073212747,1.6032515073212747,0.027794085838766493,0.03508737712591668,0.8359281437125748
2024-12-31,972900000.0,166000000,195100000.0,6446500000,3562900000.0,1648000000.0,86500000.0,377600000.0,-15200000.0,-18000000.0,166900000.0,165200000.0,1436100000.0,895100000.0,2883600000.0,1638700000.0,9300000.0,118700000.0,0.04659125992870976,0.02575040719770418,0.17062390790420393,0.3881179977387193,0.4625445564006848,1.604401742822031,1.604401742822031,0.030264484604048708,0.03744074919879484,0.9946075494307969
