report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,-3075964000.0,-1066492000,-2396245000.0,26946494000,11578108000.0,0.0,999467000.0,-2234074000.0,-41644000.0,158703000.0,676305359.0,676305359.0,5789170000.0,14762577000.0,15368386000.0,2068326000.0,-0.09211280461367263,-0.03957813584208766,0.3467179719918699,0.7263004378464768,0.0,0.39215172256171804,0.39215172256171804,-0.08892603987739556,-0.20696343478571802,-1.576938561564762
2020-06-30,2516069000.0,568266000,1382664000.0,28844381000,12496030000.0,0.0,491315000.0,1555798000.0,-39276000.0,-147415000.0,1204411957.0,698534168.0,5249825000.0,15710405000.0,16348351000.0,1976512000.0,0.045475723089653274,0.019701098803264316,0.22585469635371686,0.6183447274299712,0.0,0.33416229562509686,0.33416229562509686,0.047935298039503776,0.11064826188797562,0.4718202909704258
2020-09-30,3032898000.0,794719000,2249066000.0,25041565000,13499678000.0,0.0,135136000.0,2422381000.0,-39540000.0,-100960000.0,700527966.0,700184580.0,6009018000.0,10920479000.0,11541887000.0,2628895000.0,0.058869478220147174,0.03173599573349349,0.2620328807628875,0.7987017697265124,0.0,0.5502522371042515,0.5502522371042515,0.0898133163801863,0.16660145523471004,1.1344572073800692
2020-12-31,3628924000.0,748870000,2341087000.0,26269252000,14590509000.0,0.0,-8932399000.0,2557113000.0,-45702000.0,-266342000.0,207787902.0,712710085.0,6152129000.0,11678743000.0,11678743000.0,1999484000.0,0.051325831059080944,0.028507473299963015,0.20636144488008015,0.7046477137575766,0.0,0.5267800652861356,0.5267800652861356,0.0891189060122458,0.1604527299218965,3.6040115559759585
2021-03-31,5298872000.0,1747872000,4342377000.0,29709986000,16825188000.0,0.0,2296684000.0,4529882000.0,-44983000.0,447000.0,709912344.0,709033212.0,6962635000.0,12884798000.0,12884798000.0,2862422000.0,0.10388424783128723,0.058831128362026155,0.32985737341834265,0.8548766605420928,0.0,0.5403759531193272,0.5403759531193272,0.1461588369647835,0.25808787396610366,2.4620955175277244
2021-06-30,5291354000.0,1309152000,4213565000.0,33297192000,18547014000.0,0.0,899584000.0,4422396000.0,-44322000.0,-288250000.0,709912344.0,709033212.0,6319491000.0,14750178000.0,14750178000.0,2467444000.0,0.07058559399372859,0.03931718926929334,0.24741342197101157,0.8357777612308683,0.0,0.42843489753140607,0.42843489753140607,0.12654415423378645,0.227182930901977,1.844103727825868
2021-09-30,6224265000.0,1401895000,4816172000.0,39038092000,20877865000.0,0.0,-6603535000.0,5035427000.0,-52413000.0,-458904000.0,726445206.0,726445206.0,9339548000.0,18160227000.0,18160227000.0,5011433000.0,0.06714743102323921,0.035910950770852226,0.22523060955791568,0.8089994561606872,0.0,0.5142858621756214,0.5142858621756214,0.1233710909846721,0.23068316611875783,1.929801433640406
2021-12-31,5762657000.0,1398478000,3704733000.0,41196408000,21706046000.0,0.0,14833219000.0,4017365000.0,-56550000.0,-437694000.0,726445206.0,726445206.0,7493215000.0,19490362000.0,19490362000.0,2119738000.0,0.06442804000323228,0.03394660039292746,0.2426793751562864,0.6971376224543644,0.0,0.38445745645976204,0.38445745645976204,0.08992854425560598,0.17067746930970293,1.9250977065433343
2022-03-31,5126280000.0,1216874000,3468289000.0,43344078000,22241027000.0,0.0,-546593000.0,3711155000.0,-66747000.0,-483281000.0,734966915.0,734327015.0,38569513000.0,21103051000.0,21103051000.0,33937041000.0,0.05471303101246179,0.028074746450945386,0.23737954228017197,0.723946994701811,0.0,1.8276747281708223,1.8276747281708223,0.08001759779040633,0.15594104534831058,1.6556854127236462
2022-06-30,629220000.0,-29393000,-1431794000.0,41631308000,21334098000.0,0.0,-1600096000.0,-1138071000.0,-69642000.0,-36514000.0,707382293.0,707382293.0,36302509000.0,20297210000.0,20297210000.0,31507138000.0,-0.0013777474913633564,-0.0007060311436767733,-0.04671339118273418,-1.8087012491656336,0.0,1.7885467510066655,1.7885467510066655,-0.034392241531301396,-0.06711293817062244,-0.041551789309490106
2022-09-30,1058114000.0,2296000,-182330000.0,40259321000,19735385000.0,0.0,11551371000.0,93556000.0,-80507000.0,-94231000.0,707382293.0,707382293.0,34695528000.0,20523936000.0,20523936000.0,29736151000.0,0.00011633925560611055,5.7030271325241674e-05,0.002169898517551039,0.08841769412369556,0.0,1.6904909467657665,1.6904909467657665,-0.004528889098750572,-0.00923873539837201,0.0032457696817129685
2022-12-31,1704059000.0,557854000,537120000.0,42524227000,19681067000.0,0.0,-8207878000.0,847991000.0,-100329000.0,141146000.0,740942399.0,740664038.0,36656577000.0,21821706000.0,22843160000.0,31805254000.0,0.028344703059036382,0.013118498309210889,0.32736777306419557,0.4976300703203351,0.0,1.6798217792871006,1.6798217792871006,0.012630917429727764,0.027291203266570863,0.7528979320833818
2023-03-31,1381845000.0,85812000,-16308000.0,41086439000,18713825000.0,0.0,352728000.0,305485000.0,-104441000.0,-47675000.0,746643929.0,746064922.0,8045992000.0,21355806000.0,22372614000.0,2830971000.0,0.004585486932788994,0.0020885723389169842,0.062099584251489856,0.22107038054195657,0.0,0.376758994720218,0.376758994720218,-0.0003969192852171978,-0.0008714413007495796,0.11493028559802299
2023-06-30,2814691000.0,601274000,1501632000.0,41582784000,19090479000.0,0.0,3324022000.0,1808251000.0,-108096000.0,-223269000.0,758548248.0,758479943.0,8454113000.0,21478492000.0,22492305000.0,3280204000.0,0.03149601432211313,0.01445968600851737,0.21361989646465634,0.642433219134889,0.0,0.39360831291135334,0.39360831291135334,0.0361118678345346,0.07865868635354828,0.792664147053702
2023-09-30,2541285000.0,551994000,1288845000.0,41663823000,18810721000.0,0.0,-2539153000.0,1606965000.0,-110599000.0,-196560000.0,758046096.0,757958652.0,8201914000.0,22853102000.0,22853102000.0,2971614000.0,0.029344648724522575,0.013248760201386224,0.21721058440906865,0.6323434797749957,0.0,0.3588971860362764,0.3588971860362764,0.030934391210331324,0.06851651247179734,0.7281799918404962
2023-12-31,1285020000.0,151800000,45007000.0,40287530000,18075214000.0,0.0,740410000.0,334767000.0,-108732000.0,-45957000.0,758441471.0,758314707.0,34078571000.0,21222493000.0,22212316000.0,29102488000.0,0.00839824081750844,0.003767915282967211,0.11813045711350796,0.26051501143951067,0.0,1.6057760509097587,1.6057760509097587,0.001117144684720061,0.0024899843509459973,0.20014728334917223
2024-03-31,3687828000.0,847386000,2186524000.0,39706302000,18477434000.0,0.0,-553316000.0,2560424000.0,-108203000.0,-283671000.0,760257644.0,759798537.0,33488998000.0,20277220000.0,21228868000.0,28426761000.0,0.045860588650999914,0.021341347778999917,0.22977915455926903,0.6942905146335459,0.0,1.6515576592846555,1.6515576592846555,0.05506742985030437,0.1183348293924362,1.114603722419133
