report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,19490000000.0,6199000000.0,1254000000.0,262021000000.0,36859000000.0,84510000000.0,,-233000000.0,,5063000000.0,-561000000.0,-54000000.0,,1755369832.0,1753965376.0,132470000000.0,70086000000.0,225162000000.0,66388000000.0,18122000000.0,89585000000.0,,0.16818144822160125,0.023658409058815895,0.31806054386865057,0.2597742432016419,2.2927914484929053,1.8901064406586194,1.8901064406586194,0.004785875941241351,0.010332127643797016,3.5314495481200683,,,
2020-06-30,17750000000.0,-1988000000.0,-541000000.0,256486000000.0,35253000000.0,81482000000.0,,-1161000000.0,,2667000000.0,-997000000.0,199000000.0,,1755570469.0,1755570469.0,130513000000.0,59386000000.0,221234000000.0,72423000000.0,9059000000.0,88548000000.0,,-0.05639236377045925,-0.007750910381073431,-0.112,0.15025352112676058,2.3113493887045076,2.1977065301586234,2.1977065301586234,-0.002109276919597951,-0.004634428406219215,-1.132395443591846,,,
2020-09-30,19417000000.0,-1143000000.0,831000000.0,254316000000.0,34793000000.0,79011000000.0,,-1748000000.0,,4142000000.0,-745000000.0,501000000.0,,1756774289.0,1756774289.0,128680000000.0,56136000000.0,219521000000.0,73034000000.0,5977000000.0,86043000000.0,,-0.03285143563360446,-0.004494408531118765,-0.058865942215584284,0.21331822629654426,2.270887822263099,2.292290152486818,2.292290152486818,0.0032675883546454017,0.007302028048223261,-0.6506242760705613,,,
2020-12-31,23006000000.0,1186000000.0,683000000.0,256211000000.0,37074000000.0,74902000000.0,,6708000000.0,,7344000000.0,-1052000000.0,465000000.0,,1763395297.0,1758379382.0,84853000000.0,54613000000.0,219138000000.0,70189000000.0,4713000000.0,43849000000.0,,0.03199007390624157,0.00462899719371924,0.05155176910371208,0.3192210727636269,2.0203377029724336,1.5537143171039862,1.5537143171039862,0.002665771571087892,0.006099521325998428,0.6725661580348424,,,
2021-03-31,17071000000.0,-2802000000.0,1079000000.0,245164000000.0,35153000000.0,71358000000.0,,-1959000000.0,,4534000000.0,-500000000.0,-142000000.0,,1767006756.0,1759984475.0,113199000000.0,57681000000.0,210010000000.0,66890000000.0,4468000000.0,38524000000.0,,-0.07970870196000342,-0.011429084204858789,-0.16413801183293306,0.26559662585671606,2.0299263220777743,1.962500650127425,1.962500650127425,0.004401135566396371,0.0101304090657303,-1.585732476961735,,,
2021-06-30,18253000000.0,-1130000000.0,1166000000.0,237560000000.0,35048000000.0,63524000000.0,,517000000.0,,4634000000.0,-487000000.0,467000000.0,,1767006756.0,1759984475.0,102411000000.0,56638000000.0,202510000000.0,59231000000.0,4293000000.0,28594000000.0,,-0.03224149737502853,-0.004756693045967334,-0.06190763162219909,0.2538760751657262,1.812485733850719,1.8081676612874749,1.8081676612874749,0.004908233709378683,0.011828916933814876,-0.639499535676931,,,
2021-09-30,18569000000.0,1256000000.0,1795000000.0,150765000000.0,25983000000.0,33668000000.0,,2342000000.0,,5167000000.0,-462000000.0,-2000000.0,,1763997207.0,1763997207.0,62876000000.0,50064000000.0,124783000000.0,29854000000.0,3814000000.0,23295000000.0,,0.04833929877227418,0.008330846018638278,0.0676396144111153,0.2782594646992299,1.295770311357426,1.2559124320869288,1.2559124320869288,0.01190594634033098,0.030091700055321788,0.7120192679534101,,,
2021-12-31,4832000000.0,-7359000000.0,1169000000.0,198874000000.0,41613000000.0,35185000000.0,,2581000000.0,,1036000000.0,-1037000000.0,758000000.0,,1763997207.0,1763997207.0,66348000000.0,51953000000.0,157261000000.0,30824000000.0,4361000000.0,28067000000.0,,-0.17684377478191912,-0.03700332874081076,-1.5229718543046358,0.2144039735099338,0.84552904140533,1.2770773583816142,1.2770773583816142,0.0058780936673471645,0.015221750566421001,-4.171775312793905,,,
2022-03-31,12674000000.0,-1136000000.0,-510000000.0,191961000000.0,40285000000.0,33634000000.0,,-553000000.0,,,,-29000000.0,,1763997207.0,1763997207.0,63299000000.0,53345000000.0,151679000000.0,28649000000.0,4985000000.0,23621000000.0,,-0.028199081543999006,-0.005917868733753211,-0.08963231813160802,,0.8349013280377312,1.1865966819758178,1.1865966819758178,-0.002656789660399769,-0.006899443985984659,-0.6439919493591353,,,
2022-06-30,14128000000.0,-880000000.0,1347000000.0,185540000000.0,35942000000.0,32518000000.0,,550000000.0,,3603000000.0,-368000000.0,-161000000.0,,1766669652.0,1766669652.0,60658000000.0,53884000000.0,149597000000.0,27571000000.0,4947000000.0,19935000000.0,,-0.02448389071281509,-0.004742912579497683,-0.0622876557191393,0.2550254813137033,0.9047354070446831,1.1257144978101106,1.1257144978101106,0.00725989005066293,0.019675723049956177,-0.498112365831255,,,
2022-09-30,14471000000.0,162000000.0,545000000.0,180877000000.0,32754000000.0,30406000000.0,,1421000000.0,,2937000000.0,-374000000.0,-13000000.0,,1763997207.0,1763997207.0,60082000000.0,54658000000.0,148127000000.0,26121000000.0,4285000000.0,18893000000.0,,0.004945960798681077,0.0008956362611056133,0.011194803399903254,0.20295763941676456,0.9283140990413384,1.0992352446119507,1.0992352446119507,0.0030130972981639455,0.00862887903736542,0.09183688010227105,,,
2022-12-31,-12134000000.0,2195000000.0,4010000000.0,188849000000.0,34912000000.0,24059000000.0,,4497000000.0,,712000000.0,-209000000.0,34000000.0,,208511934.0,208511934.0,58382000000.0,50837000000.0,153939000000.0,20320000000.0,3739000000.0,23419000000.0,,0.0628723648029331,0.011623042748439229,-0.18089665402999835,-0.058678094610186256,0.6891326764436297,1.1484155241261287,1.1484155241261287,0.021233895863891256,0.0679995251903478,10.526975400842044,,,
2023-03-31,14485000000.0,7504000000.0,1183000000.0,164471000000.0,32822000000.0,22421000000.0,,-257000000.0,,3756000000.0,-269000000.0,-271000000.0,,1097000000.0,1089000000.0,60286000000.0,48177000000.0,131650000000.0,20159000000.0,2262000000.0,24815000000.0,,0.22862714033270368,0.04562506460105429,0.5180531584397653,0.25930272695892304,0.6831088903784047,1.2513440023247608,1.2513440023247608,0.007192757385800537,0.021414477852397588,6.840474020054694,,,
2023-06-30,8754000000.0,33000000.0,1910000000.0,163005000000.0,32369000000.0,21782000000.0,,482000000.0,,3062000000.0,-249000000.0,-253000000.0,,1375794000.0,1364517000.0,60213000000.0,49492000000.0,130638000000.0,19900000000.0,1882000000.0,23651000000.0,,0.0010194939602706293,0.00020244777767553142,0.0037697052775873888,0.3497829563628056,0.672927801291359,1.2166208680190738,1.2166208680190738,0.011717431980614092,0.03527174013406954,0.0239861490891805,,,
2023-09-30,9302000000.0,353000000.0,2062000000.0,156662000000.0,29833000000.0,20822000000.0,,1827000000.0,,3310000000.0,-270000000.0,-26000000.0,,1377047000.0,1363264000.0,56435000000.0,49502000000.0,126829000000.0,19488000000.0,1334000000.0,20181000000.0,,0.011832534441725606,0.0022532586077032082,0.03794882820898732,0.35583745431090086,0.6979519324238259,1.1400549472748576,1.1400549472748576,0.013162094190039704,0.04070674168394038,0.25634564397584103,,,
2023-12-31,9456000000.0,1589000000.0,1705000000.0,173302000000.0,28606000000.0,20525000000.0,,3138000000.0,,3200000000.0,-262000000.0,-501000000.0,,1658347000.0,1641287000.0,42557000000.0,32102000000.0,144695000000.0,19417000000.0,1108000000.0,20910000000.0,,0.055547787177515205,0.00916896515908645,0.1680414551607445,0.338409475465313,0.7175068167517304,1.325680642950595,1.325680642950595,0.009838316926521333,0.03470314058333842,0.9581830581898721,,,
2024-03-31,8955000000.0,1539000000.0,1913000000.0,163943000000.0,31104000000.0,20525000000.0,,994000000.0,,3209000000.0,-263000000.0,-244000000.0,,1103000000.0,1091000000.0,98296000000.0,52384000000.0,132837000000.0,19493000000.0,1032000000.0,60889000000.0,,0.049479166666666664,0.009387409038507285,0.17185929648241205,0.3583472920156337,0.6598829732510288,1.8764508246792915,1.8764508246792915,0.01166868972752725,0.03705281915202696,1.3952855847688124,,,
2024-06-30,9093000000.0,1264000000.0,2294000000.0,123188000000.0,18843000000.0,19673000000.0,,911000000.0,,3518000000.0,-248000000.0,-125000000.0,,1100000000.0,1089000000.0,37350000000.0,32749000000.0,104346000000.0,17973000000.0,1700000000.0,15445000000.0,,0.06708061349042084,0.010260739682436602,0.1390080281535247,0.38689101506653467,1.0440481876558934,1.1404928394760145,1.1404928394760145,0.018621943695814526,0.05955966351646069,1.1490909090909092,,,
2024-09-30,9842000000.0,1852000000.0,1955000000.0,126699000000.0,19103000000.0,19921000000.0,,1510000000.0,,3616000000.0,-251000000.0,-198000000.0,,1093000000.0,1083000000.0,38650000000.0,34093000000.0,107596000000.0,18240000000.0,1681000000.0,15956000000.0,,0.09694812333141391,0.014617321367966597,0.1881731355415566,0.36740499898394635,1.0428204993980004,1.1336638019534802,1.1336638019534802,0.015430271746422624,0.05009737597375974,1.6944190301921318,,,
