report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,3710000000.0,806000000.0,684000000.0,149020000000.0,34510000000.0,5933000000.0,,-938000000.0,,,-31000000.0,14000000.0,-25000000.0,156416726.0,155243279.0,105540000000.0,93800000000.0,114510000000.0,5933000000.0,,4406000000.0,,0.023355549116198204,0.005408669977184271,0.21725067385444743,,0.17192118226600986,1.1251599147121536,1.1251599147121536,0.004589987921084418,0.01691269193679994,5.1529016148822855,659000000.0,,9.003034901365705
2020-06-30,3648000000.0,1214000000.0,1406000000.0,157342000000.0,34034000000.0,7190000000.0,,1707000000.0,,,-41000000.0,-361000000.0,-27000000.0,154712032.0,153732878.0,114753000000.0,108941000000.0,123308000000.0,,7190000000.0,5466000000.0,,0.03567021214080038,0.007715676678827014,0.33278508771929827,,0.21125932890638774,1.0533499784286908,1.0533499784286908,0.008935948443517942,0.03410634581797011,7.846836372752185,1379000000.0,,5.213923132704859
2020-09-30,4369000000.0,1364000000.0,1757000000.0,165118000000.0,36016000000.0,7227000000.0,,995000000.0,,,-45000000.0,-464000000.0,-27000000.0,153742264.0,152488073.0,121344000000.0,113965000000.0,129102000000.0,,7227000000.0,6507000000.0,,0.03787205686361617,0.008260758972371274,0.3121995880064088,,0.20066081741448244,1.0647479489316896,1.0647479489316896,0.010640875010598481,0.04063085354855121,8.871991113647189,1730000000.0,,4.177456647398844
2020-12-31,4478000000.0,1548000000.0,1848000000.0,176982000000.0,37656000000.0,7264000000.0,,1979000000.0,,,-26000000.0,-427000000.0,-27000000.0,154491306.0,152493458.0,123781000000.0,115555000000.0,139326000000.0,7264000000.0,,15583000000.0,,0.04110898661567878,0.00874665220191884,0.3456900401965163,,0.1929041852560017,1.0711868807061573,1.0711868807061573,0.010441739837949621,0.04113980409617097,10.019981318560411,1821000000.0,,3.9890170236133993
2021-03-31,4398000000.0,1199000000.0,1545000000.0,173859000000.0,37840000000.0,7232000000.0,,-573000000.0,,,-36000000.0,-318000000.0,-34000000.0,154301812.0,152567453.0,119652000000.0,113076000000.0,136019000000.0,7232000000.0,,13412000000.0,,0.03168604651162791,0.006896393054141575,0.27262391996361984,,0.19112050739957717,1.0581555767802187,1.0581555767802187,0.00888651148344348,0.034278487752928646,7.770485546857998,1511000000.0,,4.7862342819324954
2021-06-30,4820000000.0,1378000000.0,1931000000.0,176962000000.0,38390000000.0,6491000000.0,,1826000000.0,,,-44000000.0,-654000000.0,-37000000.0,154412681.0,152438132.0,121673000000.0,115911000000.0,138572000000.0,6491000000.0,,14011000000.0,,0.03589476426152644,0.007786982516020388,0.2858921161825726,,0.1690804897108622,1.0497105537869573,1.0497105537869573,0.010911947197703461,0.04302488803725407,8.924137519508518,1894000000.0,,3.42713833157339
2021-09-30,5050000000.0,1681000000.0,1935000000.0,169636000000.0,38366000000.0,6474000000.0,,1774000000.0,,3169000000.0,-34000000.0,-518000000.0,-38000000.0,154343277.0,152120927.0,115232000000.0,110690000000.0,131270000000.0,6474000000.0,,14462000000.0,,0.043814836052755046,0.00990945318210757,0.3328712871287129,0.6275247524752475,0.16874315800448314,1.041033517029542,1.041033517029542,0.011406776863401637,0.04315343443354148,10.891306914521452,1897000000.0,,3.412756984712704
2021-12-31,5106000000.0,1643000000.0,2039000000.0,152648000000.0,38893000000.0,7446000000.0,,1917000000.0,,3228000000.0,-4000000.0,-478000000.0,-38000000.0,155199022.0,150162392.0,113681000000.0,97655000000.0,113755000000.0,7446000000.0,,16585000000.0,,0.042244105623119844,0.01076332477333473,0.32177830003916963,0.6321974148061105,0.19144833260483893,1.1641083405867596,1.1641083405867596,0.01335752843142393,0.04400181272793975,10.586406916919875,2001000000.0,,3.7211394302848575
2022-03-31,4699000000.0,1436000000.0,1764000000.0,143327000000.0,38859000000.0,7430000000.0,,-422000000.0,,2872000000.0,-36000000.0,-263000000.0,-38000000.0,153530395.0,151732845.0,94031000000.0,89955000000.0,104468000000.0,7430000000.0,,14877000000.0,,0.03695411616356571,0.010019047353255144,0.30559693551819533,0.6111938710363907,0.19120409686301756,1.0453115446612196,1.0453115446612196,0.012307520564862168,0.03810840588476744,9.353196805101687,1726000000.0,,4.304750869061413
2022-06-30,4526000000.0,1077000000.0,1668000000.0,125966000000.0,38305000000.0,6635000000.0,,1645000000.0,,2808000000.0,-33000000.0,-358000000.0,-38000000.0,152452320.0,151292580.0,78523000000.0,73747000000.0,87661000000.0,6635000000.0,,13783000000.0,,0.028116433885915677,0.00854992617055396,0.2379584622182943,0.620415377817057,0.17321498498890484,1.0647619564185662,1.0647619564185662,0.013241668386707523,0.03711615487316422,7.064503839626711,1630000000.0,,4.070552147239264
2022-09-30,4311000000.0,1406000000.0,1526000000.0,115430000000.0,38117000000.0,6591000000.0,,1760000000.0,,2654000000.0,-9000000.0,-330000000.0,-38000000.0,152452320.0,151292580.0,68137000000.0,60287000000.0,77313000000.0,6591000000.0,,13704000000.0,,0.036886428627646455,0.012180542320020792,0.3261424263511946,0.6156344235676178,0.17291497232206102,1.1302104931411416,1.1302104931411416,0.013220133414190418,0.034132593719244875,9.22255561607721,1488000000.0,,4.429435483870968
2022-12-31,4337000000.0,1259000000.0,1518000000.0,117628000000.0,38785000000.0,6654000000.0,,1973000000.0,,2632000000.0,18000000.0,-345000000.0,-37000000.0,152400000.0,150900000.0,70511000000.0,59467000000.0,78843000000.0,6654000000.0,,7416000000.0,,0.032461002965063816,0.010703233923895671,0.29029282914457,0.6068711090615633,0.17156117055562717,1.185716447777759,1.185716447777759,0.012905090624681198,0.0334074253394661,8.261154855643044,1481000000.0,,4.492910195813639
2023-03-31,4243000000.0,1157000000.0,1438000000.0,121398000000.0,39065000000.0,6669000000.0,,-394000000.0,,2475000000.0,27000000.0,-385000000.0,-37000000.0,151300000.0,149900000.0,81112000000.0,65913000000.0,82333000000.0,6669000000.0,,13816000000.0,,0.02961730449251248,0.009530634771577786,0.27268442139995286,0.583313693141645,0.17071547420965058,1.2305918407597893,1.2305918407597893,0.011845335178503764,0.03144269033979097,7.647058823529412,1401000000.0,,4.76017130620985
