report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,255001000.0,-24012000,242046000.0,14907213000,7724031000.0,6754485000.0,137446000.0,-70573000.0,-454000.0,-867000.0,474091537.0,465177425.0,11493835000.0,7019027000.0,7183182000.0,,6754485000.0,11493835000.0,-0.0031087394651833997,-0.0016107638631043912,-0.09416433661044467,0.8744766819294226,1.6375254006003965,1.6375254006003965,0.01623683783145783,0.016717597300717837,-0.05064844682093534,241179000.0,28.006107496921373
2020-06-30,257902000.0,229402000,244316000.0,16277634000,9074411000.0,6758132000.0,181051000.0,-76684000.0,-309000.0,-1213000.0,489213427.0,489012165.0,12865828000.0,7039577000.0,7203223000.0,,6758132000.0,12865828000.0,0.02528009806917496,0.0140930801122571,0.889492908158913,0.7447460777344116,1.8276422006606363,1.8276422006606363,0.01500930663510434,0.015431254473775944,0.46892008137789726,243103000.0,27.799459488365013
2020-09-30,339653000.0,398274000,318761000.0,16851830000,9369539000.0,6761832000.0,221024000.0,-77185000.0,368000.0,-910000.0,510908755.0,506140642.0,2744285000.0,7059829000.0,7482291000.0,,6761832000.0,2744285000.0,0.04250732079774683,0.02363387240436202,1.1725908500734574,0.7216824648469898,0.3887183386453128,0.3887183386453128,0.01891551243989525,0.019760316714555755,0.7795403701782327,317851000.0,21.27359045590544
2020-12-31,373018000.0,288010000,352634000.0,17063613000,9493745000.0,6765532000.0,344119000.0,-77368000.0,-436000.0,-741000.0,510908755.0,506140642.0,15962199000.0,7098331000.0,7569868000.0,,6765532000.0,15962199000.0,0.03033681650391916,0.016878605955256955,0.7721075122380153,0.7126304740647658,2.248725651142501,2.248725651142501,0.020665846090156873,0.02168817223545672,0.563721011200914,351893000.0,19.226105662800908
2021-03-31,374310000.0,269801000,353953000.0,17085001000,9599692000.0,6769211000.0,155726000.0,-77029000.0,-484000.0,-792000.0,544802971.0,536481675.0,16005087000.0,7067468000.0,7485309000.0,,6769211000.0,16005087000.0,0.028105172540952357,0.015791687691443505,0.7207955972322406,0.7051487693563502,2.2646140032045423,2.2646140032045423,0.020717177599228705,0.021623501587125296,0.4952267413387509,353161000.0,19.167493013101673
2021-06-30,368115000.0,298889000,353469000.0,17219548000,9735069000.0,6772903000.0,251473000.0,-79784000.0,-741000.0,-31000.0,554438981.0,536692167.0,16150023000.0,7069882000.0,7484479000.0,,6772903000.0,16150023000.0,0.030702299079749716,0.017357540395369263,0.8119446368661967,0.6957221361245616,2.2843412379442825,2.2843412379442825,0.020527193861302282,0.02141201838723739,0.5390836687942041,353438000.0,19.162916834069907
2021-09-30,375704000.0,161862000,354475000.0,17548804000,12128786000.0,4692032000.0,203725000.0,-165073000.0,-388000.0,-771000.0,577066292.0,564467362.0,16434122000.0,5037471000.0,5420018000.0,,4692032000.0,16434122000.0,0.013345276270848541,0.009223534549704926,0.43082320124353213,0.386850918138056,3.262375505486781,3.262375505486781,0.02019938224849967,0.02107358869229784,0.28049117102130094,353704000.0,13.265419672946871
2021-12-31,352608000.0,276162000,353747000.0,17597373000,12187174000.0,4694523000.0,285426000.0,-70409000.0,755000.0,2199000.0,577066292.0,564467362.0,17019104000.0,339839000.0,5410199000.0,4694523000.0,,1237616000.0,0.022660052281193326,0.01569336514035362,0.7831983392322353,0.3852019344271281,50.0799025420861,50.0799025420861,0.020102261854652963,0.020954469210056312,0.4785620020238507,355946000.0,13.188862917408821
2022-03-31,407999000.0,238347000,390117000.0,21741321000,15483786000.0,5297014000.0,293218000.0,-68052000.0,162000.0,-30000.0,637407750.0,628632771.0,3219335000.0,368338000.0,6257535000.0,5297014000.0,,3219335000.0,0.015393328220888612,0.010962857316719624,0.5841852553560181,0.3421006981109142,8.740165282973791,8.740165282973791,0.01794357389783261,0.01877295388050508,0.3739317571836866,390087000.0,13.57905800500914
2022-06-30,662623000.0,-57706000,628640000.0,37289217000,22114887000.0,13721500000.0,657916000.0,-132348000.0,-1027000.0,-779000.0,896545880.0,896545880.0,17100523000.0,520260000.0,15174330000.0,13721500000.0,,17100523000.0,-0.002609373495781371,-0.0015475251196612682,-0.0870872275788797,0.6204643957710478,32.86918656056587,32.86918656056587,0.016858492898898896,0.0175419469602223,-0.06436480417488506,627861000.0,21.854359484025924
2022-09-30,751543000.0,330905000,715616000.0,37307982000,22062297000.0,13730503000.0,504343000.0,-166330000.0,-417000.0,-816000.0,964134000.0,964134000.0,34551389000.0,583062000.0,15245685000.0,13730503000.0,,1098188000.0,0.014998664916894193,0.00886954968510492,0.44030082111070157,0.6223514713812438,59.25851624698574,59.25851624698574,0.019181310851924396,0.019993294740841733,0.343214739859812,714800000.0,19.208873810856183
2022-12-31,734312000.0,604889000,720053000.0,37575826000,22290113000.0,13739675000.0,487919000.0,-164745000.0,1271000.0,2250000.0,577066292.0,564467362.0,1112068000.0,593566000.0,15285713000.0,13739675000.0,,1112068000.0,0.027137098856340476,0.01609782310573825,0.8237493054723333,0.6164022138425229,1.873537230906083,1.873537230906083,0.01916266591185514,0.019984935798123486,1.0482140585678152,722303000.0,19.022037842844348
2023-03-31,867802000.0,522076000,834427000.0,41852813000,23674535000.0,16606240000.0,514273000.0,-201870000.0,-366000.0,-31000.0,1003831325.0,1001526645.0,40765204000.0,617495000.0,18178278000.0,16606240000.0,,1134197000.0,0.022052217709872653,0.012474095827202821,0.6016072790797901,0.7014389089373878,66.0170592474433,66.0170592474433,0.019937178416179577,0.020715266774286246,0.520083391500061,834396000.0,19.90210883081894
2023-06-30,898158000.0,690702000,857236000.0,42250610000,24084575000.0,16624197000.0,538138000.0,-197788000.0,-1899000.0,-887000.0,1007968422.0,1006893810.0,41165744000.0,608014000.0,18166035000.0,16624197000.0,,1366052000.0,0.028678189255986457,0.016347740304814534,0.7690205954854269,0.690242489228064,67.7052567868503,67.7052567868503,0.02028931653294473,0.021057771037652523,0.6852417049231727,856349000.0,19.41287605870971
2023-09-30,904318000.0,556329000,864374000.0,42832149000,24535682000.0,16692728000.0,552106000.0,,-644000.0,-1011000.0,1013589640.0,1012986784.0,41711750000.0,649291000.0,18296467000.0,16692728000.0,,1484101000.0,0.022674283111429307,0.012988584812776963,0.6151917798827403,0.6803449767567089,64.24199626977735,64.24199626977735,0.02018049572997143,0.02096549442483957,0.5488700535652673,863363000.0,19.334541786015848
