report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-12-31,859065000.0,-3888135000,-3086002000.0,10491499000,2901783000.0,1815562000.0,-249378000.0,649360000.0,-61282000.0,104429000.0,601021000.0,601021000.0,8916386000.0,5139779000.0,7589716000.0,1815562000.0,6391257000.0,-1.3399123917949758,-0.370598615126399,-4.526007927223202,0.7558915797989675,0.625671182166275,1.7347800362622596,1.7347800362622596,-0.2941430962343894,-0.6541819604035745,-6.469216549837693
2021-03-31,886936000.0,-1172211000,-334963000.0,12339077000,3159423000.0,1979398000.0,606376000.0,632421000.0,-418859000.0,-6309000.0,601021000.0,601021000.0,10926641000.0,6573192000.0,9179654000.0,1979398000.0,6569307000.0,-0.37102059458325143,-0.09499989342800924,-1.3216410203216467,0.7130401742628555,0.6265061690061762,1.6623036418227248,1.6623036418227248,-0.0271465199544504,-0.06518285030749271,-1.9503661269739327
2021-06-30,1335196000.0,-68217000,-50716000.0,15484810000,3393201000.0,1980455000.0,789654000.0,1040769000.0,-3578000.0,-11233000.0,611739000.0,611739000.0,14095982000.0,9496350000.0,12091609000.0,1980455000.0,7427939000.0,-0.020104025667798637,-0.004405414079991941,-0.05109137534863795,0.7794878055356667,0.5836539008446596,1.484357884871556,1.484357884871556,-0.0032752097055114013,-0.00943789479639188,-0.11151324339301565
2021-09-30,2237432000.0,833893000,851508000.0,13582003000,4448934000.0,1981496000.0,534734000.0,1925852000.0,-3687000.0,-16565000.0,681916000.0,621012000.0,12220917000.0,6559314000.0,9133069000.0,1981496000.0,7920703000.0,0.18743658593272006,0.061396908835905865,0.3727009357155882,0.860742136520797,0.44538669263243735,1.8631394990390764,1.8631394990390764,0.06269384567210005,0.13241851633561053,1.2228676259246007
2021-12-31,1532436000.0,54535000,76171000.0,13708000000,4775000000.0,1983000000.0,382236000.0,1236958000.0,1124000.0,-17893000.0,893731000.0,650115000.0,12386000000.0,6359000000.0,8933000000.0,1983000000.0,8322000000.0,0.011420942408376964,0.003978333819667348,0.0355871305555338,0.8071841173138715,0.41528795811518326,1.947790533102689,1.947790533102689,0.005556682229355121,0.011271234092926902,0.06101947901549795
2022-03-31,1509000000.0,-19000000,-5000000.0,17068442000,4737416000.0,1983578000.0,1202000000.0,1146000000.0,-1000000.0,-11000000.0,680896000.0,629482000.0,15761447000.0,9773782000.0,12331026000.0,1983578000.0,9322289000.0,-0.004010625201586688,-0.0011131654547028955,-0.012591119946984758,0.7594433399602386,0.41870462716383783,1.612625184396378,1.612625184396378,-0.0002929382775533936,-0.0007439375782808317,-0.027904408309051602
2022-06-30,2104000000.0,379000000,458000000.0,19059126000,5245025000.0,1984618000.0,801000000.0,1714000000.0,12000000.0,-4000000.0,680896000.0,629482000.0,17825649000.0,11287165000.0,13814101000.0,1984618000.0,9895479000.0,0.0722589501479974,0.019885486879094035,0.18013307984790874,0.814638783269962,0.3783810372686498,1.5792848780008089,1.5792848780008089,0.024030482824868256,0.06335029267696897,0.5566195131121346
2022-09-30,2884000000.0,1214000000,1203000000.0,16076590000,5540136000.0,1985659000.0,964000000.0,2483000000.0,54000000.0,-56000000.0,683536000.0,638407000.0,14866524000.0,8015327000.0,10536454000.0,1985659000.0,9627586000.0,0.21912819468691744,0.07551352618932249,0.4209431345353675,0.8609570041608876,0.3584134035698763,1.854762007838233,1.854762007838233,0.0748293014874423,0.15985022180380942,1.7760586128601858
2022-12-31,1902000000.0,319000000,235000000.0,16038000000,5560000000.0,1987000000.0,463000000.0,1557000000.0,121000000.0,-25000000.0,615891000.0,615891000.0,14861000000.0,7978000000.0,10478000000.0,1987000000.0,9622000000.0,0.05737410071942446,0.019890260631001373,0.16771819137749738,0.8186119873817035,0.35737410071942444,1.8627475557783906,1.8627475557783906,0.014652699837885023,0.031138200609513715,0.5179487928870531
2023-03-31,1818000000.0,117000000,-5000000.0,20018000000,5291000000.0,1988000000.0,1587000000.0,1390000000.0,146000000.0,-13000000.0,615891000.0,615891000.0,18869000000.0,12212000000.0,14727000000.0,1988000000.0,10594000000.0,0.022113022113022112,0.005844739734239185,0.06435643564356436,0.7645764576457645,0.3757323757323757,1.5451195545365215,1.5451195545365215,-0.0002497752023179139,-0.0006869075422448139,0.18996867952283764
