report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,1258602000.0,310284000,266539000.0,32923028000,17495696000.0,13965070000.0,411857000.0,,-142007000.0,-5442000.0,-274801000.0,412420000.0,410306000.0,4357542000.0,997603000.0,15427332000.0,13965070000.0,303423000.0,0.01773487605180154,0.009424528023364073,0.24653067451028998,,0.7982003116652233,4.368012125063778,4.368012125063778,0.008095822777904875,0.008472107767496824,0.7523495465787304,-8262000.0,-1690.277172597434
2020-06-30,1188475000.0,179246000,228278000.0,33162652000,17263672000.0,14435650000.0,399759000.0,,-126357000.0,-2233000.0,-265371000.0,419121000.0,417084000.0,5325645000.0,1015906000.0,15898980000.0,14435650000.0,1678770000.0,0.010382843232888113,0.005405056266308255,0.15082016870359075,,0.8361865308840437,5.242261587194091,5.242261587194091,0.006883586994188523,0.0072013527607940634,0.4276712452967043,-37093000.0,-389.17450731944035
2020-09-30,1036874000.0,325585000,115622000.0,32541597000,17291155000.0,13781232000.0,297968000.0,402157000.0,-124851000.0,-2003000.0,-255532000.0,418987000.0,417027000.0,5589228000.0,1041368000.0,15250442000.0,13781232000.0,1603740000.0,0.018829569221951916,0.010005194274884542,0.3140063305666841,0.38785522638237624,0.7970104946719869,5.367197762942591,5.367197762942591,0.003553052420875349,0.0037210530365755293,0.7770766157422545,-139910000.0,-98.50069330283753
2020-12-31,1122016000.0,163729000,230874000.0,32483642000,17225062000.0,13798720000.0,255172000.0,501455000.0,-121173000.0,-290000.0,-242733000.0,419020000.0,417387000.0,2703522000.0,1041594000.0,15258580000.0,13798720000.0,1545046000.0,0.009505277832962226,0.0050403523102489555,0.1459239440435787,0.4469232167812224,0.8010839090158283,2.5955621864181246,2.5955621864181246,0.007107392699377736,0.0074418392960600354,0.3907426853133502,-11859000.0,-1163.5652247238384
2021-03-31,1052062000.0,71546000,160384000.0,32992251000,17046932000.0,14513184000.0,303658000.0,434736000.0,-123142000.0,-3943000.0,-244426000.0,419079000.0,417241000.0,3610558000.0,1023219000.0,15945319000.0,14513184000.0,2131846000.0,0.00419700154843112,0.002168569825684219,0.06800549777484596,0.41322279485429564,0.8513663338364933,3.528626814005604,3.528626814005604,0.004861262724995636,0.005081857113579684,0.17072198797840024,-84042000.0,-172.68965517241378
2021-06-30,1140992000.0,26257000,226014000.0,32176116000,17243208000.0,13461910000.0,335255000.0,498335000.0,-122341000.0,2221000.0,-240885000.0,419443000.0,417593000.0,2498702000.0,1061370000.0,14932908000.0,13461910000.0,513602000.0,0.00152274449162824,0.0008160400714617015,0.02301243128786179,0.4367559106461746,0.7807079749893407,2.354223315149288,2.354223315149288,0.007024278505211754,0.007360792425549383,0.06259968577375233,-14871000.0,-905.2457803779167
2021-09-30,1239797000.0,179663000,210387000.0,33480025000,18172111000.0,13669408000.0,353082000.0,510397000.0,-122522000.0,-4940000.0,-267754000.0,429983000.0,428031000.0,362645000.0,1093959000.0,15307914000.0,13669408000.0,303982000.0,0.00988674348291181,0.005366274368074696,0.14491323982877843,0.4116778795238253,0.7522190459875575,0.3314977983635584,0.3314977983635584,0.006283955881156003,0.006607316692397746,0.4178374493875339,-57367000.0,-238.27998675196542
2021-12-31,1309264000.0,58672000,206475000.0,34910325000,18997873000.0,14130954000.0,266567000.0,524085000.0,-121848000.0,-2051000.0,-284501000.0,451427000.0,449259000.0,1994839000.0,1781498000.0,15912452000.0,14130954000.0,269265000.0,0.0030883457321774915,0.0016806489197680055,0.04481296361925479,0.4002897811289396,0.7438176894855545,1.1197537128865707,1.1197537128865707,0.005914439352827566,0.006232487494954168,0.12997007268063274,-78026000.0,-181.10570835362572
2022-03-31,1395704000.0,61925000,200241000.0,35472453000,19178026000.0,14541673000.0,324520000.0,542035000.0,-121696000.0,-5013000.0,-304088000.0,438719000.0,436909000.0,1974358000.0,1203755000.0,16294427000.0,14541673000.0,301089000.0,0.0032289558894121845,0.0017457208273699031,0.04436829012455363,0.3883595662117469,0.7582465995196794,1.6401659806189797,1.6401659806189797,0.005644971888467933,0.005938398204562858,0.14114957410096213,-103847000.0,-140.02978420175836
2022-06-30,1472536000.0,89784000,271604000.0,36573671000,19873913000.0,15034544000.0,394811000.0,618453000.0,-127750000.0,-3065000.0,-310295000.0,438719000.0,436909000.0,1900975000.0,1254497000.0,16699758000.0,15034544000.0,363339000.0,0.00451768104248016,0.0024548807255361377,0.06097236332422433,0.4199917693013957,0.7564964181940416,1.515328454352621,1.515328454352621,0.007426216526090585,0.0077804642009814415,0.20465035706226536,-38691000.0,-388.5798764570572
2022-09-30,1473844000.0,-6767000,17991000.0,37414488000,20457650000.0,15100944000.0,355991000.0,561664000.0,,-3257000.0,-353699000.0,457082000.0,454327000.0,1758972000.0,1855894000.0,16956838000.0,15100944000.0,343446000.0,-0.0003307809059202792,-0.00018086576515493144,-0.004591395018740111,0.38108782204900926,0.7381563376047591,0.9477761122133053,0.9477761122133053,0.0004808565067093795,0.0005059536380994142,-0.014804783386788365,-335708000.0,-44.98237754238803
2022-12-31,1518531000.0,-3728000,661932000.0,37893233000,21393996000.0,14548088000.0,240924000.0,579693000.0,-529519000.0,4088000.0,-342286000.0,426841000.0,424976000.0,1979525000.0,1951149000.0,16499237000.0,14548088000.0,631681000.0,-0.00017425449644844284,-9.838168202750079e-05,-0.0024550042113068485,0.3817459110153168,0.6800079798089146,1.0145432255558136,1.0145432255558136,0.01746834322634862,0.018416628262289965,-0.008733931370229195,319646000.0,45.51312389330697
2023-03-31,1560729000.0,25673000,219493000.0,38493889000,21596155000.0,14961066000.0,372640000.0,602976000.0,-144403000.0,-3045000.0,-339112000.0,494494000.0,492061000.0,2064537000.0,1936668000.0,16897734000.0,14961066000.0,571902000.0,0.0011887764280261927,0.00066693702992701,0.016449364367548753,0.3863425360840992,0.6927652630757651,1.066025255748533,1.066025255748533,0.00570202194950996,0.006004094239001372,0.05191771790962074,-119619000.0,-125.07265568178968
2023-06-30,1665478000.0,103040000,320574000.0,40064135000,22193114000.0,15991137000.0,478253000.0,706806000.0,-152337000.0,-3503000.0,-341945000.0,501970000.0,499023000.0,3895684000.0,1879884000.0,17871021000.0,15991137000.0,2203788000.0,0.004642881571283778,0.002571876317808933,0.06186812434628377,0.4243862722893968,0.7205449852598423,2.0723002057573767,2.0723002057573767,0.008001520561968954,0.008395450784146585,0.20527123134848696,-21371000.0,-748.2633943194048
2023-09-30,1662013000.0,127470000,281320000.0,41654702000,23818619000.0,15834238000.0,436896000.0,666740000.0,-156532000.0,-4584000.0,-339314000.0,525138000.0,521848000.0,4457375000.0,2001845000.0,17836083000.0,15834238000.0,2582037000.0,0.005351695662960141,0.0030601587306998378,0.0766961509928021,0.4011641304851406,0.6647840498225359,2.226633430660216,2.226633430660216,0.006753619315293625,0.00709457076447228,0.24273619505729924,-57994000.0,-273.032348173949
2023-12-31,1749775000.0,83911000,288640000.0,44012166000,26371727000.0,15735549000.0,302449000.0,713697000.0,-154574000.0,4768000.0,-380730000.0,553202000.0,549584000.0,4079085000.0,1904890000.0,17640439000.0,15735549000.0,1993646000.0,0.003181854567203733,0.0019065410232252601,0.04795530853966939,0.4078792987669843,0.5966825380833042,2.141375617489724,2.141375617489724,0.006558186661388126,0.006854872302829563,0.1516823872654112,-92090000.0,-170.8714192637637
2024-03-31,1859741000.0,127146000,343647000.0,44553585000,28547908000.0,14205145000.0,464752000.0,762828000.0,-147318000.0,-6191000.0,-365863000.0,577530000.0,574049000.0,4585699000.0,1800532000.0,16005677000.0,14205145000.0,2388488000.0,0.004453776437839158,0.002853777086625016,0.0683675845184894,0.410179697065344,0.4975897007934872,2.5468578175783603,2.5468578175783603,0.007713116688589706,0.008037952283781933,0.22015479715339462,-22216000.0,-639.4105599567879
2024-06-30,1824884000.0,254714000,275977000.0,45533937000,29688579000.0,13935767000.0,597010000.0,713587000.0,-133424000.0,-1101000.0,-382045000.0,604563000.0,600545000.0,5009145000.0,1909591000.0,15845358000.0,13935767000.0,2776628000.0,0.008579528174790716,0.005593937550359416,0.13957818688749532,0.3910314299429443,0.46939824907079586,2.6231507165670553,2.6231507165670553,0.006060907933350898,0.006326215182687209,0.4213192008111644,-106068000.0,-131.38521514500133
2024-09-30,2055663000.0,449849000,361282000.0,48953698000,31064003000.0,15763623000.0,682157000.0,842962000.0,-139050000.0,4706000.0,-403779000.0,618306000.0,611290000.0,5874244000.0,2126072000.0,17889695000.0,15763623000.0,3564942000.0,0.014481359662500677,0.009189275139132492,0.2188340209460403,0.410068187246645,0.5074562669852949,2.762956287463454,2.762956287463454,0.007380075760568691,0.007715146610250966,0.727550759656222,-42497000.0,-370.93496011483165
2024-12-31,2250830000.0,119971000,312417000.0,51044308000,32572586000.0,15500257000.0,552541000.0,841530000.0,-154469000.0,-114000.0,-480406000.0,634601000.0,626016000.0,6564627000.0,2971465000.0,18471722000.0,15500257000.0,3506586000.0,0.0036831892929839833,0.0023503306186460596,0.0533007823780561,0.37387541484696757,0.47586817331605175,2.2092223869370833,2.2092223869370833,0.006120506129694225,0.006498825126693672,0.18904949724314962,-167989000.0,-92.26947597759377
