report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,2129000000.0,3412000000,661000000.0,18929000000,2115000000.0,8739000000.0,592000000.0,1627000000.0,1000000.0,-135000000.0,-7000000.0,757000000.0,753000000.0,6248000000.0,4673000000.0,16814000000.0,7724000000.0,1015000000.0,4430000000.0,1.6132387706855793,0.1802525225843943,1.602630342883983,0.7642085486143729,4.131914893617021,1.3370425850631287,1.3370425850631287,0.034919964076285066,0.06089920766537682,4.507265521796565,654000000.0,13.362385321100918
2020-06-30,2337000000.0,746000000,853000000.0,20014000000,2902000000.0,8677000000.0,964000000.0,1920000000.0,,-256000000.0,-7000000.0,711000000.0,703000000.0,7394000000.0,4692000000.0,17112000000.0,8161000000.0,516000000.0,5303000000.0,0.2570640937284631,0.03727390826421505,0.31921266581086866,0.8215661103979461,2.9900068917987594,1.5758738277919864,1.5758738277919864,0.04262016588388128,0.07366784696433198,1.049226441631505,846000000.0,10.256501182033096
2020-09-30,2258000000.0,664000000,722000000.0,18421000000,2920000000.0,7755000000.0,105000000.0,1780000000.0,,-151000000.0,-6000000.0,708000000.0,696000000.0,6739000000.0,3840000000.0,15501000000.0,7738000000.0,17000000.0,3660000000.0,0.2273972602739726,0.03604581727376364,0.2940655447298494,0.7883082373782108,2.655821917808219,1.7549479166666666,1.7549479166666666,0.039194397698279135,0.06763466042154567,0.9378531073446328,716000000.0,10.831005586592179
2020-12-31,2478000000.0,845000000,746000000.0,3963968524,1456078690.0,1861538767.0,758000000.0,1930000000.0,,-322000000.0,-7000000.0,696000000.0,688000000.0,1596797188.0,812112685.0,2504312244.0,1509742524.0,351796243.0,156221382.0,0.5803257789591029,0.21317020932025948,0.341000807102502,0.7788539144471348,1.2784602781323584,1.9662261376941796,1.9662261376941796,0.18819523805078528,0.22486016235114115,1.214080459770115,739000000.0,2.5189969783491204
2021-03-31,2638000000.0,641000000,929000000.0,18731000000,3770000000.0,7027000000.0,1042000000.0,2032000000.0,,-156000000.0,-7000000.0,693000000.0,681000000.0,6691000000.0,5130000000.0,14961000000.0,5855000000.0,1172000000.0,3367000000.0,0.170026525198939,0.034221344295552826,0.24298711144806673,0.7702805155420773,1.8639257294429707,1.3042884990253412,1.3042884990253412,0.049596924883882336,0.08604241919051589,0.924963924963925,922000000.0,7.6214750542299345
2021-06-30,2668000000.0,10734000000,835000000.0,31823000000,13016000000.0,9092000000.0,1067000000.0,1996000000.0,,-107000000.0,-2000000.0,685000000.0,674000000.0,20061000000.0,5063000000.0,18807000000.0,8331000000.0,761000000.0,17220000000.0,0.8246773202212662,0.3373032083713038,4.0232383808095955,0.7481259370314842,0.6985248924400738,3.9622753308315226,3.9622753308315226,0.026238883826163465,0.037769133345395334,15.67007299270073,833000000.0,10.914765906362545
2021-09-30,2501000000.0,264000000,774000000.0,29257000000,10945000000.0,9082000000.0,255000000.0,1823000000.0,,-151000000.0,,689000000.0,678000000.0,17756000000.0,5296000000.0,18312000000.0,7727000000.0,1355000000.0,14561000000.0,0.024120603015075376,0.009023481559968554,0.10555777688924431,0.7289084366253499,0.8297852900867976,3.352719033232628,3.352719033232628,0.026455207300816897,0.03864782543566186,0.38316400580551524,,
2021-12-31,2613000000.0,1969000000,807000000.0,26626000000,9778000000.0,9082000000.0,293000000.0,1919000000.0,-269000000.0,268000000.0,0.0,658000000.0,647000000.0,9111000000.0,4622000000.0,16848000000.0,7727000000.0,1355000000.0,7323000000.0,0.2013704233994682,0.07395027416810636,0.7535399923459625,0.734404898584003,0.9288197995500103,1.9712245781047166,1.9712245781047166,0.03030872079921881,0.04278897136797455,2.992401215805471,807000000.0,11.254027261462205
2022-03-31,2483000000.0,-1341000000,788000000.0,22980000000,7054000000.0,8333000000.0,613000000.0,1794000000.0,,310000000.0,-1000000.0,606000000.0,606000000.0,7349000000.0,4982000000.0,15926000000.0,6578000000.0,1755000000.0,5569000000.0,-0.19010490501842925,-0.05835509138381201,-0.5400724929520742,0.7225130890052356,1.1813155656365182,1.4751103974307507,1.4751103974307507,0.03429068755439513,0.051212062130369794,-2.212871287128713,787000000.0,10.588310038119442
2022-06-30,2422000000.0,-531000000,611000000.0,19653000000,5243000000.0,7728000000.0,228000000.0,1759000000.0,,191000000.0,-1000000.0,556000000.0,556000000.0,5067000000.0,3972000000.0,14410000000.0,6579000000.0,1149000000.0,3225000000.0,-0.10127789433530421,-0.02701877575942604,-0.21924029727497935,0.7262592898431048,1.473965287049399,1.2756797583081572,1.2756797583081572,0.031089401109245407,0.04710508056433583,-0.9550359712230215,610000000.0,12.668852459016394
2022-09-30,2380000000.0,-69000000,637000000.0,19097000000,4853000000.0,7729000000.0,729000000.0,1733000000.0,,-16000000.0,-1000000.0,548000000.0,548000000.0,5289000000.0,3974000000.0,14244000000.0,6579000000.0,1150000000.0,3494000000.0,-0.014218009478672985,-0.0036131329528198146,-0.028991596638655463,0.7281512605042016,1.592623119719761,1.3309008555611475,1.3309008555611475,0.033356024506466984,0.050627881099984104,-0.1259124087591241,636000000.0,12.15251572327044
2022-12-31,2510000000.0,672000000,646000000.0,20850000000,5153000000.0,8871000000.0,684000000.0,1829000000.0,-235000000.0,-158000000.0,-1000000.0,522000000.0,522000000.0,6598000000.0,4271000000.0,15697000000.0,7721000000.0,1150000000.0,4779000000.0,0.13040947021152727,0.03223021582733813,0.26772908366533865,0.7286852589641434,1.7215214438191344,1.5448372746429408,1.5448372746429408,0.030983213429256595,0.04606389047347405,1.2873563218390804,645000000.0,13.753488372093024
2023-03-31,2510000000.0,571000000,642000000.0,20004000000,5387000000.0,7721000000.0,841000000.0,1810000000.0,-68000000.0,-161000000.0,-8000000.0,541000000.0,537000000.0,8598000000.0,3206000000.0,14617000000.0,7721000000.0,,6870000000.0,0.10599591609430109,0.028544291141771646,0.22749003984063745,0.7211155378486056,1.4332652682383515,2.6818465377417344,2.6818465377417344,0.032093581283743254,0.04897772352761672,1.055452865064695,634000000.0,12.178233438485805
