report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,8075000000.0,1308000000,1661000000.0,46212000000,10209000000.0,22495000000.0,1213000000.0,3966000000.0,-278000000.0,581500000.0,576800000.0,15090000000.0,9134000000.0,36003000000.0,19247000000.0,3248000000.0,4477000000.0,0.12812224507787245,0.028304336535964685,0.1619814241486068,0.4911455108359133,2.2034479380938388,1.6520691920297788,1.6520691920297788,0.03594304509651173,0.05078889432485323,2.249355116079106
2020-06-30,7176000000.0,1306000000,1353000000.0,45079000000,10915000000.0,20762000000.0,1905000000.0,3371000000.0,-347000000.0,580800000.0,577000000.0,14106000000.0,7282000000.0,34164000000.0,19276000000.0,1486000000.0,4466000000.0,0.11965185524507559,0.028971361387785888,0.18199554069119286,0.4697603121516165,1.902153000458085,1.937105190881626,1.937105190881626,0.03001397546529426,0.04271237806610474,2.2486225895316805
2020-09-30,8350000000.0,1430000000,1909000000.0,45390000000,11943000000.0,19598000000.0,2480000000.0,4047000000.0,-391000000.0,582400000.0,577800000.0,14110000000.0,7410000000.0,33447000000.0,18429000000.0,1169000000.0,4561000000.0,0.11973540986351838,0.03150473672615114,0.17125748502994012,0.4846706586826347,1.640961232521142,1.9041835357624832,1.9041835357624832,0.04205772196519057,0.060524396816841575,2.455357142857143
2020-12-31,8583000000.0,1405000000,1849000000.0,47344000000,12931000000.0,18795000000.0,2515000000.0,4195000000.0,-321000000.0,584100000.0,578800000.0,14982000000.0,7948000000.0,34413000000.0,17989000000.0,806000000.0,5038000000.0,0.1086536230763282,0.02967641094964515,0.16369567750203892,0.48875684492601656,1.4534838759570026,1.885002516356316,1.885002516356316,0.039054579249746535,0.05828027485343252,2.4054100325286765
2021-03-31,8851000000.0,1624000000,1994000000.0,47180000000,13828000000.0,18187000000.0,1688000000.0,4326000000.0,-319000000.0,586300000.0,580500000.0,15345000000.0,8363000000.0,33352000000.0,16819000000.0,1368000000.0,5137000000.0,0.11744286954006364,0.034421364985163204,0.1834820924189357,0.48875833239182015,1.3152299681805033,1.834867870381442,1.834867870381442,0.042263671047053836,0.062283304700921444,2.7699130138154526
2021-06-30,8950000000.0,1524000000,1971000000.0,48307000000,14516000000.0,18248000000.0,1887000000.0,4231000000.0,-415000000.0,586300000.0,580500000.0,16343000000.0,9440000000.0,33791000000.0,16267000000.0,1981000000.0,5500000000.0,0.1049875998897768,0.0315482228248494,0.17027932960893855,0.4727374301675978,1.2570956186277211,1.73125,1.73125,0.04080154014946074,0.06015748992796972,2.5993518676445504
2021-09-30,8942000000.0,1434000000,1788000000.0,48278000000,14530000000.0,18165000000.0,1874000000.0,4089000000.0,-324000000.0,586300000.0,579600000.0,16426000000.0,9635000000.0,33748000000.0,16193000000.0,1972000000.0,5733000000.0,0.09869236063317274,0.0297029702970297,0.1603668083202863,0.4572802505032431,1.2501720578114246,1.7048261546445251,1.7048261546445251,0.03703550271345126,0.05468726104909007,2.4458468360907384
2021-12-31,8612000000.0,1339000000,1616000000.0,47072000000,15117000000.0,17363000000.0,2005000000.0,3914000000.0,-227000000.0,586300000.0,579600000.0,15403000000.0,9035000000.0,31955000000.0,16056000000.0,1307000000.0,4765000000.0,0.0885757756168552,0.02844578518014956,0.15548072457036693,0.4544821179749187,1.1485744526030297,1.704814609850581,1.704814609850581,0.03433038749150238,0.04975369458128079,2.2838137472283813
2022-03-31,8829000000.0,1299000000,1641000000.0,45855000000,15004000000.0,16678000000.0,1011000000.0,4003000000.0,-302000000.0,579900000.0,574900000.0,14452000000.0,9152000000.0,30851000000.0,14801000000.0,1877000000.0,3359000000.0,0.08657691282324713,0.02832842656198888,0.1471287801563031,0.45339223015063995,1.1115702479338843,1.5791083916083917,1.5791083916083917,0.035786719005561005,0.05179597247648507,2.240041386445939
2022-06-30,8702000000.0,78000000,110000000.0,45634000000,13816000000.0,16276000000.0,1127000000.0,,23000000.0,572700000.0,571000000.0,14514000000.0,9896000000.0,31818000000.0,14019000000.0,2257000000.0,2984000000.0,0.005645628257093225,0.0017092518736030152,0.008963456676626062,,1.1780544296467863,1.4666531932093776,1.4666531932093776,0.002410483411491432,0.0036554565997607338,0.1361969617600838
2022-09-30,8619000000.0,3859000000,1432000000.0,46176000000,14156000000.0,15705000000.0,1531000000.0,,-271000000.0,570000000.0,568800000.0,14895000000.0,9543000000.0,32020000000.0,13849000000.0,1856000000.0,3589000000.0,0.2726052557219554,0.08357155232155232,0.4477317554240631,,1.10942356597909,1.5608299276956932,1.5608299276956932,0.031011781011781012,0.04795552727638056,6.770175438596492
2022-12-31,11000000.0,541000000,-1267000000.0,46455000000,14770000000.0,15939000000.0,1922000000.0,,362000000.0,547800000.0,549300000.0,14688000000.0,9523000000.0,31685000000.0,14001000000.0,1938000000.0,3893000000.0,0.036628300609343266,0.011645678613712195,49.18181818181818,,1.0791469194312797,1.5423711015436312,1.5423711015436312,-0.027273705736734474,-0.04125826304992022,0.9875867104782767
2023-03-31,8031000000.0,976000000,1241000000.0,46886000000,15351000000.0,15960000000.0,1275000000.0,3418000000.0,-210000000.0,553200000.0,552700000.0,14963000000.0,10556000000.0,31535000000.0,12948000000.0,3012000000.0,3969000000.0,0.06357891994006905,0.020816448406773876,0.12152907483501432,0.4256007969119661,1.039671682626539,1.417487684729064,1.417487684729064,0.026468455402465556,0.039634633196001405,1.7642805495300071
2023-06-30,6283000000.0,-6841000000,-9358000000.0,48880000000,7857000000.0,15987000000.0,1509000000.0,2555000000.0,2261000000.0,553900000.0,553900000.0,15754000000.0,10936000000.0,41023000000.0,12954000000.0,3033000000.0,4314000000.0,-0.8706885579737813,-0.13995499181669394,-1.0888110775107434,0.40665287283144996,2.034746086292478,1.4405632772494514,1.4405632772494514,-0.19144844517184942,-0.39246770676061066,-12.350604802310887
2023-09-30,6270000000.0,-2075000000,-3132000000.0,49621000000,4731000000.0,16013000000.0,1910000000.0,2554000000.0,777000000.0,554300000.0,554300000.0,16198000000.0,15466000000.0,44890000000.0,12876000000.0,3137000000.0,5213000000.0,-0.43859649122807015,-0.04181697265270752,-0.3309409888357257,0.40733652312599683,3.384696681462693,1.0473296262769947,1.0473296262769947,-0.0631184377582072,-0.1509834168916313,-3.74346022009742
2023-12-31,6002000000.0,945000000,899000000.0,50580000000,4868000000.0,16035000000.0,1986000000.0,2207000000.0,-26000000.0,554700000.0,554700000.0,16379000000.0,15297000000.0,45712000000.0,13088000000.0,2947000000.0,5785000000.0,0.19412489728841414,0.018683274021352312,0.1574475174941686,0.36771076307897366,3.293960558751027,1.0707328234294307,1.0707328234294307,0.017773823645709768,0.04300818064392671,1.703623580313683
2024-03-31,6016000000.0,928000000,1149000000.0,55243000000,4933000000.0,21413000000.0,767000000.0,2531000000.0,-220000000.0,555900000.0,555000000.0,21613000000.0,13156000000.0,50310000000.0,20593000000.0,820000000.0,10971000000.0,0.188120818974255,0.016798508408305126,0.15425531914893617,0.4207114361702128,4.34076626799108,1.6428245667376102,1.6428245667376102,0.020799015259851925,0.04361193350034161,1.6693649937039037
2024-06-30,6255000000.0,1145000000,1272000000.0,43377000000,3988000000.0,13083000000.0,1021000000.0,2684000000.0,-203000000.0,554800000.0,553800000.0,19515000000.0,14345000000.0,39389000000.0,11781000000.0,1302000000.0,10338000000.0,0.287111334002006,0.026396477395854948,0.18305355715427657,0.42909672262190246,3.280591775325978,1.3604043220634368,1.3604043220634368,0.02932429628605021,0.07451233085349424,2.063806777217015
2024-09-30,6294000000.0,1372000000,1316000000.0,40875000000,4694000000.0,13189000000.0,-1787000000.0,2647000000.0,-348000000.0,552700000.0,550600000.0,16299000000.0,11391000000.0,36181000000.0,11319000000.0,1870000000.0,7295000000.0,0.29228802726885383,0.03356574923547401,0.21798538290435335,0.4205592627899587,2.809757136770345,1.4308664735317356,1.4308664735317356,0.03219571865443425,0.07358944248727842,2.482359326940474
2024-12-31,6010000000.0,728000000,1085000000.0,39868000000,3894000000.0,13044000000.0,1818000000.0,2266000000.0,-33000000.0,546200000.0,543800000.0,15884000000.0,11256000000.0,35974000000.0,11125000000.0,1919000000.0,7728000000.0,0.1869542886492039,0.018260258854218923,0.1211314475873544,0.37703826955074876,3.349768875192604,1.4111584932480454,1.4111584932480454,0.027214808869268588,0.06405714960443973,1.332845111680703
