report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,tax_expense,depreciation,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,10310000000.0,367000000.0,452000000.0,186060000000.0,21006000000.0,56085000000.0,,-2219000000.0,-85000000.0,,808000000.0,807000000.0,165054000000.0,52588000000.0,3497000000.0,2286000000.0,,0.017471198705131866,0.0019724819950553583,0.03559650824442289,2.669951442445016,0.0024293238740191337,0.005863200633018121,0.4542079207920792,,,
2020-06-30,7675000000.0,257000000.0,622000000.0,188608000000.0,21062000000.0,50364000000.0,,2130000000.0,-365000000.0,,805000000.0,804000000.0,167546000000.0,48797000000.0,1567000000.0,2043000000.0,,0.012202070078814927,0.0013626145232439768,0.03348534201954397,2.3912259044725097,0.003297845266372582,0.008708313499285974,0.31925465838509315,,,
2020-09-30,8751000000.0,1073000000.0,1364000000.0,187259000000.0,21869000000.0,46493000000.0,,2180000000.0,-291000000.0,,805000000.0,804000000.0,165390000000.0,44777000000.0,1716000000.0,2105000000.0,,0.04906488636883259,0.005730031667369792,0.12261455833619014,2.1259774109470024,0.0072840290720339205,0.019952605248529886,1.332919254658385,,,
2020-12-31,9351000000.0,1438000000.0,1858000000.0,191367000000.0,22984000000.0,44830000000.0,,3500000000.0,-420000000.0,,806000000.0,805000000.0,168383000000.0,42952000000.0,1878000000.0,2984000000.0,,0.06256526279150713,0.007514357229825414,0.15378034434819807,1.95048729550992,0.00970909299931545,0.02739847229185714,1.784119106699752,,,
2021-03-31,9064000000.0,2235000000.0,2993000000.0,193067000000.0,24449000000.0,43597000000.0,,2280000000.0,-758000000.0,,805000000.0,804000000.0,168618000000.0,42019000000.0,1578000000.0,2662000000.0,,0.09141478179066628,0.011576292168003854,0.24657987643424537,1.783181316209252,0.015502390361895093,0.043984951356435355,2.7763975155279503,,,
2021-06-30,10243000000.0,2280000000.0,2940000000.0,186973000000.0,25539000000.0,39227000000.0,,3185000000.0,-660000000.0,,799000000.0,798000000.0,161434000000.0,37363000000.0,1864000000.0,2671000000.0,,0.08927522612475038,0.01219427403956721,0.22259103778189984,1.5359646031559575,0.01572419547207351,0.04539418830868048,2.853566958698373,,,
2021-09-30,10928000000.0,1826000000.0,2450000000.0,184261000000.0,24426000000.0,36736000000.0,,4172000000.0,-624000000.0,,787000000.0,786000000.0,159835000000.0,34483000000.0,2253000000.0,2944000000.0,,0.07475640710718087,0.009909856127992358,0.16709370424597364,1.5039711782526817,0.013296356798237282,0.0400575520748177,2.3202033036848793,,,
2021-12-31,12145000000.0,1719000000.0,2306000000.0,188548000000.0,22177000000.0,40918000000.0,,5008000000.0,-587000000.0,,685000000.0,684000000.0,166371000000.0,38675000000.0,2243000000.0,1292000000.0,,0.07751273842269017,0.009117041814286018,0.14153972828324413,1.8450647066780899,0.012230307401828712,0.03654806244551866,2.5094890510948904,,,
2022-03-31,11735000000.0,2099000000.0,2712000000.0,195862000000.0,22383000000.0,40459000000.0,,3880000000.0,-613000000.0,,769000000.0,768000000.0,173479000000.0,38337000000.0,2122000000.0,3011000000.0,,0.09377652682839654,0.010716729125608847,0.17886663826161056,1.8075771791091453,0.013846483748761884,0.04315585118233029,2.729518855656697,,,
2022-06-30,13395000000.0,1964000000.0,3947000000.0,205298000000.0,23235000000.0,42479000000.0,,4259000000.0,-579000000.0,,758000000.0,757000000.0,182063000000.0,40495000000.0,1984000000.0,3304000000.0,,0.08452765224876264,0.009566581262360081,0.14662187383351996,1.828233268775554,0.0192257109177878,0.06006330462306358,2.5910290237467017,,,
2022-09-30,13556000000.0,1879000000.0,3653000000.0,214915000000.0,23940000000.0,43908000000.0,,4508000000.0,-580000000.0,,753000000.0,752000000.0,190975000000.0,42393000000.0,1515000000.0,3012000000.0,,0.07848788638262323,0.008742991415210665,0.13861020950132782,1.8340852130325815,0.01699741758369588,0.053840938568565026,2.49535192563081,,,
2022-12-31,14176000000.0,1572000000.0,-727000000.0,228354000000.0,24711000000.0,43921000000.0,,8432000000.0,-299000000.0,,880000000.0,879000000.0,203643000000.0,42573000000.0,1348000000.0,5510000000.0,,0.0636153939541095,0.006884048451089099,0.11089164785553048,1.7773865889684757,-0.0031836534503446403,-0.010592726424991258,1.7863636363636364,,,
2023-03-31,14281000000.0,1816000000.0,2167000000.0,235842000000.0,25992000000.0,42862000000.0,,-377000000.0,-351000000.0,,744000000.0,743000000.0,209850000000.0,41138000000.0,1724000000.0,108102000000.0,,0.06986765158510311,0.007700070386105953,0.12716196344793781,1.649045860264697,0.009188354915579074,0.03147239085601417,2.4408602150537635,,,
2023-06-30,15054000000.0,2174000000.0,2734000000.0,244904000000.0,26703000000.0,48308000000.0,,3923000000.0,-560000000.0,,741000000.0,740000000.0,218201000000.0,46725000000.0,1583000000.0,42958000000.0,,0.08141407332509455,0.008876947701956685,0.14441344493157965,1.8090851215219264,0.011163557965570182,0.03644798762848116,2.93387314439946,,,
2023-09-30,15381000000.0,2451000000.0,3100000000.0,250587000000.0,27324000000.0,48060000000.0,,8244000000.0,-649000000.0,,733000000.0,732000000.0,223263000000.0,46447000000.0,1613000000.0,5082000000.0,,0.08970136144049187,0.009781034131858397,0.15935244782523894,1.7588932806324111,0.012370953002350481,0.04112278467579327,3.3437926330150067,,,
2023-12-31,15595000000.0,1933000000.0,2512000000.0,261108000000.0,28057000000.0,49159000000.0,,6769000000.0,-579000000.0,,726000000.0,725000000.0,233051000000.0,47866000000.0,1293000000.0,7118000000.0,,0.06889546280785544,0.007403066930159168,0.1239499839692209,1.7521117724631998,0.009620540159627433,0.032532117695814336,2.662534435261708,,,
2024-03-31,15801000000.0,2437000000.0,3145000000.0,269261000000.0,28764000000.0,50568000000.0,,5552000000.0,-708000000.0,,722000000.0,721000000.0,240497000000.0,48826000000.0,1742000000.0,6264000000.0,,0.08472396050618829,0.009050698021622144,0.15423074488956395,1.7580308719232374,0.01168011706114142,0.03964352342056169,3.3753462603878117,,,
2024-06-30,16333000000.0,3015000000.0,3790000000.0,272219000000.0,29540000000.0,53160000000.0,,4532000000.0,-775000000.0,,717000000.0,716000000.0,242679000000.0,51521000000.0,1639000000.0,6674000000.0,,0.10206499661475965,0.011075641303509307,0.1845956039919182,1.799593771157752,0.01392261377787737,0.045828295042321644,4.205020920502092,,,
