report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,583449000.0,61379000,83698000.0,4440977000,1998194000.0,397960000.0,181808000.0,482211000.0,-22178000.0,61084000.0,60869000.0,1408731000.0,1252006000.0,2442783000.0,378685000.0,19275000.0,821145000.0,0.030717237665612046,0.013821057843803289,0.10520028314385661,0.826483548690631,0.19915984133672707,1.1251791125601633,1.1251791125601633,0.01884675376611948,0.03493014221957353,1.0048294152314845
2020-06-30,583252000.0,69872000,87621000.0,4573357000,2153899000.0,393141000.0,159174000.0,477212000.0,-17890000.0,61415000.0,60978000.0,1665434000.0,1263316000.0,2419458000.0,373866000.0,19275000.0,1093571000.0,0.03243977549550838,0.01527805504796586,0.11979727459142875,0.8181917935986504,0.18252527161208582,1.3183035756691122,1.3183035756691122,0.0191590116406832,0.034401108737986054,1.137702515672067
2020-09-30,614816000.0,77663000,98613000.0,4677920000,2232268000.0,388322000.0,175904000.0,502849000.0,-19860000.0,62198000.0,61148000.0,1793476000.0,1288279000.0,2445652000.0,369047000.0,19275000.0,1209889000.0,0.034791073473256794,0.016602036802681533,0.12631909384271067,0.8178853510643835,0.17395850319047712,1.3921487503871444,1.3921487503871444,0.021080522967472724,0.037630075669982714,1.2486414354159299
2020-12-31,624617000.0,87678000,117748000.0,4899339000,2401590000.0,383504000.0,137363000.0,509638000.0,-29387000.0,62282000.0,61440000.0,2029810000.0,1319249000.0,2497749000.0,364229000.0,19275000.0,1373344000.0,0.03650831324247686,0.01789588350591784,0.14037081923802908,0.8159207962639505,0.1596875403378595,1.538610224453458,1.538610224453458,0.024033446144469693,0.042277926705525916,1.4077582608137182
2021-03-31,645287000.0,43241000,53501000.0,4519192000,2007819000.0,378685000.0,128476000.0,516702000.0,-8883000.0,62158000.0,60667000.0,1335648000.0,1327104000.0,2511373000.0,359410000.0,19275000.0,643271000.0,0.02153630382021487,0.009568303360423722,0.06701049300543789,0.8007320773547274,0.1886051481732168,1.0064380787037037,1.0064380787037037,0.011838620709188723,0.022418148052548832,0.6956626661089481
2021-06-30,651515000.0,89604000,96412000.0,4785121000,2192169000.0,373866000.0,182304000.0,530611000.0,-4645000.0,61351000.0,60186000.0,1466711000.0,1354964000.0,2592952000.0,354591000.0,19275000.0,767919000.0,0.04087458585537885,0.01872554528924138,0.13753175291436115,0.8144263754479943,0.17054615770955614,1.082472301847134,1.082472301847134,0.020148288831149726,0.037572363588181765,1.4605140910498606
2021-09-30,681997000.0,110718000,126364000.0,4997280000,2360213000.0,369047000.0,197053000.0,553319000.0,-12781000.0,62064000.0,60768000.0,1611100000.0,1391527000.0,2637067000.0,349772000.0,19275000.0,910607000.0,0.046910172937781464,0.02215565267505523,0.16234382262678576,0.8113217506821877,0.15636173514848023,1.1577928419642594,1.1577928419642594,0.025286555886402204,0.04629972959703363,1.7839327146171693
2021-12-31,687100000.0,93559000,122060000.0,5086908000,2405361000.0,364229000.0,90366000.0,552027000.0,-18161000.0,61606000.0,60526000.0,1687973000.0,1431888000.0,2681547000.0,344954000.0,19275000.0,858954000.0,0.0388960326537264,0.018392115603427465,0.1361650414786785,0.8034158055595984,0.1514238403299962,1.1788442950845317,1.1788442950845317,0.023994929729415197,0.04407150516863507,1.5186670129532838
2022-03-31,634224000.0,56236000,74647000.0,5077173000,2397128000.0,359410000.0,126509000.0,507865000.0,-16477000.0,61882000.0,60810000.0,1734831000.0,1773229000.0,2680045000.0,,359410000.0,887134000.0,0.023459740155719676,0.011076242625571357,0.08866898761320921,0.8007659754282399,0.1499335871926739,0.9783457184605034,0.9783457184605034,0.014702473207038642,0.02707998220956867,0.9087618370446979
2022-06-30,674488000.0,83019000,107464000.0,5021289000,2322985000.0,354591000.0,71401000.0,543755000.0,-18224000.0,60460000.0,59965000.0,1688925000.0,1768700000.0,2698304000.0,,354591000.0,738341000.0,0.03573806976799247,0.016533404072141634,0.12308447296319579,0.8061744612209557,0.15264455000785626,0.9548962514841409,0.9548962514841409,0.021401675944164936,0.040134808498432914,1.3731227257691034
2022-09-30,700033000.0,89346000,107530000.0,5276194000,2468978000.0,349772000.0,154355000.0,552571000.0,-10371000.0,60440000.0,59795000.0,1912224000.0,1839951000.0,2807216000.0,,349772000.0,884566000.0,0.03618744273946548,0.016933797354684078,0.12763112596120468,0.7893499306461267,0.1416667139196866,1.0392798503873202,1.0392798503873202,0.020380221045700746,0.03814811529933481,1.478259430840503
2022-12-31,700378000.0,72402000,99952000.0,5085568000,2582349000.0,0.0,157631000.0,545371000.0,-23512000.0,60387000.0,60096000.0,1714507000.0,1533479000.0,2503219000.0,,,659754000.0,0.02803726374707679,0.01423675782134857,0.10337560574432664,0.7786809408633624,0.0,1.1180505243306234,1.1180505243306234,0.019654048476001107,0.03870584494969503,1.1989666650106812
2023-03-31,703175000.0,81436000,106046000.0,5223251000,2725559000.0,0.0,140923000.0,547521000.0,-27347000.0,60691000.0,60330000.0,1825175000.0,1525603000.0,2497692000.0,,,755254000.0,0.029878641408973353,0.015591056221498832,0.11581185337931525,0.7786411632950546,0.0,1.1963630118713715,1.1963630118713715,0.020302681222862926,0.03890798181217137,1.3418134484519946
2023-06-30,702642000.0,88976000,160217000.0,5119156000,2657503000.0,0.0,165054000.0,560959000.0,-17489000.0,60314000.0,59977000.0,1713784000.0,1489541000.0,2461653000.0,,,690607000.0,0.033481053455066655,0.017380990147594644,0.1266306312460684,0.7983567734351206,0.0,1.1505450336714464,1.1505450336714464,0.03129754201669181,0.06028854906278563,1.4752130516961237
2023-09-30,706974000.0,152134000,171741000.0,5248333000,2800232000.0,0.0,189801000.0,566010000.0,-22692000.0,59688000.0,59233000.0,1848773000.0,1472781000.0,2448101000.0,,,803323000.0,0.05432906987706733,0.028987108859136797,0.21519037475211253,0.8006093576284277,0.0,1.2552938963769902,1.2552938963769902,0.03272296174804457,0.0613309897179948,2.5488205334405576
2023-12-31,692597000.0,138382000,172988000.0,5348855000,2860977000.0,0.0,165318000.0,556208000.0,-36016000.0,59653000.0,59122000.0,1961751000.0,1524460000.0,2487878000.0,,,825859000.0,0.04836879150024624,0.025871331341006627,0.19980161623570417,0.8030759590353409,0.0,1.286849769754536,1.286849769754536,0.03234112721320731,0.060464659450250736,2.319782743533435
2024-03-31,681354000.0,119021000,140050000.0,5384670000,2933266000.0,0.0,221637000.0,540241000.0,-26913000.0,59580000.0,58788000.0,1951521000.0,1502423000.0,2451404000.0,,,903482000.0,0.04057627231897823,0.022103675805573972,0.17468305755891944,0.7928932684037959,0.0,1.2989158179820197,1.2989158179820197,0.02600902190849207,0.047745414156097676,1.9976670023497818
2024-06-30,695495000.0,144079000,163183000.0,5414450000,3010745000.0,0.0,158959000.0,559070000.0,-27540000.0,59147000.0,58584000.0,1986167000.0,1455582000.0,2403705000.0,,,935621000.0,0.04785493291527512,0.026610089667463917,0.20716036779559882,0.8038447436717734,0.0,1.3645174232712414,1.3645174232712414,0.030138425878898135,0.05420020626124099,2.435947723468646
2024-09-30,746674000.0,165296000,191025000.0,5613004000,3129378000.0,0.0,246505000.0,602954000.0,-38218000.0,59056000.0,58386000.0,2109471000.0,1489653000.0,2483626000.0,,,1074602000.0,0.052820720283711334,0.029448758632632365,0.22137639719609897,0.8075197475739078,0.0,1.416082134564224,1.416082134564224,0.03403257863347327,0.06104248192452302,2.798970468707667
2024-12-31,766489000.0,166445000,216403000.0,5900641000,3235751000.0,0.0,202782000.0,625979000.0,-42599000.0,59058000.0,58305000.0,2342028000.0,1587644000.0,2664890000.0,,,1150907000.0,0.05143937218902196,0.028207952322468016,0.21715249664378744,0.8166836053746368,0.0,1.4751594186102175,1.4751594186102175,0.03667449011048122,0.0668787555037455,2.81833113210742
