report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,1525312000.0,144117000,-109361000.0,38416126000,11915405000.0,2372456000.0,610454000.0,-27945000.0,414033570.0,403892161.0,26500721000.0,2372456000.0,882284000.0,0.012095014814855223,0.003751471452379139,0.09448362040028532,0.19910829720013715,-0.0028467472227678555,-0.007654119815415338,0.3480804708661667
2020-06-30,2295008000.0,298821000,566039000.0,41199648000,12726900000.0,3196320000.0,711126000.0,-26127000.0,408119681.0,402503687.0,28472748000.0,3196320000.0,854259000.0,0.023479480470499494,0.007252998860572789,0.13020477488531632,0.2511467835843764,0.013738928060744596,0.03554802357814563,0.7321896343440492
2020-09-30,2312251000.0,419039000,597698000.0,42716035000,13267752000.0,3071498000.0,1009870000.0,-23707000.0,409194657.0,402850485.0,29448283000.0,3071498000.0,976398000.0,0.03158327047415418,0.009809875846388833,0.18122556763949935,0.2315010108720754,0.013992356734420692,0.03658050400110164,1.0240578483408693
2020-12-31,2375938000.0,543544000,733497000.0,43282297000,13987441000.0,3016800000.0,555055000.0,-34059000.0,409689912.0,403002383.0,29294856000.0,3016800000.0,906448000.0,0.0388594311139543,0.012558113540046177,0.22877027935914152,0.21567919392832471,0.01694681315088245,0.043136121159421344,1.326720488055366
2021-03-31,2265794000.0,438156000,457394000.0,44204267000,14031006000.0,3017104000.0,762845000.0,-38860000.0,409223253.0,400807895.0,30173261000.0,3017104000.0,941951000.0,0.03122769671682843,0.009912074777758446,0.19337856839589124,0.21503119590997252,0.010347281632336534,0.02682960163912598,1.0707016201740618
2021-06-30,2569996000.0,675486000,798842000.0,46481886000,14962479000.0,3017415000.0,849727000.0,-51179000.0,409223253.0,400807895.0,31519407000.0,3017415000.0,1234059000.0,0.04514532651975652,0.014532241656459464,0.262835428537632,0.20166544594649055,0.017186092664140177,0.04442973912971901,1.650654001325775
2021-09-30,2101204000.0,419942000,298531000.0,44783736000,13397763000.0,2724149000.0,1014979000.0,-4137000.0,397903347.0,389274220.0,31385973000.0,2724149000.0,1137721000.0,0.03134418783195374,0.009377109582818191,0.19985779581611304,0.20332864523726835,0.006666058410133536,0.018517096483345152,1.0553869505400264
2021-12-31,2311006000.0,623416000,646233000.0,45100945000,13555129000.0,2724394000.0,797449000.0,-33824000.0,397903347.0,389274220.0,31545816000.0,2724394000.0,858668000.0,0.0459911521314183,0.013822681542482092,0.26975957656535726,0.2009862097217961,0.014328591119321336,0.03969606480484717,1.566752339984715
2022-03-31,1942000000.0,196000000,214000000.0,45677941000,12929352000.0,2724642000.0,552000000.0,-12000000.0,384194363.0,374243812.0,32748589000.0,2724642000.0,812917000.0,0.015159305740921896,0.004290911448920169,0.10092687950566426,0.2107330669008006,0.004684974745249573,0.013670632555499893,0.510158448108204
2022-06-30,2214000000.0,404000000,366000000.0,45719194000,12426025000.0,2724896000.0,902000000.0,-22000000.0,377952988.0,369241193.0,33293169000.0,2724896000.0,813548000.0,0.032512408433107126,0.008836551230540066,0.18247515808491419,0.21928943487559377,0.008005390471231841,0.024156947290531052,1.06891601026316
2022-09-30,2386000000.0,17000000,27000000.0,46337104000,11804018000.0,2725153000.0,1380000000.0,15000000.0,373727277.0,365190527.0,34533086000.0,2725153000.0,813583000.0,0.0014401875700291206,0.0003668766179258851,0.007124895222129086,0.23086655747220988,0.0005826863931764057,0.0018583303892562074,0.0454877153641638
