report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,18310000000.0,4398000000,5643000000.0,737741000000,70463000000.0,14808000000.0,1847000000.0,-1242000000.0,920000000.0,914100000.0,667278000000.0,14510000000.0,298000000.0,24094000000.0,0.06241573591814144,0.00596144175259339,0.24019661387220098,0.21015284617458807,0.007649025877645407,0.06617724666064664,4.780434782608696
2020-06-30,14099000000.0,145000000,197000000.0,767583000000,75940000000.0,14816000000.0,846000000.0,-47000000.0,913100000.0,908800000.0,691643000000.0,14513000000.0,303000000.0,24289000000.0,0.0019094021595996839,0.0001889046526564554,0.010284417334562736,0.1951013958388201,0.0002566497694711842,0.0021706553836660938,0.15879969335231628
2020-09-30,16015000000.0,706000000,923000000.0,780492000000,73569000000.0,14890000000.0,3793000000.0,-214000000.0,913700000.0,908700000.0,706923000000.0,14539000000.0,351000000.0,24405000000.0,0.009596433280321875,0.0009045576380026958,0.044083671557914456,0.20239503051557042,0.0011825873935927594,0.010434212460009721,0.7726824997263873
2020-12-31,19418000000.0,158000000,164000000.0,795146000000,74817000000.0,14996000000.0,5153000000.0,-6000000.0,906000000.0,899600000.0,720329000000.0,14603000000.0,393000000.0,19795000000.0,0.002111819506261946,0.00019870564651020063,0.008136780306931712,0.20043572984749455,0.0002062514305548918,0.001826016278267066,0.17439293598233996
2021-03-31,15562000000.0,358000000,291000000.0,769814000000,66137000000.0,14811000000.0,1496000000.0,72000000.0,892100000.0,885400000.0,703677000000.0,14509000000.0,302000000.0,19635000000.0,0.005413006335334231,0.0004650474010605159,0.02300475517285696,0.2239442369626684,0.00037801339024751433,0.0035949004299056183,0.40130030265665284
2021-06-30,18524000000.0,3407000000,4487000000.0,773253000000,69423000000.0,14911000000.0,2254000000.0,-1075000000.0,879200000.0,873000000.0,703830000000.0,14518000000.0,393000000.0,25037000000.0,0.0490759546547974,0.004406061146869136,0.1839235586266465,0.21478472552324157,0.005802757958908662,0.053205113003059266,3.8751137397634214
2021-09-30,16905000000.0,1584000000,2042000000.0,761664000000,69333000000.0,14356000000.0,3506000000.0,-453000000.0,861200000.0,854900000.0,692331000000.0,14010000000.0,346000000.0,18956000000.0,0.02284626368396002,0.0020796571716662467,0.09370008873114463,0.2070586877821528,0.0026809721872111587,0.024399861391580735,1.8392940083604272
2021-12-31,17705000000.0,1506000000,289000000.0,759708000000,67749000000.0,14274000000.0,5091000000.0,-186000000.0,748300000.0,739100000.0,691959000000.0,13933000000.0,341000000.0,20047000000.0,0.022229110392773324,0.00198234058348734,0.08506071731149392,0.21068945667094718,0.0003804093151579291,0.0035234019726174365,2.012561806761994
2022-03-31,15405000000.0,1634000000,495000000.0,724284000000,54237000000.0,14171000000.0,2040000000.0,-296000000.0,845200000.0,838100000.0,670047000000.0,13848000000.0,323000000.0,23488000000.0,0.030127035049873702,0.002256021118787658,0.10606945796819214,0.2612792005457529,0.000683433570256971,0.007235995789966086,1.9332702318977757
2022-06-30,15474000000.0,910000000,231000000.0,662893000000,56651000000.0,13873000000.0,4393000000.0,-73000000.0,830500000.0,830500000.0,606242000000.0,13677000000.0,196000000.0,20548000000.0,0.016063264549610774,0.0013727705677990265,0.05880832363965361,0.24488535065576952,0.0003484725287489836,0.0032754806874255573,1.0957254665863938
2022-09-30,22283000000.0,1162000000,450000000.0,650104000000,25330000000.0,14703000000.0,4310000000.0,-248000000.0,830500000.0,830500000.0,624774000000.0,14520000000.0,183000000.0,22200000000.0,0.0458744571654165,0.0017874063226806787,0.05214737692411255,0.5804579549940782,0.0006921969407971647,0.011240726400719407,1.399157134256472
2022-12-31,15608000000.0,1578000000,1628000000.0,663072000000,30125000000.0,14822000000.0,2301000000.0,-445000000.0,869400000.0,862700000.0,632947000000.0,14647000000.0,175000000.0,20195000000.0,0.05238174273858921,0.002379832054437527,0.10110199897488467,0.49201659751037347,0.0024552386467834564,0.03622043740405366,1.8150448585231194
2023-03-31,15388000000.0,80000000,436000000.0,674266000000,32423000000.0,14790000000.0,2026000000.0,-172000000.0,781200000.0,775400000.0,641843000000.0,14622000000.0,168000000.0,18456000000.0,0.0024673842642568547,0.0001186475367288281,0.005198856251624643,0.456157665854486,0.0006466290751721131,0.009234744667782178,0.10240655401945725
