report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,1920000000.0,18000000,180000000.0,15788000000,-904000000.0,9496000000.0,129000000.0,1681000000.0,-94000000.0,35000000.0,-91000000.0,280000000.0,277000000.0,3149000000.0,2220000000.0,16692000000.0,9455000000.0,41000000.0,1734000000.0,-0.01991150442477876,0.0011401064099315936,0.009375,0.8755208333333333,-10.504424778761061,1.4184684684684685,1.4184684684684685,0.011401064099315936,0.02094972067039106,0.06428571428571428,89000000.0,106.69662921348315
2020-06-30,564000000.0,-430000000,-249000000.0,17126000000,-1291000000.0,10482000000.0,817000000.0,469000000.0,-106000000.0,12000000.0,-88000000.0,278000000.0,277000000.0,4577000000.0,2306000000.0,18417000000.0,10437000000.0,45000000.0,3503000000.0,0.3330751355538342,-0.025108022889174356,-0.7624113475177305,0.8315602836879432,-8.119287374128582,1.9848222029488292,1.9848222029488292,-0.014539296975359103,-0.02709172016102709,-1.5467625899280575,-337000000.0,-31.10385756676558
2020-09-30,933000000.0,-79000000,20000000.0,17129000000,-1319000000.0,10490000000.0,-100000000.0,789000000.0,-116000000.0,33000000.0,-90000000.0,279000000.0,277000000.0,4584000000.0,2299000000.0,18448000000.0,10439000000.0,51000000.0,3405000000.0,0.05989385898407885,-0.004612061416311519,-0.08467309753483387,0.8456591639871383,-7.952994692949204,1.9939103958242714,1.9939103958242714,0.0011676104851421566,0.002180787264202377,-0.2831541218637993,-70000000.0,-149.85714285714286
2020-12-31,890000000.0,-224000000,-70000000.0,16755000000,-1486000000.0,10487000000.0,-138000000.0,748000000.0,-113000000.0,124000000.0,-62000000.0,279000000.0,277000000.0,4202000000.0,2431000000.0,18241000000.0,10431000000.0,56000000.0,3218000000.0,0.15074024226110364,-0.013369143539242017,-0.251685393258427,0.8404494382022472,-7.057200538358008,1.7285067873303168,1.7285067873303168,-0.0041778573560131305,-0.007776913676258193,-0.8028673835125448,-132000000.0,-79.4469696969697
2021-03-31,874000000.0,-108000000,21000000.0,15974000000,-1620000000.0,9956000000.0,-171000000.0,764000000.0,-103000000.0,35000000.0,-51000000.0,278000000.0,278000000.0,3468000000.0,2476000000.0,17594000000.0,9908000000.0,48000000.0,2402000000.0,0.06666666666666667,-0.006760986603230249,-0.12356979405034325,0.8741418764302059,-6.145679012345679,1.4006462035541196,1.4006462035541196,0.0013146362839614374,0.002519193857965451,-0.38848920863309355,-30000000.0,-331.8666666666667
2021-06-30,1329000000.0,130000000,224000000.0,15090000000,-1416000000.0,8766000000.0,-129000000.0,1187000000.0,-101000000.0,1000000.0,-46000000.0,281000000.0,279000000.0,2379000000.0,2779000000.0,16506000000.0,8716000000.0,50000000.0,1044000000.0,-0.09180790960451977,0.008614976805831677,0.09781790820165538,0.8931527464258842,-6.190677966101695,0.8560633321338611,0.8560633321338611,0.014844267726971505,0.030476190476190476,0.4626334519572954,178000000.0,49.247191011235955
2021-09-30,1749000000.0,241000000,440000000.0,15314000000,-1128000000.0,8767000000.0,275000000.0,,-98000000.0,-100000000.0,-46000000.0,281000000.0,279000000.0,2694000000.0,2622000000.0,16442000000.0,8713000000.0,54000000.0,1288000000.0,-0.21365248226950354,0.015737233903617604,0.1377930245854774,,-7.772163120567376,1.0274599542334095,1.0274599542334095,0.02873187932610683,0.057599162194004454,0.8576512455516014,394000000.0,22.251269035532996
2021-12-31,1836000000.0,147000000,332000000.0,15441000000,-819000000.0,8766000000.0,412000000.0,,-95000000.0,-89000000.0,-45000000.0,284000000.0,280000000.0,2871000000.0,3019000000.0,16260000000.0,8712000000.0,54000000.0,1427000000.0,-0.1794871794871795,0.009520108801243442,0.08006535947712418,,-10.703296703296703,0.9509771447499172,0.9509771447499172,0.02150119810893077,0.041776771108594436,0.5176056338028169,287000000.0,30.54355400696864
2022-03-31,1721000000.0,212000000,369000000.0,15459000000,-697000000.0,8765000000.0,195000000.0,1536000000.0,-90000000.0,-80000000.0,-44000000.0,282000000.0,279000000.0,2861000000.0,3085000000.0,16156000000.0,8720000000.0,45000000.0,1432000000.0,-0.30416068866571017,0.013713694288116954,0.1231841952353283,0.8925043579314352,-12.57532281205165,0.9273905996758509,0.9273905996758509,0.023869590529788473,0.045736241943480416,0.75177304964539,325000000.0,26.96923076923077
2022-06-30,2240000000.0,368000000,598000000.0,15382000000,-789000000.0,8743000000.0,333000000.0,,-99000000.0,-146000000.0,-40000000.0,282000000.0,279000000.0,2840000000.0,3195000000.0,16171000000.0,8702000000.0,41000000.0,1175000000.0,-0.4664131812420786,0.02392406709140554,0.16428571428571428,,-11.081115335868187,0.8888888888888888,0.8888888888888888,0.038876609023534,0.07518229821473472,1.3049645390070923,558000000.0,15.668458781362007
2022-09-30,2368000000.0,347000000,623000000.0,15508000000,-914000000.0,8731000000.0,671000000.0,,-106000000.0,-181000000.0,-39000000.0,280000000.0,278000000.0,2976000000.0,3365000000.0,16422000000.0,8692000000.0,39000000.0,1282000000.0,-0.3796498905908096,0.022375548104204283,0.14653716216216217,,-9.552516411378555,0.8843982169390787,0.8843982169390787,0.04017281403146763,0.0796980938979148,1.2392857142857143,584000000.0,14.950342465753424
2022-12-31,2444000000.0,328000000,504000000.0,15512000000,-1098000000.0,8747000000.0,563000000.0,,-120000000.0,-70000000.0,-39000000.0,280000000.0,280000000.0,2870000000.0,3372000000.0,16610000000.0,8708000000.0,39000000.0,1209000000.0,-0.2987249544626594,0.021144920061887573,0.1342062193126023,,-7.966302367941712,0.8511269276393831,0.8511269276393831,0.032490974729241874,0.06589096613936463,1.1714285714285715,465000000.0,18.810752688172045
2023-03-31,2293000000.0,206000000,498000000.0,15211000000,-1413000000.0,8741000000.0,435000000.0,,-116000000.0,-93000000.0,-37000000.0,269000000.0,266000000.0,2561000000.0,3390000000.0,16624000000.0,8706000000.0,35000000.0,901000000.0,-0.14578910120311395,0.013542830846098218,0.08983863933711295,,-6.186128803963199,0.755457227138643,0.755457227138643,0.032739464860955886,0.0679585152838428,0.7657992565055762,461000000.0,18.960954446854664
2023-06-30,2660000000.0,411000000,674000000.0,15297000000,-1423000000.0,8731000000.0,498000000.0,,-111000000.0,-155000000.0,-37000000.0,266000000.0,264000000.0,2580000000.0,3435000000.0,16720000000.0,8696000000.0,35000000.0,806000000.0,-0.2888264230498946,0.026868013335948224,0.1545112781954887,,-6.135628952916374,0.7510917030567685,0.7510917030567685,0.04406092697914624,0.09222769567597154,1.5451127819548873,637000000.0,13.706436420722135
2023-09-30,2673000000.0,377000000,653000000.0,15200000000,-1753000000.0,8719000000.0,712000000.0,,-113000000.0,-169000000.0,-40000000.0,262000000.0,260000000.0,2484000000.0,3561000000.0,16953000000.0,8682000000.0,37000000.0,698000000.0,-0.21505989731888192,0.024802631578947368,0.14104002992891881,,-4.9737592698231605,0.6975568660488627,0.6975568660488627,0.04296052631578948,0.09374102784955499,1.4389312977099236,613000000.0,14.223491027732463
2023-12-31,-3218000000.0,147000000,438000000.0,15401000000,-2347000000.0,9196000000.0,534000000.0,,-124000000.0,-124000000.0,,259000000.0,258000000.0,2614000000.0,3722000000.0,17748000000.0,9157000000.0,39000000.0,800000000.0,-0.06263314870046868,0.009544834750990196,-0.045680546923555006,,-3.918193438432041,0.7023105857066093,0.7023105857066093,0.028439711707032012,0.0639509417433202,0.5675675675675675,,
2024-03-31,1052000000.0,-261000000,-186000000.0,15932000000,-2817000000.0,10173000000.0,383000000.0,-222000000.0,-131000000.0,97000000.0,36000000.0,255000000.0,252000000.0,3183000000.0,3774000000.0,18749000000.0,10135000000.0,38000000.0,1346000000.0,0.0926517571884984,-0.01638212402711524,-0.24809885931558937,-0.21102661596958175,-3.6112886048988284,0.8434022257551669,0.8434022257551669,-0.01167461712277178,-0.02528548123980424,-1.0235294117647058,-150000000.0,-67.82
2024-06-30,1258000000.0,421000000,725000000.0,15737000000,-3078000000.0,10172000000.0,461000000.0,2653000000.0,-141000000.0,-169000000.0,,252000000.0,249000000.0,2689000000.0,4226000000.0,18815000000.0,9633000000.0,539000000.0,731000000.0,-0.13677712800519817,0.026752239944080828,0.33465818759936405,2.1089030206677264,-3.304743339831059,0.6362991008045433,0.6362991008045433,0.046069771875198576,0.10219904144347336,1.6706349206349207,,
2024-09-30,1240000000.0,344000000,625000000.0,16689000000,-3430000000.0,11164000000.0,674000000.0,2579000000.0,-140000000.0,-147000000.0,,249000000.0,246000000.0,3573000000.0,5732000000.0,20119000000.0,10626000000.0,538000000.0,1580000000.0,-0.10029154518950437,0.020612379411588472,0.27741935483870966,2.0798387096774196,-3.2548104956268222,0.6233426378227495,0.6233426378227495,0.037449817244891846,0.08081199896560641,1.3815261044176708,,
2024-12-31,1196000000.0,505000000,489000000.0,16522000000,-3689000000.0,11151000000.0,600000000.0,2490000000.0,-157000000.0,169000000.0,,244000000.0,245000000.0,3272000000.0,4700000000.0,20211000000.0,10616000000.0,535000000.0,1301000000.0,-0.13689346706424504,0.03056530686357584,0.4222408026755853,2.0819397993311037,-3.0227703984819736,0.6961702127659575,0.6961702127659575,0.029596901101561553,0.06553202894666309,2.069672131147541,,
