report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,total_liabilities,current_assets,current_liabilities,long_term_debt,short_term_debt,cash,tax_expense,capex,depreciation,shares_diluted,shares_basic,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2024-09-30,9728000000.0,1413000000.0,1983000000.0,73492000000.0,17981000000.0,30829000000.0,1718000000.0,1997000000.0,5979000000.0,3749000000.0,55511000000.0,28164000000.0,19534000000.0,25934000000.0,4895000000.0,10919000000.0,409000000.0,-279000000.0,357000000.0,,,0.07858294866803849,0.019226582485168453,0.14525082236842105,0.3853824013157895,1.71453200600634,1.4417937954336029,1.4417937954336029,0.026982528710607957,0.04062692071296865,,2340000000.0,0.17660361842105263,13.174786324786325
2024-12-31,10088000000.0,1285000000.0,1839000000.0,75196000000.0,19161000000.0,31099000000.0,1888000000.0,2281000000.0,6418000000.0,3670000000.0,56035000000.0,27908000000.0,21256000000.0,25479000000.0,5620000000.0,10953000000.0,254000000.0,-393000000.0,377000000.0,654800000.0,650600000.0,0.06706330567298158,0.017088674929517527,0.12737906423473433,0.36379857256145914,1.6230363759720265,1.3129469326307865,1.3129469326307865,0.02445608808979201,0.036589733386390766,1.9624312767257177,2216000000.0,0.18715305313243458,14.03384476534296
2025-03-31,9822000000.0,1449000000.0,1985000000.0,75218000000.0,18031000000.0,32832000000.0,346000000.0,597000000.0,6037000000.0,3785000000.0,57187000000.0,27645000000.0,22071000000.0,25744000000.0,7088000000.0,10059000000.0,417000000.0,-251000000.0,374000000.0,651700000.0,648200000.0,0.0803615994675836,0.019264005956021166,0.14752596212583996,0.3853593972714315,1.8208640674394099,1.2525485931765665,1.2525485931765665,0.026389959850035897,0.03902640426243045,2.223415682062299,2359000000.0,0.03522704133577683,13.917761763459092
2025-06-30,10352000000.0,1570000000.0,2114000000.0,78419000000.0,16654000000.0,36512000000.0,1016000000.0,1319000000.0,6329000000.0,4023000000.0,61765000000.0,27967000000.0,21619000000.0,30167000000.0,6345000000.0,10677000000.0,302000000.0,-303000000.0,404000000.0,640900000.0,637500000.0,0.094271646451303,0.02002065825884033,0.151661514683153,0.3886205564142195,2.192386213522277,1.2936306027105786,1.2936306027105786,0.026957752585470358,0.03976225407215137,2.4496801373069124,2518000000.0,0.09814528593508501,14.500397140587769
2025-09-30,10408000000.0,1825000000.0,1754000000.0,80917000000.0,17754000000.0,37037000000.0,2914000000.0,3288000000.0,6861000000.0,3547000000.0,63163000000.0,30747000000.0,22639000000.0,30092000000.0,6945000000.0,13359000000.0,363000000.0,-374000000.0,397000000.0,638800000.0,635300000.0,0.1027937366227329,0.022553975060864838,0.17534588777863183,0.3407955418908532,2.0861214374225527,1.3581430275188833,1.3581430275188833,0.021676532743428453,0.03201255680677483,2.8569192235441454,2151000000.0,0.2799769408147579,17.218503021850303
2025-12-31,,,,,,0.0,,,,,,,,,,,,,,638600000.0,635200000.0,,,,,,,,,,,,,
