report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,29705000000.0,3599000000.0,2609000000.0,236677000000.0,144914000000.0,32351000000.0,,4722000000.0,,14196000000.0,-162000000.0,-564000000.0,-4288000000.0,1865649000.0,1862273000.0,28562000000.0,28235000000.0,91763000000.0,23663000000.0,8688000000.0,8542000000.0,,0.024835419628193273,0.015206378313059571,0.12115805419962969,0.47789934354485775,0.22324275087293152,1.0115813706392776,1.0115813706392776,0.01102346235586897,0.01471807745465828,1.9290874114048249,-1679000000.0,,-19.26801667659321
2020-06-30,16009000000.0,-8270000000.0,-7811000000.0,223403000000.0,134386000000.0,34053000000.0,,80000000.0,,7865000000.0,-172000000.0,2320000000.0,-6717000000.0,1853313000.0,1853313000.0,23732000000.0,20825000000.0,89017000000.0,30302000000.0,3751000000.0,6914000000.0,,-0.061539148423198846,-0.03701830324570395,-0.5165844212630395,0.4912861515397589,0.2533969312279553,1.1395918367346938,1.1395918367346938,-0.03496372027233296,-0.04637287089094568,-4.462279172487324,-14528000000.0,,-2.343956497797357
2020-09-30,23997000000.0,-207000000.0,-112000000.0,223063000000.0,132038000000.0,34810000000.0,,3537000000.0,,10549000000.0,-164000000.0,-165000000.0,-4017000000.0,1853533000.0,1853533000.0,24803000000.0,19664000000.0,91025000000.0,34280000000.0,530000000.0,6894000000.0,,-0.0015677305018252322,-0.000927988953793323,-0.008626078259782472,0.4395966162436971,0.2636362259349581,1.2613405207485762,1.2613405207485762,-0.0005021003035017013,-0.0006712696586114307,-0.11167861591889651,-4129000000.0,,-8.430612739162024
2020-12-31,25064000000.0,-665000000.0,-479000000.0,239790000000.0,132726000000.0,44315000000.0,,2238000000.0,,10017000000.0,-199000000.0,301000000.0,-4486000000.0,1907505000.0,1910881000.0,26078000000.0,22183000000.0,107064000000.0,42767000000.0,1548000000.0,5627000000.0,,-0.005010322016786462,-0.002773259935777138,-0.026532077880625598,0.39965687839131825,0.33388333860735653,1.175584907361493,1.175584907361493,-0.0019975812168981193,-0.002705587971147926,-0.3486229393894118,-4965000000.0,,-8.925478348439073
2021-03-31,31076000000.0,1377000000.0,1759000000.0,241645000000.0,132933000000.0,45440000000.0,,4196000000.0,,13508000000.0,-198000000.0,-779000000.0,-4286000000.0,1915889000.0,1912925000.0,30433000000.0,27480000000.0,108712000000.0,40599000000.0,4841000000.0,7108000000.0,,0.010358601701609082,0.005698441929276418,0.04431072210065645,0.4346762775131935,0.3418263335665335,1.1074599708879185,1.1074599708879185,0.0072792733141592006,0.009861357940943977,0.7187263980324539,-2527000000.0,,-17.981796596755046
2021-06-30,36117000000.0,3082000000.0,3292000000.0,242806000000.0,133911000000.0,43018000000.0,,6954000000.0,,15488000000.0,-185000000.0,-1328000000.0,-4522000000.0,1922014000.0,1917591000.0,32973000000.0,28147000000.0,108895000000.0,39521000000.0,3497000000.0,7561000000.0,,0.023015286272225582,0.01269326128678863,0.08533377633801258,0.42882852950134287,0.3212432137763141,1.1714569936405301,1.1714569936405301,0.013558149304382924,0.01860633361404857,1.6035263010571204,-1230000000.0,,-34.9739837398374
2021-09-30,42552000000.0,6111000000.0,6171000000.0,239948000000.0,136722000000.0,37347000000.0,,8579000000.0,,18718000000.0,-174000000.0,-1940000000.0,-4304000000.0,1921095000.0,1918006000.0,32137000000.0,25188000000.0,103226000000.0,37056000000.0,291000000.0,6032000000.0,,0.04469653749945144,0.02546801807058196,0.14361252115059223,0.4398853167888701,0.27316013516478693,1.275885342226457,1.275885342226457,0.02571807224898728,0.035451458904227635,3.180998336885995,1867000000.0,,20.0037493304767
2021-12-31,45861000000.0,5055000000.0,4958000000.0,239535000000.0,139940000000.0,31369000000.0,,9458000000.0,,15643000000.0,-155000000.0,-1903000000.0,-4813000000.0,1929330000.0,1913238000.0,33738000000.0,26791000000.0,99595000000.0,31113000000.0,256000000.0,5675000000.0,,0.036122623981706445,0.021103387813889412,0.11022437365081442,0.3410959202808487,0.22416035443761612,1.2593034974431712,1.2593034974431712,0.020698436554157013,0.028941853609559334,2.6200805460963132,145000000.0,,216.33793103448275
2022-03-31,52314000000.0,6259000000.0,7195000000.0,249048000000.0,147100000000.0,29333000000.0,,8055000000.0,,18903000000.0,-136000000.0,-2777000000.0,-3654000000.0,1922082000.0,1915440000.0,44709000000.0,31203000000.0,101948000000.0,29019000000.0,314000000.0,11704000000.0,,0.04254928619986404,0.025131701519385822,0.11964292541193562,0.36133730932446384,0.19940856560163153,1.4328429958657822,1.4328429958657822,0.02889001317015194,0.040780352881830496,3.256364712847839,3541000000.0,,8.283818130471618
2022-06-30,65372000000.0,11622000000.0,12729000000.0,257936000000.0,154562000000.0,26235000000.0,,13782000000.0,,24688000000.0,-129000000.0,-4288000000.0,-3700000000.0,1957109000.0,1947703000.0,51188000000.0,39121000000.0,103374000000.0,23005000000.0,3230000000.0,12370000000.0,,0.07519312638294018,0.045057688728987036,0.17778253686593648,0.37765404148565135,0.16973771043335362,1.3084532603972292,1.3084532603972292,0.04934945102661125,0.07040492928533106,5.938350904318564,9029000000.0,,2.9056373906301918
