,importance
debt_to_ebitda,0.1545701
capex_to_revenue,0.1472207
ebitda_margin,0.12824951
net_margin_trend_2y,0.12145704
net_income_yoy_growth,0.120017976
current_ratio_change_yoy,0.11588586
current_ratio,0.11430857
roic,0.09829024
