run_id,entry_date,candidate_train_years,ticker,eligible,reason,in_fold_base_universe,has_snapshot_in_analysis_quarter,passes_sp500_entry_filter,passes_history_filter
2025YQ1,2025-02-15,10,BA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BAC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BALL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BAX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BBWI,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,BBY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BDX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BEN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BF-B,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BIIB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BIO,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,BK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BKNG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BKR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BLDR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BLK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BMY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BRK-B,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BRO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BSX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BWA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,BXP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,C,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CAG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CAH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CARR,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,CAT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CBOE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CBRE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CCI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CCL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CDNS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CDW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CEG,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,CF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CFG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CHD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CHRW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CHTR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CINF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CLX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CMCSA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CME,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CMG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CMI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CMS,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,CNC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CNP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,COF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,COIN,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,COO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,COP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,COR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,COST,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CPAY,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,CPB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CPRT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CPT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CRH,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,CRL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CRM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CRWD,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,CSCO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CSGP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CSX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CTAS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CTRA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CTSH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CTVA,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,CVNA,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,CVS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CVX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,CZR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,D,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DAL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DASH,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,DAY,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DD,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DDOG,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,DE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DECK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DELL,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DFS,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,DG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DGX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DHI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DHR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DIS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DLR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DLTR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DOC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DOV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DOW,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DPZ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DRI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DTE,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DUK,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,DVA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DVN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,DXCM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EBAY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ECL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ED,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EFX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EG,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,EIX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ELV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EME,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,EMN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EMR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ENPH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EOG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EPAM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EQIX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EQR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EQT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ERIE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ES,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,ESS,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,ETN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ETR,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,ETSY,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,EVRG,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,EW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EXC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EXE,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,EXPD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EXPE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,EXR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,F,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FANG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FAST,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FCX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FDS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FDX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FFIV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FI,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,FICO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FIS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FISV,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,FITB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FIX,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,FMC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FOX,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,FOXA,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,FRT,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,FSLR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FTNT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,FTV,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,GD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GDDY,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,GE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GEHC,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,GEN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GEV,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,GILD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GIS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GLW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GNRC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GOOG,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,GOOGL,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,GPC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GPN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GRMN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,GWW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HAL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HAS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HBAN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HCA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HES,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,HIG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HII,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HLT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HOLX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HON,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HOOD,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,HPE,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,HPQ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HRL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HSIC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HST,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,HSY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HUBB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HUM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,HWM,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,IBKR,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,IBM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ICE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IDXX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IEX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IFF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ILMN,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,INCY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,INTC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,INTU,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,INVH,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,IP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IPG,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,IQV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IR,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,IRM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ISRG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ITW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,IVZ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,J,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,JBHT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,JBL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,JCI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,JKHY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,JNJ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,JNPR,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,JPM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,K,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,KDP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KEY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KEYS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KHC,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,KIM,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,KKR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KLAC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KMB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KMI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KMX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,KVUE,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,L,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LDOS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LEN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LHX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LII,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LIN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LKQ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LLY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LMT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LNT,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,LOW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LRCX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LULU,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LUV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LVS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LW,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,LYB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,LYV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MAA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MAR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MAS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MCD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MCHP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MCK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MCO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MDLZ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MDT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MET,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,META,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MGM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MHK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MKC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MKTX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MLM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MMC,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,MMM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MNST,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MOH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MOS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MPC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MPWR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MRK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MRNA,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,MS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MSCI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MSFT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MSI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MTB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MTCH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MTD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,MU,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NCLH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NDAQ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NDSN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NEE,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,NEM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NFLX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NKE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NOC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NOW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NRG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NSC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NTAP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NTRS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NUE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NVDA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NVR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NWS,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,NWSA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,NXPI,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,O,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ODFL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,OKE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,OMC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ON,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ORCL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ORLY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,OTIS,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,OXY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PANW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PARA,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,PAYC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PAYX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PCAR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PCG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PEG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PEP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PFE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PFG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PGR,True,eligible,True,True,True,True
