,importance
pb_ratio,0.31311482260441986
pb_vs_5y_median,0.20695683602683537
fcf_yield,0.13641930240558228
ev_to_ebitda,0.1201629636654642
ev_ebitda_vs_5y_median,0.11593591576995782
ps_ratio,0.1074101595277405
