,shap_importance
total_debt_yoy_growth,0.05013367367115005
interest_coverage,0.02651807356278317
debt_equity,0.012713553999393213
debt_to_ebitda,0.011383646749280099
current_ratio,0.00835604737684738
fcf_margin,0.005506188845140671
