,shap_importance
interest_coverage,0.1142434537745555
current_ratio,0.023483092238907755
debt_to_ebitda,0.017942980598651743
insider_sell_ratio,0.012724280598647369
total_debt_yoy_growth,0.002206814868216
fcf_margin,0.0018578847176141022
debt_equity,0.0013939807487227198
