,shap_importance
debt_equity,0.10420836925577533
interest_coverage,0.050835295243868435
total_debt_yoy_growth,0.02202667817191949
current_ratio,0.02101043849178387
debt_to_ebitda,0.019081418633713022
insider_net_ratio_90d,0.012646111360480432
