,shap_importance
debt_to_ebitda,0.08613594490256898
current_ratio,0.06616455593534884
insider_net_ratio_90d,0.04434389090483929
interest_coverage,0.0354375765357512
debt_equity,0.028833843362461573
fcf_margin,0.010344414920874427
total_debt_yoy_growth,0.006868542040088306
