,shap_importance
debt_to_ebitda,0.046307464112373735
insider_sell_ratio,0.02409950512355435
current_ratio,0.021860701514412387
debt_equity,0.01710310707888513
fcf_margin,0.005449030651211496
total_debt_yoy_growth,0.004827392208492889
