,importance
revenue_decline,0.5443817898862924
revenue_decline__pct_universe,0.47526566018819844
current_ratio__pct_universe,0.09072609201212077
interest_coverage__pct_universe,0.08201013225023647
interest_coverage__pct_sector,0.08116419535394798
debt_to_ebitda__pct_universe,0.07841536088998186
current_ratio__pct_sector,0.0783246112918957
debt_to_ebitda__pct_sector,0.07530073791226705
consecutive_losses,0.07493706939360875
debt_equity__pct_universe,0.07284488973182952
debt_equity__pct_sector,0.06453834946458159
consecutive_losses__pct_sector,0.05937368009079113
total_debt_yoy_growth__pct_sector,0.05036941969782698
insider_sell_ratio__pct_universe,0.04090906185389426
insider_net_ratio_90d__pct_universe,0.040370891145023464
insider_net_ratio_90d,0.038372810988183584
insider_sell_ratio,0.03837281098818343
insider_sell_ratio__pct_sector,0.038163576464376764
total_debt_yoy_growth,0.037558508932658295
fcf_margin__pct_universe,0.036535348328206776
revenue_decline__pct_sector,0.03526629853604856
fcf_margin__pct_sector,0.03230533091210282
debt_to_ebitda,0.02944745280477825
insider_net_ratio_90d__pct_sector,0.02683327364997031
current_ratio,0.026622244198919134
consecutive_losses__pct_universe,0.0247007549156959
rule_confidence,0.02400340144848017
total_debt_yoy_growth__pct_universe,0.015326468578440266
fcf_margin,0.01451104380377326
interest_coverage,0.012966920600218637
debt_equity,0.004066810272178942
