,importance
momentum_6m,0.14930515894383176
price_vs_52w_high,0.09193159796856867
volatility_60d,0.07249043506265965
momentum_6m__pct_universe,0.06347429121787038
rsi_14,0.06158069924101164
price_vs_52w_high__pct_universe,0.05938344834822307
volatility_60d__pct_universe,0.05907998614349658
vol_ratio_20_50,0.04741866551237954
rsi_28,0.046141733435019365
momentum_3m,0.044827329526808915
momentum_3m__pct_universe,0.03607001365903094
momentum_6m__pct_sector,0.03489539367337703
rsi_28__pct_universe,0.03278671020193436
rsi_14__pct_universe,0.029959384793091633
price_vs_52w_high__pct_sector,0.029125015393880415
vol_ratio_20_50__pct_universe,0.028508626211722628
momentum_3m__pct_sector,0.024059839172952853
vol_ratio_20_50__pct_sector,0.022904474877334012
volatility_60d__pct_sector,0.02280382798601236
rsi_28__pct_sector,0.021968425243292556
rsi_14__pct_sector,0.021284943387501552
