,importance
eps_surprise_pct__pct_universe,0.17454377061384552
revenue_decline__pct_universe,0.16420903662409822
eps_revision__pct_universe,0.09583939453091482
interest_coverage__pct_universe,0.04398659850904532
fcf_margin__pct_universe,0.037996602409742106
revenue_decline__pct_sector,0.03660305566854898
eps_surprise_pct__pct_sector,0.027659986945299687
fcf_margin,0.02682052580392819
insider_sell_ratio,0.0258237683011252
insider_net_ratio_90d__pct_universe,0.024252398645427452
eps_revision__pct_sector,0.023718781300582314
insider_net_ratio_90d,0.023307345846594565
total_debt_yoy_growth__pct_universe,0.022880116898791783
interest_coverage__pct_sector,0.02257430829452464
debt_to_ebitda__pct_universe,0.021820284268955405
insider_sell_ratio__pct_universe,0.021099426064541568
debt_equity__pct_universe,0.020646194225668768
fcf_margin__pct_sector,0.01987631489625989
total_debt_yoy_growth__pct_sector,0.018031440880525287
insider_net_ratio_90d__pct_sector,0.017739832507143935
debt_to_ebitda__pct_sector,0.01719714503076174
debt_equity__pct_sector,0.01646150854559818
total_debt_yoy_growth,0.016365509351704575
debt_equity,0.014860129982927609
insider_sell_ratio__pct_sector,0.014682751922278922
eps_surprise_pct,0.01401673834984646
interest_coverage,0.013934431655944575
debt_to_ebitda,0.01384640537473581
eps_revision,0.00505003985090474
revenue_decline,0.004156156699733829
