,importance
ev_ebitda_vs_5y_median__pct_universe,0.07316022366285324
fcf_yield__pct_universe,0.06717587262392044
ev_ebitda_vs_5y_median,0.05043024942278862
ev_to_ebitda__pct_universe,0.044569164514541626
pb_ratio,0.04418596997857094
fcf_yield,0.04323909804224968
pe_ratio__pct_universe,0.04157310724258423
ps_ratio,0.04128974303603172
pb_ratio__pct_universe,0.04082384705543518
ev_to_ebitda,0.04009457305073738
rule_confidence,0.03985334560275078
ps_ratio__pct_universe,0.037762369960546494
pe_vs_5y_median,0.03745289891958237
fcf_yield__pct_sector,0.03727694973349571
earnings_yield__pct_universe,0.03710542246699333
pb_ratio__pct_sector,0.035198893398046494
ps_ratio__pct_sector,0.03403809666633606
earnings_yield__pct_sector,0.03355881944298744
ev_to_ebitda__pct_sector,0.03299618884921074
earnings_yield,0.03290008008480072
pe_vs_5y_median__pct_sector,0.03178319334983826
ev_ebitda_vs_5y_median__pct_sector,0.031471945345401764
pe_vs_5y_median__pct_universe,0.03113556280732155
pe_ratio__pct_sector,0.030818302184343338
pe_ratio,0.03010609745979309
