ticker,final_score,label,fundamental_score,valuation_score,momentum_score,bear_score,sector_score,rank,selected,common_score,common_label,score_gap_vs_threshold,score_gap_vs_selected_cutoff,selected_cutoff_score,selected_rank,selection_reason,above_threshold,distance_to_threshold,selected_position
TSCO,0.8841807308560092,0,0.5037018261980436,0.5298543619423213,0.4916125177106526,0.6643835339546207,0.7300078598101742,1,False,0.8841807308560092,Outperform,0.3141807308560093,0.16902197033775146,0.7151587605182578,,qualified_but_not_selected,True,0.3141807308560093,
ORLY,0.878490678805208,1,0.6151534225025396,0.6481379114859032,0.4832598087645124,0.6526479789362072,0.7300078598101742,2,True,0.878490678805208,Outperform,0.3084906788052081,0.16333191828695026,0.7151587605182578,1.0,selected_above_threshold,True,0.3084906788052081,2.0
ACGL,0.8537621711184931,1,0.5028341574394598,0.49178145162870657,0.4859876557796468,0.6357591942390262,0.6777444414282177,3,False,0.8537621711184931,Outperform,0.2837621711184931,0.1386034106002353,0.7151587605182578,,qualified_but_not_selected,True,0.2837621711184931,
HCA,0.8479724016137761,0,0.5043811121210541,0.5432727357918068,0.4904525621929246,0.6929724614398569,0.6485674444536843,4,True,0.8479724016137761,Outperform,0.2779724016137761,0.1328136410955183,0.7151587605182578,2.0,selected_above_threshold,True,0.2779724016137761,4.0
MCK,0.8453697403873494,1,0.5832711157976799,0.5257963265513537,0.45513574617357194,0.6845568825594959,0.6485674444536843,5,False,0.8453697403873494,Outperform,0.2753697403873494,0.13021097986909158,0.7151587605182578,,qualified_but_not_selected,True,0.2753697403873494,
APA,0.8416041511651489,0,0.480603857509081,0.5137886505283932,0.5148576840223559,0.614508124368448,0.7237519347517734,6,False,0.8416041511651489,Outperform,0.2716041511651489,0.1264453906468911,0.7151587605182578,,qualified_but_not_selected,True,0.2716041511651489,
BKNG,0.8414599685927397,0,0.5228847801460449,0.6527766849051105,0.5472317099912463,0.6355732402175939,0.5524048622345192,7,False,0.8414599685927397,Outperform,0.2714599685927398,0.12630120807448197,0.7151587605182578,,qualified_but_not_selected,True,0.2714599685927398,
FSLR,0.8404821594069298,1,0.4807473271703792,0.5113877397559035,0.5465339819656532,0.6554186367638215,0.584624916950256,8,False,0.8404821594069298,Outperform,0.2704821594069299,0.12532339888867206,0.7151587605182578,,qualified_but_not_selected,True,0.2704821594069299,
ERIE,0.8395271619310429,0,0.49544886081297607,0.48944285518465136,0.5139356673720092,0.6127861305739696,0.6777444414282177,9,True,0.8395271619310429,Outperform,0.269527161931043,0.12436840141278516,0.7151587605182578,6.0,selected_above_threshold,True,0.269527161931043,9.0
UHS,0.837119203219461,1,0.49048165055036197,0.5404009498742617,0.4884052011322297,0.6352837508092533,0.6485674444536843,10,False,0.837119203219461,Outperform,0.26711920321946103,0.12196044270120321,0.7151587605182578,,qualified_but_not_selected,True,0.26711920321946103,
ELV,0.8365901649572538,0,0.4658576751139462,0.48320334748051696,0.5186269821164141,0.6522866195462783,0.6485674444536843,11,False,0.8365901649572538,Outperform,0.26659016495725385,0.12143140443899603,0.7151587605182578,,qualified_but_not_selected,True,0.26659016495725385,
SMCI,0.8352180577518402,0,0.5191406568267874,0.6754498354042762,0.4635748703630717,0.676903465270356,0.5261624252552304,12,True,0.8352180577518402,Outperform,0.26521805775184026,0.12005929723358244,0.7151587605182578,3.0,selected_above_threshold,True,0.26521805775184026,12.0
