score_col,mean_abs_corr,redundancy_index,multiplier
fundamental_score,0.7095426629286982,0.7190853258573964,0.7483201359499112
bear_score,0.7081659922241685,0.7163319844483371,0.749283805443082
valuation_score,0.6999336868880461,0.6998673737760923,0.7550464191783677
momentum_score,0.6878121779505043,0.6756243559010087,0.763531475434647
sector_score,0.5594393151499406,0.41887863029988126,0.8533924793950416
