,importance
pe_vs_5y_median,0.11276849322799459
eps_revision,0.09593801349325543
ps_ratio,0.08622480091252559
pb_ratio,0.0858831619378466
pb_vs_5y_median,0.07155162198276477
pb_sector_pct,0.07087708572687998
eps_surprise_pct,0.06780609926088617
ev_ebitda_vs_5y_median,0.06429443248257431
pe_sector_pct,0.06307049612443115
ev_sector_pct,0.0596062510527411
eps_est,0.052701539513236015
eps_reported,0.05186489267337552
pe_ratio,0.04479458064476677
earnings_yield,0.04062487551151054
ev_to_ebitda,0.031993655455211496
