,importance
ps_ratio,0.10715397049097537
pe_vs_5y_median,0.08906197496676871
eps_surprise_pct,0.0881073922487175
pb_ratio,0.08562858837777433
pb_vs_5y_median,0.08270481175403151
pb_sector_pct,0.07627872858952872
eps_revision,0.07000509667820545
ev_ebitda_vs_5y_median,0.0686024906178934
ev_sector_pct,0.058959359127443094
pe_sector_pct,0.053905256808732795
pe_ratio,0.05132806375488693
eps_est,0.04642909979047793
earnings_yield,0.03955025628779255
eps_reported,0.039403910493730876
ev_to_ebitda,0.038432910274624046
fcf_yield,0.0031779853288508076
fcf_sector_pct,0.001270104409565963
