,importance
eps_revision,0.09693199375674667
pe_vs_5y_median,0.09585079466211566
eps_surprise_pct,0.09130590748357346
pb_vs_5y_median,0.09092862167121825
ps_ratio,0.08895255172625852
pb_ratio,0.07922138984426919
pe_sector_pct,0.07687073661100434
pb_sector_pct,0.06599082432008438
eps_est,0.05380443552905421
ev_sector_pct,0.05161990515095974
ev_ebitda_vs_5y_median,0.04940096017496271
eps_reported,0.048093647417531527
ev_to_ebitda,0.03971174811943299
earnings_yield,0.03775471651229586
pe_ratio,0.033561767020492496
fcf_yield,0.0
