,importance
pe_vs_5y_median,0.10332772983874264
eps_surprise_pct,0.09813736767819652
pb_vs_5y_median,0.0861069867427932
eps_revision,0.0850218324150488
ps_ratio,0.07698883356696694
pb_ratio,0.07295712796804237
pe_sector_pct,0.07157012079854462
pb_sector_pct,0.0696919103512485
ev_ebitda_vs_5y_median,0.0630003151780254
eps_est,0.061273805978047775
eps_reported,0.05471327468615633
pe_ratio,0.044851078753708105
earnings_yield,0.043350082806709565
ev_to_ebitda,0.03537670787009264
ev_sector_pct,0.033632825367676575
