,importance
pb_vs_5y_median,0.10784885780459728
pe_vs_5y_median,0.0914107699816932
ps_ratio,0.08207618864997393
pb_sector_pct,0.07893864063052287
eps_revision,0.0738054621931152
eps_surprise_pct,0.0737695330000852
pb_ratio,0.06738726346723592
ev_sector_pct,0.059469020201260527
pe_sector_pct,0.05925140338815172
eps_est,0.05874584781837141
eps_reported,0.05759923380119288
ev_ebitda_vs_5y_median,0.04956716341170675
ev_to_ebitda,0.04207777241719561
pe_ratio,0.039777419398440886
earnings_yield,0.030923680418917986
fcf_sector_pct,0.015581690113636266
fcf_yield,0.011770053303902218
