,importance
pe_vs_5y_median,0.09546002881615548
eps_revision,0.08169131191611556
pb_vs_5y_median,0.07963744933123831
ps_ratio,0.07216851379024804
pe_sector_pct,0.0639356563015147
eps_reported,0.06312778286313603
pb_ratio,0.05916558020074805
ev_to_ebitda,0.058069106167912304
eps_surprise_pct,0.05771292015911545
pb_sector_pct,0.05542195594955551
ev_ebitda_vs_5y_median,0.050819254631362054
earnings_yield,0.048487023782470655
pe_ratio,0.04701574715290461
eps_est,0.04561205123620014
fcf_yield,0.04378037634467074
ev_sector_pct,0.04300196843748396
fcf_sector_pct,0.034893272919168335
