fold_id,datetime,action,ticker,raw_price,exec_price,shares,notional_usd,fee_usd,slippage_pct,entry_date_requested,entry_date_used,exit_date_requested,exit_date_used,reason,tp_pct,sl_pct,tp_sl_outcome,days_to_outcome
T02_20200215,2020-02-18,BUY,AMZN,107.78350067138672,107.89128417205809,1.8444492669365913,199.0,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.55,0.08,TP,203.0
T02_20200215,2020-02-18,BUY,AVGO,31.075000762939453,31.10607576370239,3.8530093255882516,119.852,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.55,0.139231886353805,NONE,366.0
T02_20200215,2020-02-18,BUY,CHTR,537.5999755859375,538.1375755615234,0.3697939133730851,199.0,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.5466129791689931,0.097305656809088,NONE,366.0
T02_20200215,2020-02-18,BUY,EA,109.45999908447266,109.56945908355712,1.7344979302587444,190.048,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.55,0.1289569376525223,NONE,366.0
T02_20200215,2020-02-18,BUY,LRCX,32.534000396728516,32.56653439712524,2.8664394823736705,93.35000000000001,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.55,0.14916472217088508,TP,304.0
T02_20200215,2020-02-18,BUY,NVDA,7.414249897003174,7.421664146900176,10.1455682323552,75.297,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.55,0.08,NONE,366.0
T02_20200215,2020-02-18,BUY,TTWO,113.43000030517578,113.54343030548094,1.0256251699168422,116.45300000000002,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,rebalance_entry,0.55,0.11770226366812575,NONE,366.0
T02_20200215,2020-09-08,SELL,AMZN,157.49200439453125,157.33451239013672,1.8444492669365913,290.1955260418137,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2020-09-08,tp_hit,0.55,0.08,TP,203.0
T02_20200215,2020-12-18,SELL,LRCX,48.09700012207031,48.04890312194824,2.8664394823736705,137.72927299349996,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2020-12-18,tp_hit,0.55,0.14916472217088508,TP,304.0
T02_20200215,2021-02-18,SELL,AVGO,48.32600021362305,48.277674213409426,3.8530093255882516,186.01432896197798,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,time_exit,0.55,0.139231886353805,NONE,366.0
T02_20200215,2021-02-18,SELL,CHTR,616.4199829101562,615.803562927246,0.3697939133730851,227.7204094039552,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,time_exit,0.5466129791689931,0.097305656809088,NONE,366.0
T02_20200215,2021-02-18,SELL,EA,147.41000366210938,147.26259365844726,1.7344979302587444,255.42666390511127,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,time_exit,0.55,0.1289569376525223,NONE,366.0
T02_20200215,2021-02-18,SELL,NVDA,14.829000473022461,14.814171472549438,10.1455682323552,150.29818748056024,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,time_exit,0.55,0.08,NONE,366.0
T02_20200215,2021-02-18,SELL,TTWO,196.22999572753906,196.0337657318115,1.0256251699168422,201.0571642881276,1.0,0.001,2020-02-15,2020-02-18,2021-02-15,2021-02-18,time_exit,0.55,0.11770226366812575,NONE,366.0
