ticker,strategy,selected,selected_strategy,reject_reason,selection_score,rule_adjusted_rbs,risk_benefit_score,certainty_component,tp_quality_component,tp_floor_penalty_component,tp_pct,sl_pct,tp_feasibility,confidence,historical_tp_prob
A,conservative,False,balanced,lower_selection_score,,,0.09950544211732001,,,,0.2600818847761212,0.08,1.0,0.3966450747585505,0.5714285714285714
AAL,conservative,False,aggressive,lower_selection_score,,,-0.10290440001280717,,,,0.232073826261601,0.24611171956940892,1.0,0.34053358302415687,0.5047619047619047
AAP,conservative,False,aggressive,lower_selection_score,,,0.15670320358420498,,,,0.24469615623746432,0.1018565975077681,1.0,0.5764201975618942,0.5428571428571429
AAPL,conservative,False,balanced,lower_selection_score,,,0.5870847526147825,,,,0.37762177014535986,0.08829713997431708,1.0,0.8195407140346123,0.5666666666666667
ABT,conservative,False,aggressive,lower_selection_score,,,0.17097925923077548,,,,0.22653174482093788,0.08,1.0,0.5875741455381326,0.6476190476190476
ACN,conservative,False,balanced,lower_selection_score,,,0.09532461822548662,,,,0.2241423874165132,0.08,1.0,0.44735175889048506,0.6666666666666666
ADBE,conservative,False,balanced,lower_selection_score,,,0.6811060201328177,,,,0.45062502607888605,0.08,1.0,0.792561581903012,0.719047619047619
ADI,conservative,False,aggressive,lower_selection_score,,,0.23570266176501278,,,,0.23232590290850347,0.11099387856433555,1.0,0.7739926053835563,0.5904761904761905
ADM,conservative,False,balanced,lower_selection_score,,,0.004268014819082846,,,,0.16959709138057183,0.11768745249820606,1.0,0.42057631735404183,0.47619047619047616
ADP,conservative,False,aggressive,lower_selection_score,,,0.13229041350833323,,,,0.21726318491565394,0.08,1.0,0.5341854199011102,0.6380952380952382
ADSK,conservative,False,aggressive,lower_selection_score,,,0.6361183880034728,,,,0.3806456557286221,0.08103477603175122,1.0,0.8644376988466991,0.6238095238095238
AEE,conservative,True,conservative,selected,,,0.03167337873234545,,,,0.1975978017804929,0.08,1.0,0.3587267965744201,0.6428571428571429
AEP,conservative,False,balanced,lower_selection_score,,,0.14500343151097597,,,,0.2271068100483243,0.08,1.0,0.5366594510409625,0.6571428571428571
AES,conservative,False,balanced,lower_selection_score,,,0.05168360508436274,,,,0.2082145471639181,0.11308346745269748,1.0,0.4621119197230942,0.4428571428571429
AFL,conservative,False,balanced,lower_selection_score,,,-0.01766866313922917,,,,0.16983520229649143,0.08,1.0,0.27401022176677337,0.5142857142857143
AIG,conservative,False,balanced,lower_selection_score,,,-0.003383457010539524,,,,0.14570733625620103,0.10425213264291598,1.0,0.40704508834008024,0.43809523809523804
