ticker,weight,score,rank
NVDA,0.076297,0.9078531742908951,1
LRCX,0.09435,0.9066752845526155,2
AVGO,0.120852,0.854863337020512,3
EA,0.191048,0.8478746736302726,4
TTWO,0.117453,0.8300329468292886,5
AMZN,0.2,0.8329931999222403,6
CHTR,0.2,0.8052765740182918,7
