,importance
ev_to_ebitda__pct_universe,0.06685501337051392
fcf_yield__pct_universe,0.06048678234219551
fcf_yield,0.04700299724936485
pb_ratio__pct_universe,0.046029336750507355
ev_to_ebitda,0.04557901620864868
ps_ratio__pct_sector,0.04431493580341339
ev_ebitda_vs_5y_median__pct_universe,0.04320039227604866
ps_ratio__pct_universe,0.04163964092731476
pb_ratio,0.04163569584488869
fcf_yield__pct_sector,0.041470255702733994
rule_confidence,0.041243020445108414
ps_ratio,0.03721557557582855
ev_ebitda_vs_5y_median,0.03697919100522995
pe_vs_5y_median__pct_universe,0.03681907802820206
pb_ratio__pct_sector,0.0365476980805397
ev_ebitda_vs_5y_median__pct_sector,0.03569657728075981
pe_vs_5y_median,0.035102590918540955
ev_to_ebitda__pct_sector,0.03493286296725273
pe_vs_5y_median__pct_sector,0.034471288323402405
pe_ratio__pct_universe,0.03418540954589844
earnings_yield,0.03232323378324509
earnings_yield__pct_universe,0.0321364663541317
earnings_yield__pct_sector,0.03195696696639061
pe_ratio__pct_sector,0.03159204125404358
pe_ratio,0.03058396652340889
